step,val_loss,epoch,val_specificity,val_accuracy,val_precision,val_auroc,val_sensitivity,unlabeled_data_utilization,train_loss,test_sensitivity,test_auroc,test_accuracy,test_precision,test_specificity
138,0.3679221570491791,0,0.8199999928474426,0.7592592835426331,0.0,0.4099999964237213,0.0,,,,,,,
138,,0,,,,,,0.001671810750849545,0.36866870522499084,,,,,
277,0.3680534362792969,1,0.8500000238418579,0.7870370149612427,0.0,0.42500001192092896,0.0,,,,,,,
277,,1,,,,,,0.0017628205241635442,0.3534258008003235,,,,,
416,0.3401351571083069,2,0.8500000238418579,0.7870370149612427,0.0,0.42500001192092896,0.0,,,,,,,
416,,2,,,,,,0.002991344081237912,0.34293419122695923,,,,,
555,0.32357195019721985,3,0.8899999260902405,0.8240740895271301,0.0,0.44499996304512024,0.0,,,,,,,
555,,3,,,,,,0.0040096743032336235,0.3296870291233063,,,,,
694,0.31985870003700256,4,0.8899999260902405,0.8240740895271301,0.0,0.44499996304512024,0.0,,,,,,,
694,,4,,,,,,0.006073766387999058,0.3228810429573059,,,,,
833,0.31846386194229126,5,0.8999999761581421,0.8333333134651184,0.0,0.44999998807907104,0.0,,,,,,,
833,,5,,,,,,0.008675373159348965,0.3156244456768036,,,,,
972,0.307666540145874,6,0.8899999260902405,0.8240740895271301,0.0,0.44499996304512024,0.0,,,,,,,
972,,6,,,,,,0.011578685604035854,0.3046056628227234,,,,,
1111,0.31605106592178345,7,0.9399999976158142,0.8703703880310059,0.0,0.4699999988079071,0.0,,,,,,,
1111,,7,,,,,,0.012592364102602005,0.29986298084259033,,,,,
1250,0.30775997042655945,8,0.9100000858306885,0.8425925970077515,0.0,0.45499998331069946,0.0,,,,,,,
1250,,8,,,,,,0.0140540711581707,0.2903278172016144,,,,,
1389,0.30514800548553467,9,0.9599999785423279,0.8888888955116272,0.0,0.47999998927116394,0.0,,,,,,,
1389,,9,,,,,,0.013939504511654377,0.28362247347831726,,,,,
1528,0.29737094044685364,10,0.9399999976158142,0.8703703880310059,0.0,0.4699999988079071,0.0,,,,,,,
1528,,10,,,,,,0.018382353708148003,0.2821062207221985,,,,,
1667,0.2954299747943878,11,0.9700000286102295,0.8981481194496155,0.0,0.48500001430511475,0.0,,,,,,,
1667,,11,,,,,,0.017985181882977486,0.2783952057361603,,,,,
1806,0.2849114239215851,12,0.9599999785423279,0.8888888955116272,0.0,0.47999998927116394,0.0,,,,,,,
1806,,12,,,,,,0.021140580996870995,0.27658915519714355,,,,,
1945,0.30625680088996887,13,0.9800000190734863,0.9074074029922485,0.0,0.49000000953674316,0.0,,,,,,,
1945,,13,,,,,,0.0234743170440197,0.26904910802841187,,,,,
2084,0.300132155418396,14,0.9700000286102295,0.8981481194496155,0.0,0.48500001430511475,0.0,,,,,,,
2084,,14,,,,,,0.027742641046643257,0.2709369957447052,,,,,
2223,0.30532288551330566,15,0.9599999785423279,0.8888888955116272,0.0,0.47999998927116394,0.0,,,,,,,
2223,,15,,,,,,0.03499319404363632,0.2720036804676056,,,,,
2362,0.2916504144668579,16,0.9599999785423279,0.8888888955116272,0.0,0.47999998927116394,0.0,,,,,,,
2362,,16,,,,,,0.035957351326942444,0.2668377757072449,,,,,
2501,0.2695205509662628,17,0.9700000286102295,0.8981481194496155,0.0,0.48500001430511475,0.0,,,,,,,
2501,,17,,,,,,0.03635641932487488,0.2648305594921112,,,,,
2640,0.30283817648887634,18,0.9700000286102295,0.8981481194496155,0.0,0.48500001430511475,0.0,,,,,,,
2640,,18,,,,,,0.039373449981212616,0.2659114897251129,,,,,
2779,0.28816449642181396,19,0.9599999785423279,0.8888888955116272,0.0,0.47999998927116394,0.0,,,,,,,
2779,,19,,,,,,0.035566143691539764,0.2574213743209839,,,,,
2780,,20,,,,,,,,0.0,0.49193546175956726,0.9070631861686707,0.0,0.9838709235191345
2780,,20,,,,,,,,0.0,0.49395161867141724,0.910780668258667,0.0,0.9879032373428345
2780,,20,,,,,,,,0.0,0.5,0.921933114528656,0.0,1.0
