val_sensitivity,val_precision,val_auroc,epoch,val_loss,step,val_specificity,val_accuracy,unlabeled_data_utilization,train_loss,test_auroc,test_specificity,test_sensitivity,test_precision,test_accuracy
0.0,0.0,0.5,0,0.6206547617912292,26,1.0,0.557894766330719,,,,,,,
,,,0,,26,,,0.0015442251460626721,0.634060263633728,,,,,
0.0714285746216774,0.3333333432674408,0.4791104793548584,1,2.2154159545898438,53,0.8867924809455872,0.5263158082962036,,,,,,,
,,,1,,53,,,0.007156846113502979,0.6287503242492676,,,,,
0.0476190485060215,0.3333333432674408,0.48607367277145386,2,1.018297553062439,80,0.9245282411575317,0.5368421077728271,,,,,,,
,,,2,,80,,,0.007848255336284637,0.6251370310783386,,,,,
0.3571428656578064,0.8333333134651184,0.6502695679664612,3,2.022747278213501,107,0.9433962106704712,0.6842105388641357,,,,,,,
,,,3,,107,,,0.0038655761163681746,0.6097638607025146,,,,,
0.4285714328289032,0.8571428656578064,0.6859838366508484,4,1.0476771593093872,134,0.9433962106704712,0.7157894968986511,,,,,,,
,,,4,,134,,,0.013218543492257595,0.5928736925125122,,,,,
0.4285714328289032,0.7200000286102295,0.648248016834259,5,1.1010205745697021,161,0.8679245114326477,0.6736842393875122,,,,,,,
,,,5,,161,,,0.00869446899741888,0.5830342173576355,,,,,
0.4047619104385376,0.9444444179534912,0.6929470896720886,6,0.6172327399253845,188,0.9811320900917053,0.7263157963752747,,,,,,,
,,,6,,188,,,0.011809708550572395,0.5560742616653442,,,,,
0.4761904776096344,0.7692307829856873,0.6814914345741272,7,0.6235517859458923,215,0.8867924809455872,0.7052631378173828,,,,,,,
,,,7,,215,,,0.017148328945040703,0.5495291948318481,,,,,
0.4761904776096344,0.8695652484893799,0.7097933292388916,8,0.6440480351448059,242,0.9433962106704712,0.7368420958518982,,,,,,,
,,,8,,242,,,0.02055966481566429,0.5328174233436584,,,,,
0.5476190447807312,0.8846153616905212,0.7455076575279236,9,1.263608694076538,269,0.9433962106704712,0.7684210538864136,,,,,,,
,,,9,,269,,,0.03598189353942871,0.5351226925849915,,,,,
0.4523809850215912,0.949999988079071,0.7167565822601318,10,0.5993447303771973,296,0.9811320900917053,0.7473683953285217,,,,,,,
,,,10,,296,,,0.037498343735933304,0.5329297184944153,,,,,
0.4523809850215912,0.8260868787765503,0.6884546279907227,11,0.8682960271835327,323,0.9245282411575317,0.7157894968986511,,,,,,,
,,,11,,323,,,0.041258614510297775,0.512651264667511,,,,,
0.4523809850215912,1.0,0.726190447807312,12,0.8658909201622009,350,1.0,0.75789475440979,,,,,,,
,,,12,,350,,,0.058385930955410004,0.5262426733970642,,,,,
0.523809552192688,0.9166666865348816,0.7430369257926941,13,2.681072235107422,377,0.9622642397880554,0.7684210538864136,,,,,,,
,,,13,,377,,,0.05194249749183655,0.4963058829307556,,,,,
0.4761904776096344,0.9090909361839294,0.7192272543907166,14,1.1432737112045288,404,0.9622642397880554,0.7473683953285217,,,,,,,
,,,14,,404,,,0.07471127063035965,0.5123940706253052,,,,,
0.4285714328289032,0.9473684430122375,0.7048517465591431,15,1.2758651971817017,431,0.9811320900917053,0.7368420958518982,,,,,,,
,,,15,,431,,,0.08238016068935394,0.5149440765380859,,,,,
0.5,0.9130435585975647,0.7311322093009949,16,2.650801658630371,458,0.9622642397880554,0.75789475440979,,,,,,,
,,,16,,458,,,0.06938610970973969,0.49909237027168274,,,,,
0.523809552192688,0.8461537957191467,0.7241688966751099,17,1.2283587455749512,485,0.9245282411575317,0.7473683953285217,,,,,,,
,,,17,,485,,,0.07336938381195068,0.49491989612579346,,,,,
0.5952380895614624,0.806451678276062,0.7410151958465576,18,0.7282962799072266,512,0.8867924809455872,0.75789475440979,,,,,,,
,,,18,,512,,,0.0833304226398468,0.4841775596141815,,,,,
0.6190476417541504,0.7647058367729187,0.7340521812438965,19,0.7581936717033386,539,0.849056601524353,0.7473683953285217,,,,,,,
,,,19,,539,,,0.09021084755659103,0.5036787390708923,,,,,
0.5714285969734192,0.8571428656578064,0.7479784488677979,20,1.2832235097885132,566,0.9245282411575317,0.7684210538864136,,,,,,,
,,,20,,566,,,0.07894497364759445,0.48730677366256714,,,,,
0.6666666865348816,0.800000011920929,0.7672956585884094,21,1.8753520250320435,593,0.8679245114326477,0.7789473533630371,,,,,,,
,,,21,,593,,,0.09623710066080093,0.4823828637599945,,,,,
0.5952380895614624,0.8620689511299133,0.7598832249641418,22,0.8808687925338745,620,0.9245282411575317,0.7789473533630371,,,,,,,
,,,22,,620,,,0.1022549495100975,0.501002311706543,,,,,
0.5714285969734192,0.8571428656578064,0.7479784488677979,23,0.5848085880279541,647,0.9245282411575317,0.7684210538864136,,,,,,,
,,,23,,647,,,0.10235963761806488,0.49545973539352417,,,,,
0.5,0.9130435585975647,0.7311322093009949,24,1.786291241645813,674,0.9622642397880554,0.75789475440979,,,,,,,
,,,24,,674,,,0.11238273233175278,0.49443918466567993,,,,,
0.5714285969734192,0.9599999785423279,0.7762802839279175,25,0.6488047242164612,701,0.9811320900917053,0.800000011920929,,,,,,,
,,,25,,701,,,0.12317844480276108,0.4940618574619293,,,,,
0.5714285969734192,0.9230769276618958,0.7668463587760925,26,1.5572919845581055,728,0.9622642397880554,0.7894737124443054,,,,,,,
,,,26,,728,,,0.136659637093544,0.4919193685054779,,,,,
0.5476190447807312,0.8846153616905212,0.7455076575279236,27,1.0845214128494263,755,0.9433962106704712,0.7684210538864136,,,,,,,
,,,27,,755,,,0.12821008265018463,0.49037468433380127,,,,,
0.5476190447807312,0.9200000166893005,0.7549417018890381,28,1.377884030342102,782,0.9622642397880554,0.7789473533630371,,,,,,,
,,,28,,782,,,0.13705144822597504,0.48893657326698303,,,,,
0.5476190447807312,0.8518518805503845,0.7360737323760986,29,1.2693322896957397,809,0.9245282411575317,0.75789475440979,,,,,,,
,,,29,,809,,,0.137440025806427,0.4755077064037323,,,,,
0.5952380895614624,0.9259259104728699,0.7787511944770813,30,0.9045573472976685,836,0.9622642397880554,0.800000011920929,,,,,,,
,,,30,,836,,,0.14540357887744904,0.4983028173446655,,,,,
0.5714285969734192,0.8888888955116272,0.7574123740196228,31,1.0004655122756958,863,0.9433962106704712,0.7789473533630371,,,,,,,
,,,31,,863,,,0.1587492674589157,0.472150593996048,,,,,
0.5714285969734192,0.8888888955116272,0.7574123740196228,32,0.6890674829483032,890,0.9433962106704712,0.7789473533630371,,,,,,,
,,,32,,890,,,0.17691761255264282,0.49514079093933105,,,,,
0.5714285969734192,0.9230769276618958,0.7668463587760925,33,1.1652424335479736,917,0.9622642397880554,0.7894737124443054,,,,,,,
,,,33,,917,,,0.1803622841835022,0.4889279007911682,,,,,
0.6190476417541504,0.8666666746139526,0.7717880010604858,34,0.5652037858963013,944,0.9245282411575317,0.7894737124443054,,,,,,,
,,,34,,944,,,0.16819527745246887,0.4946284294128418,,,,,
0.6428571343421936,0.8709677457809448,0.7836927175521851,35,0.9534813165664673,971,0.9245282411575317,0.800000011920929,,,,,,,
,,,35,,971,,,0.16507765650749207,0.4718790352344513,,,,,
0.6904761791229248,0.9666666388511658,0.8358041644096375,36,1.873750925064087,998,0.9811320900917053,0.8526315689086914,,,,,,,
,,,36,,998,,,0.1756030023097992,0.47349783778190613,,,,,
0.5952380895614624,0.9259259104728699,0.7787511944770813,37,0.7072264552116394,1025,0.9622642397880554,0.800000011920929,,,,,,,
,,,37,,1025,,,0.1894349753856659,0.4857044816017151,,,,,
0.6190476417541504,0.8965517282485962,0.781221866607666,38,0.46789491176605225,1052,0.9433962106704712,0.800000011920929,,,,,,,
,,,38,,1052,,,0.18822260200977325,0.4707441031932831,,,,,
0.6190476417541504,0.8965517282485962,0.781221866607666,39,0.6988917589187622,1079,0.9433962106704712,0.800000011920929,,,,,,,
,,,39,,1079,,,0.2012389749288559,0.46973562240600586,,,,,
0.6428571343421936,0.8999999761581421,0.79312664270401,40,0.7691393494606018,1106,0.9433962106704712,0.8105263113975525,,,,,,,
,,,40,,1106,,,0.21997877955436707,0.4737647771835327,,,,,
0.6190476417541504,0.8965517282485962,0.781221866607666,41,1.3605716228485107,1133,0.9433962106704712,0.800000011920929,,,,,,,
,,,41,,1133,,,0.19840998947620392,0.46310579776763916,,,,,
0.5714285969734192,0.9230769276618958,0.7668463587760925,42,0.8431751728057861,1160,0.9622642397880554,0.7894737124443054,,,,,,,
,,,42,,1160,,,0.19774267077445984,0.4614221155643463,,,,,
0.5952380895614624,0.8333333134651184,0.7504492402076721,43,0.5431020259857178,1187,0.9056603908538818,0.7684210538864136,,,,,,,
,,,43,,1187,,,0.21750211715698242,0.46335870027542114,,,,,
0.5714285969734192,0.8888888955116272,0.7574123740196228,44,0.7335163354873657,1214,0.9433962106704712,0.7789473533630371,,,,,,,
,,,44,,1214,,,0.23459993302822113,0.4950302541255951,,,,,
0.6428571343421936,0.8999999761581421,0.79312664270401,45,1.3741310834884644,1241,0.9433962106704712,0.8105263113975525,,,,,,,
,,,45,,1241,,,0.2190311700105667,0.4614157974720001,,,,,
0.5952380895614624,0.8620689511299133,0.7598832249641418,46,0.5793102383613586,1268,0.9245282411575317,0.7789473533630371,,,,,,,
,,,46,,1268,,,0.22040368616580963,0.45363765954971313,,,,,
0.6190476417541504,0.8965517282485962,0.781221866607666,47,0.760405421257019,1295,0.9433962106704712,0.800000011920929,,,,,,,
,,,47,,1295,,,0.22466303408145905,0.4513121545314789,,,,,
0.6190476417541504,0.9629629850387573,0.8000898957252502,48,1.0138674974441528,1322,0.9811320900917053,0.821052610874176,,,,,,,
,,,48,,1322,,,0.22345463931560516,0.434783935546875,,,,,
0.6428571343421936,0.931034505367279,0.8025606870651245,49,0.6037825345993042,1349,0.9622642397880554,0.821052610874176,,,,,,,
,,,49,,1349,,,0.24028535187244415,0.4484933614730835,,,,,
0.6190476417541504,0.8965517282485962,0.781221866607666,50,0.44594281911849976,1376,0.9433962106704712,0.800000011920929,,,,,,,
,,,50,,1376,,,0.2267669141292572,0.4602034091949463,,,,,
0.6428571343421936,0.8999999761581421,0.79312664270401,51,0.5181695818901062,1403,0.9433962106704712,0.8105263113975525,,,,,,,
,,,51,,1403,,,0.23240165412425995,0.45814308524131775,,,,,
0.6190476417541504,0.9285714626312256,0.7906559109687805,52,0.43465033173561096,1430,0.9622642397880554,0.8105263113975525,,,,,,,
,,,52,,1430,,,0.24506701529026031,0.45677679777145386,,,,,
0.6666666865348816,0.9655172228813171,0.8238993883132935,53,0.41235262155532837,1457,0.9811320900917053,0.8421052694320679,,,,,,,
,,,53,,1457,,,0.23683050274848938,0.459124892950058,,,,,
0.6904761791229248,0.9666666388511658,0.8358041644096375,54,0.42515209317207336,1484,0.9811320900917053,0.8526315689086914,,,,,,,
,,,54,,1484,,,0.2245098203420639,0.45298197865486145,,,,,
0.7142857313156128,0.9375,0.8382750153541565,55,0.4873787462711334,1511,0.9622642397880554,0.8526315689086914,,,,,,,
,,,55,,1511,,,0.2322298288345337,0.44832298159599304,,,,,
0.6666666865348816,0.9333332777023315,0.8144654631614685,56,0.45654743909835815,1538,0.9622642397880554,0.8315789699554443,,,,,,,
,,,56,,1538,,,0.2366236299276352,0.4599371552467346,,,,,
0.7142857313156128,0.9375,0.8382750153541565,57,0.40164852142333984,1565,0.9622642397880554,0.8526315689086914,,,,,,,
,,,57,,1565,,,0.25183162093162537,0.44118359684944153,,,,,
0.6904761791229248,0.9354839324951172,0.8263701796531677,58,0.4276847541332245,1592,0.9622642397880554,0.8421052694320679,,,,,,,
,,,58,,1592,,,0.2677070200443268,0.452059805393219,,,,,
0.6904761791229248,0.9354839324951172,0.8263701796531677,59,0.3886245787143707,1619,0.9622642397880554,0.8421052694320679,,,,,,,
,,,59,,1619,,,0.2593004107475281,0.42904672026634216,,,,,
0.6666666865348816,0.9655172228813171,0.8238993883132935,60,0.40364494919776917,1646,0.9811320900917053,0.8421052694320679,,,,,,,
,,,60,,1646,,,0.27690279483795166,0.4510633945465088,,,,,
0.7142857313156128,0.9375,0.8382750153541565,61,0.4008985161781311,1673,0.9622642397880554,0.8526315689086914,,,,,,,
,,,61,,1673,,,0.2620919644832611,0.4185759127140045,,,,,
0.6904761791229248,0.8787878751754761,0.8075022101402283,62,0.3670855760574341,1700,0.9245282411575317,0.821052610874176,,,,,,,
,,,62,,1700,,,0.2830345332622528,0.4358389377593994,,,,,
0.6904761791229248,0.9354839324951172,0.8263701796531677,63,0.3986680805683136,1727,0.9622642397880554,0.8421052694320679,,,,,,,
,,,63,,1727,,,0.2882480025291443,0.4412696659564972,,,,,
0.6904761791229248,0.9354839324951172,0.8263701796531677,64,0.40847527980804443,1754,0.9622642397880554,0.8421052694320679,,,,,,,
,,,64,,1754,,,0.2900480628013611,0.431596040725708,,,,,
0.6666666865348816,0.9655172228813171,0.8238993883132935,65,0.44906729459762573,1781,0.9811320900917053,0.8421052694320679,,,,,,,
,,,65,,1781,,,0.29708582162857056,0.4215375483036041,,,,,
0.7142857313156128,0.9090909361839294,0.828840970993042,66,0.3920690715312958,1808,0.9433962106704712,0.8421052694320679,,,,,,,
,,,66,,1808,,,0.2990587055683136,0.4388076663017273,,,,,
0.7142857313156128,0.8571428656578064,0.8099730610847473,67,0.6143268942832947,1835,0.9056603908538818,0.821052610874176,,,,,,,
,,,67,,1835,,,0.28496256470680237,0.4127840995788574,,,,,
0.6904761791229248,0.9354839324951172,0.8263701796531677,68,0.46268540620803833,1862,0.9622642397880554,0.8421052694320679,,,,,,,
,,,68,,1862,,,0.3009791970252991,0.42111071944236755,,,,,
0.6428571343421936,0.9642857313156128,0.8119946122169495,69,0.3950623869895935,1889,0.9811320900917053,0.8315789699554443,,,,,,,
,,,69,,1889,,,0.30288371443748474,0.43099427223205566,,,,,
0.6904761791229248,0.9354839324951172,0.8263701796531677,70,0.8235705494880676,1916,0.9622642397880554,0.8421052694320679,,,,,,,
,,,70,,1916,,,0.30013224482536316,0.42908939719200134,,,,,
0.6904761791229248,0.9666666388511658,0.8358041644096375,71,0.4482305943965912,1943,0.9811320900917053,0.8526315689086914,,,,,,,
,,,71,,1943,,,0.3043428659439087,0.4252088665962219,,,,,
0.6428571343421936,0.8709677457809448,0.7836927175521851,72,0.4307836890220642,1970,0.9245282411575317,0.800000011920929,,,,,,,
,,,72,,1970,,,0.31975001096725464,0.43608060479164124,,,,,
0.6666666865348816,0.9333332777023315,0.8144654631614685,73,0.6762036085128784,1997,0.9622642397880554,0.8315789699554443,,,,,,,
,,,73,,1997,,,0.31213703751564026,0.4105507731437683,,,,,
0.6666666865348816,0.9333332777023315,0.8144654631614685,74,0.4085376262664795,2024,0.9622642397880554,0.8315789699554443,,,,,,,
,,,74,,2024,,,0.3161650002002716,0.4147559404373169,,,,,
0.6666666865348816,0.9032257795333862,0.8050314784049988,75,0.41890037059783936,2051,0.9433962106704712,0.821052610874176,,,,,,,
,,,75,,2051,,,0.3231103718280792,0.38770902156829834,,,,,
0.6904761791229248,0.90625,0.816936194896698,76,0.3883425295352936,2078,0.9433962106704712,0.8315789699554443,,,,,,,
,,,76,,2078,,,0.3340866267681122,0.40325379371643066,,,,,
0.6904761791229248,0.90625,0.816936194896698,77,0.4419981837272644,2105,0.9433962106704712,0.8315789699554443,,,,,,,
,,,77,,2105,,,0.33290567994117737,0.46130990982055664,,,,,
0.7142857313156128,0.9375,0.8382750153541565,78,0.38609474897384644,2132,0.9622642397880554,0.8526315689086914,,,,,,,
,,,78,,2132,,,0.3313729465007782,0.42808797955513,,,,,
0.6428571343421936,0.9642857313156128,0.8119946122169495,79,0.6879727244377136,2159,0.9811320900917053,0.8315789699554443,,,,,,,
,,,79,,2159,,,0.30766668915748596,0.4055267870426178,,,,,
0.7142857313156128,0.9090909361839294,0.828840970993042,80,0.3956076502799988,2186,0.9433962106704712,0.8421052694320679,,,,,,,
,,,80,,2186,,,0.3225446343421936,0.39702191948890686,,,,,
0.6666666865348816,0.9333332777023315,0.8144654631614685,81,0.4366486668586731,2213,0.9622642397880554,0.8315789699554443,,,,,,,
,,,81,,2213,,,0.33616840839385986,0.4146609604358673,,,,,
0.7857142686843872,0.8048780560493469,0.8173854351043701,82,0.4837537407875061,2240,0.849056601524353,0.821052610874176,,,,,,,
,,,82,,2240,,,0.33826687932014465,0.4316250681877136,,,,,
0.761904776096344,0.9411764740943909,0.8620845079421997,83,0.46748587489128113,2267,0.9622642397880554,0.8736842274665833,,,,,,,
,,,83,,2267,,,0.3079960346221924,0.42040807008743286,,,,,
0.6190476417541504,0.9629629850387573,0.8000898957252502,84,0.5034637451171875,2294,0.9811320900917053,0.821052610874176,,,,,,,
,,,84,,2294,,,0.315519243478775,0.419701486825943,,,,,
0.7142857313156128,0.8823529481887817,0.8194069862365723,85,0.5772020220756531,2321,0.9245282411575317,0.8315789699554443,,,,,,,
,,,85,,2321,,,0.33145543932914734,0.41309571266174316,,,,,
0.6428571343421936,0.9642857313156128,0.8119946122169495,86,0.40442025661468506,2348,0.9811320900917053,0.8315789699554443,,,,,,,
,,,86,,2348,,,0.3240871727466583,0.3929331600666046,,,,,
0.6666666865348816,0.9333332777023315,0.8144654631614685,87,0.48406967520713806,2375,0.9622642397880554,0.8315789699554443,,,,,,,
,,,87,,2375,,,0.34779325127601624,0.3989485204219818,,,,,
0.6428571343421936,0.931034505367279,0.8025606870651245,88,0.46690499782562256,2402,0.9622642397880554,0.821052610874176,,,,,,,
,,,88,,2402,,,0.3458442687988281,0.41973745822906494,,,,,
0.738095223903656,0.9117646813392639,0.8407456874847412,89,0.5395429134368896,2429,0.9433962106704712,0.8526315689086914,,,,,,,
