val_accuracy,val_sensitivity,epoch,val_loss,step,val_auroc,val_specificity,val_precision,train_loss,unlabeled_data_utilization,test_specificity,test_accuracy,test_auroc,test_sensitivity,test_precision
0.557894766330719,0.0,0,0.6185637712478638,26,0.5,1.0,0.0,,,,,,,
,,0,,26,,,,0.623414933681488,0.0,,,,,
0.557894766330719,0.0,1,0.5905489921569824,53,0.5,1.0,0.0,,,,,,,
,,1,,53,,,,0.6236331462860107,0.0,,,,,
0.557894766330719,0.02380952425301075,2,0.7188568711280823,80,0.5024707913398743,0.9811320900917053,0.5,,,,,,,
,,2,,80,,,,0.6226886510848999,0.0,,,,,
0.5684210658073425,0.0476190485060215,3,0.6507620811462402,107,0.514375627040863,0.9811320900917053,0.6666666865348816,,,,,,,
,,3,,107,,,,0.6212754845619202,0.0,,,,,
0.557894766330719,0.0,4,0.6783029437065125,134,0.5,1.0,0.0,,,,,,,
,,4,,134,,,,0.6212092638015747,0.0,,,,,
0.5473684072494507,0.0,5,0.6547013521194458,161,0.49056604504585266,0.9811320900917053,0.0,,,,,,,
,,5,,161,,,,0.6210526823997498,0.0,,,,,
0.557894766330719,0.0,6,0.6065393686294556,188,0.5,1.0,0.0,,,,,,,
,,6,,188,,,,0.619589626789093,0.0,,,,,
0.5368421077728271,0.0,7,0.661808967590332,215,0.4811321198940277,0.9622642397880554,0.0,,,,,,,
,,7,,215,,,,0.6203980445861816,0.0,,,,,
0.557894766330719,0.02380952425301075,8,0.6887538433074951,242,0.5024707913398743,0.9811320900917053,0.5,,,,,,,
,,8,,242,,,,0.617765486240387,0.0,,,,,
0.5473684072494507,0.0476190485060215,9,0.6630918383598328,269,0.4955076575279236,0.9433962106704712,0.4000000059604645,,,,,,,
,,9,,269,,,,0.6120977997779846,0.0,,,,,
0.5684210658073425,0.0476190485060215,10,1.1217385530471802,296,0.514375627040863,0.9811320900917053,0.6666666865348816,,,,,,,
,,10,,296,,,,0.6159239411354065,0.0,,,,,
0.5473684072494507,0.0,11,0.6620147228240967,323,0.49056604504585266,0.9811320900917053,0.0,,,,,,,
,,11,,323,,,,0.616472601890564,0.0,,,,,
0.5789473652839661,0.095238097012043,12,0.7447789311408997,350,0.5287511348724365,0.9622642397880554,0.6666666865348816,,,,,,,
,,12,,350,,,,0.6059772372245789,0.0,,,,,
0.7052631378173828,0.3571428656578064,13,0.7510024309158325,377,0.6691375374794006,0.9811320900917053,0.9375,,,,,,,
,,13,,377,,,,0.6015462875366211,0.0,,,,,
0.7473683953285217,0.5,14,0.7821286916732788,404,0.7216981053352356,0.9433962106704712,0.875,,,,,,,
,,14,,404,,,,0.5935010313987732,0.0,,,,,
0.7263157963752747,0.523809552192688,15,0.9456652402877808,431,0.7053009867668152,0.8867924809455872,0.7857142686843872,,,,,,,
,,15,,431,,,,0.5842502117156982,0.0,,,,,
0.7368420958518982,0.523809552192688,16,0.7479650974273682,458,0.7147350311279297,0.9056603908538818,0.8148148655891418,,,,,,,
,,16,,458,,,,0.5618948340415955,0.0,,,,,
0.7157894968986511,0.5476190447807312,17,1.053368330001831,485,0.6983378529548645,0.849056601524353,0.7419354915618896,,,,,,,
,,17,,485,,,,0.5474076867103577,0.0,,,,,
0.75789475440979,0.6190476417541504,18,0.6082017421722412,512,0.7434860467910767,0.8679245114326477,0.7878788113594055,,,,,,,
,,18,,512,,,,0.5259369015693665,0.0,,,,,
0.7052631378173828,0.5952380895614624,19,0.5223114490509033,539,0.6938453912734985,0.792452871799469,0.6944444179534912,,,,,,,
,,19,,539,,,,0.5208122134208679,0.0,,,,,
0.7263157963752747,0.5476190447807312,20,0.5007426142692566,566,0.7077717781066895,0.8679245114326477,0.76666659116745,,,,,,,
,,20,,566,,,,0.5238803625106812,0.0,,,,,
