val_loss,epoch,val_auroc,val_accuracy,val_precision,val_specificity,val_sensitivity,step,unlabeled_data_utilization,train_loss,test_precision,test_sensitivity,test_specificity,test_auroc,test_accuracy
0.7042802572250366,0,0.5312219262123108,0.5789473652839661,0.625,0.9433962106704712,0.1190476194024086,33,,,,,,,
,0,,,,,,33,0.027532894164323807,0.6394798159599304,,,,,
0.7100702524185181,1,0.5193171501159668,0.5684210658073425,0.5714285969734192,0.9433962106704712,0.095238097012043,67,,,,,,,
,1,,,,,,67,0.023683175444602966,0.6258695125579834,,,,,
0.6608399748802185,2,0.6264600157737732,0.6631578803062439,0.8125,0.9433962106704712,0.3095238208770752,101,,,,,,,
,2,,,,,,101,0.03613476827740669,0.6269639134407043,,,,,
0.8553671836853027,3,0.7053009867668152,0.7263157963752747,0.7857142686843872,0.8867924809455872,0.523809552192688,135,,,,,,,
,3,,,,,,135,0.04163099452853203,0.6071217060089111,,,,,
0.6308397054672241,4,0.7028301954269409,0.7263157963752747,0.807692289352417,0.9056603908538818,0.5,169,,,,,,,
,4,,,,,,169,0.036379896104335785,0.5970950126647949,,,,,
0.6781889796257019,5,0.7340521812438965,0.7473683953285217,0.7647058367729187,0.849056601524353,0.6190476417541504,203,,,,,,,
,5,,,,,,203,0.038309819996356964,0.580517053604126,,,,,
0.674308717250824,6,0.7553907632827759,0.7684210538864136,0.7941176295280457,0.8679245114326477,0.6428571343421936,237,,,,,,,
,6,,,,,,237,0.041797950863838196,0.5698722004890442,,,,,
0.6478003859519958,7,0.6859838366508484,0.7157894968986511,0.8571428656578064,0.9433962106704712,0.4285714328289032,271,,,,,,,
,7,,,,,,271,0.041287172585725784,0.5634488463401794,,,,,
0.5579327344894409,8,0.795597493648529,0.8105263113975525,0.875,0.9245282411575317,0.6666666865348816,305,,,,,,,
,8,,,,,,305,0.03678721562027931,0.551025927066803,,,,,
0.6510149240493774,9,0.8099730610847473,0.821052610874176,0.8571428656578064,0.9056603908538818,0.7142857313156128,339,,,,,,,
,9,,,,,,339,0.05469634011387825,0.5482909083366394,,,,,
0.707109808921814,10,0.7886343002319336,0.800000011920929,0.8285714387893677,0.8867924809455872,0.6904761791229248,373,,,,,,,
,10,,,,,,373,0.09837735444307327,0.5361500978469849,,,,,
0.5988315343856812,11,0.816936194896698,0.8315789699554443,0.90625,0.9433962106704712,0.6904761791229248,407,,,,,,,
,11,,,,,,407,0.09207148104906082,0.5420423746109009,,,,,
0.6094440221786499,12,0.8025606870651245,0.821052610874176,0.931034505367279,0.9622642397880554,0.6428571343421936,441,,,,,,,
,12,,,,,,441,0.12517894804477692,0.509009063243866,,,,,
0.6079496741294861,13,0.7697663903236389,0.7789473533630371,0.7837837338447571,0.849056601524353,0.6904761791229248,475,,,,,,,
,13,,,,,,475,0.19594769179821014,0.5170525908470154,,,,,
0.4603063762187958,14,0.7578616738319397,0.7684210538864136,0.7777778506278992,0.849056601524353,0.6666666865348816,509,,,,,,,
,14,,,,,,509,0.241737499833107,0.5560230016708374,,,,,
0.48253560066223145,15,0.7911050915718079,0.800000011920929,0.8108107447624207,0.8679245114326477,0.7142857313156128,543,,,,,,,
,15,,,,,,543,0.2680402994155884,0.5458705425262451,,,,,
0.5608108043670654,16,0.79312664270401,0.8105263113975525,0.8999999761581421,0.9433962106704712,0.6428571343421936,577,,,,,,,
,16,,,,,,577,0.28733524680137634,0.5414643287658691,,,,,
0.4645851254463196,17,0.7369721531867981,0.7368420958518982,0.6888888478279114,0.7358490824699402,0.738095223903656,611,,,,,,,
,17,,,,,,611,0.34069186449050903,0.5389938950538635,,,,,
0.45166516304016113,18,0.8075022101402283,0.821052610874176,0.8787878751754761,0.9245282411575317,0.6904761791229248,645,,,,,,,
,18,,,,,,645,0.37627148628234863,0.5279725790023804,,,,,
0.42804691195487976,19,0.7886343002319336,0.800000011920929,0.8285714387893677,0.8867924809455872,0.6904761791229248,679,,,,,,,
,19,,,,,,679,0.414263516664505,0.5355381369590759,,,,,
0.3895525336265564,20,0.7911050915718079,0.800000011920929,0.8108107447624207,0.8679245114326477,0.7142857313156128,713,,,,,,,
,20,,,,,,713,0.44143733382225037,0.5385146737098694,,,,,
0.45684921741485596,21,0.8099730610847473,0.821052610874176,0.8571428656578064,0.9056603908538818,0.7142857313156128,747,,,,,,,
,21,,,,,,747,0.4588261842727661,0.5218405723571777,,,,,
0.44544655084609985,22,0.8005390167236328,0.8105263113975525,0.8333333134651184,0.8867924809455872,0.7142857313156128,781,,,,,,,
,22,,,,,,781,0.4953668415546417,0.5377559661865234,,,,,
0.4903053641319275,23,0.7792003154754639,0.7894737124443054,0.8055555820465088,0.8679245114326477,0.6904761791229248,815,,,,,,,
,23,,,,,,815,0.4954126477241516,0.5452982783317566,,,,,
0.43063318729400635,24,0.7816711664199829,0.7894737124443054,0.7894737124443054,0.849056601524353,0.7142857313156128,849,,,,,,,
,24,,,,,,849,0.4839997887611389,0.5434005856513977,,,,,
0.35797688364982605,25,0.8005390167236328,0.8105263113975525,0.8333333134651184,0.8867924809455872,0.7142857313156128,883,,,,,,,
,25,,,,,,883,0.50813227891922,0.5190847516059875,,,,,
0.43000248074531555,26,0.7911050915718079,0.800000011920929,0.8108107447624207,0.8679245114326477,0.7142857313156128,917,,,,,,,
,26,,,,,,917,0.5294930338859558,0.5424513220787048,,,,,
0.42342522740364075,27,0.8050314784049988,0.821052610874176,0.9032257795333862,0.9433962106704712,0.6666666865348816,951,,,,,,,
,27,,,,,,951,0.5159260630607605,0.5256582498550415,,,,,
0.40216362476348877,28,0.8099730610847473,0.821052610874176,0.8571428656578064,0.9056603908538818,0.7142857313156128,985,,,,,,,
,28,,,,,,985,0.5479222536087036,0.5129731297492981,,,,,
0.39186567068099976,29,0.8099730610847473,0.821052610874176,0.8571428656578064,0.9056603908538818,0.7142857313156128,1019,,,,,,,
,29,,,,,,1019,0.5578614473342896,0.5317886471748352,,,,,
0.4385416805744171,30,0.7980683445930481,0.8105263113975525,0.8529411554336548,0.9056603908538818,0.6904761791229248,1053,,,,,,,
,30,,,,,,1053,0.5476481318473816,0.5237947702407837,,,,,
0.4731702208518982,31,0.8144654631614685,0.8315789699554443,0.9333332777023315,0.9622642397880554,0.6666666865348816,1087,,,,,,,
,31,,,,,,1087,0.5412586331367493,0.5199214816093445,,,,,
0.44388964772224426,32,0.816936194896698,0.8315789699554443,0.90625,0.9433962106704712,0.6904761791229248,1121,,,,,,,
,32,,,,,,1121,0.587141215801239,0.5129979252815247,,,,,
