epoch,val_precision,val_specificity,step,val_loss,val_sensitivity,val_auroc,val_accuracy,train_loss,unlabeled_data_utilization,test_precision,test_auroc,test_accuracy,test_specificity,test_sensitivity
0,0.0,1.0,26,0.30987605452537537,0.0,0.5,0.557894766330719,,,,,,,
0,,,26,,,,,0.3233020603656769,0.0,,,,,
1,1.0,1.0,53,1.6304861307144165,0.02380952425301075,0.511904776096344,0.5684210658073425,,,,,,,
1,,,53,,,,,0.3180420398712158,0.0,,,,,
2,0.8999999761581421,0.9811320900917053,80,1.507973313331604,0.2142857164144516,0.5977088809013367,0.6421052813529968,,,,,,,
2,,,80,,,,,0.30890706181526184,0.0,,,,,
3,0.692307710647583,0.9245282411575317,107,0.638583242893219,0.2142857164144516,0.569407045841217,0.6105263233184814,,,,,,,
3,,,107,,,,,0.3144594728946686,0.0,,,,,
4,0.8095238208770752,0.9245282411575317,134,0.42801785469055176,0.4047619104385376,0.6646451354026794,0.6947368383407593,,,,,,,
4,,,134,,,,,0.3198995888233185,0.0,,,,,
5,0.6578947305679321,0.7547169923782349,161,0.9675129652023315,0.5952380895614624,0.6749775409698486,0.6842105388641357,,,,,,,
5,,,161,,,,,0.292172908782959,0.0,,,,,
6,0.7599999904632568,0.8867924809455872,188,0.4319860637187958,0.4523809850215912,0.6695866584777832,0.6947368383407593,,,,,,,
6,,,188,,,,,0.2880648672580719,0.0,,,,,
7,0.7407407164573669,0.8679245114326477,215,0.789675772190094,0.4761904776096344,0.6720574498176575,0.6947368383407593,,,,,,,
7,,,215,,,,,0.2808762490749359,0.0,,,,,
8,0.6666666865348816,0.792452871799469,242,0.3693101704120636,0.523809552192688,0.6581311821937561,0.6736842393875122,,,,,,,
8,,,242,,,,,0.28374549746513367,0.0,,,,,
9,0.7419354915618896,0.849056601524353,269,0.9297856092453003,0.5476190447807312,0.6983378529548645,0.7157894968986511,,,,,,,
9,,,269,,,,,0.27595993876457214,0.0,,,,,
10,0.7058823704719543,0.8113208413124084,296,0.6589478254318237,0.5714285969734192,0.691374659538269,0.7052631378173828,,,,,,,
10,,,296,,,,,0.27200108766555786,0.0,,,,,
