epoch,val_auroc,val_accuracy,val_sensitivity,step,val_loss,val_precision,val_specificity,train_loss,unlabeled_data_utilization,test_sensitivity,test_specificity,test_accuracy,test_precision,test_auroc
0,0.5,0.557894766330719,0.0,26,2.9180424213409424,0.0,1.0,,,,,,,
0,,,,26,,,,2.90999698638916,0.0,,,,,
1,0.578840970993042,0.621052622795105,0.2142857164144516,53,5.069372653961182,0.75,0.9433962106704712,,,,,,,
1,,,,53,,,,2.6860222816467285,0.0,,,,,
2,0.6859838366508484,0.7157894968986511,0.4285714328289032,80,2.685091257095337,0.8571428656578064,0.9433962106704712,,,,,,,
2,,,,80,,,,2.54398250579834,0.0,,,,,
3,0.6864330768585205,0.7052631378173828,0.523809552192688,107,4.783450126647949,0.73333340883255,0.849056601524353,,,,,,,
3,,,,107,,,,2.373692750930786,0.0,,,,,
4,0.6958670616149902,0.7157894968986511,0.523809552192688,134,5.324828624725342,0.7586206793785095,0.8679245114326477,,,,,,,
4,,,,134,,,,2.2306246757507324,0.0,,,,,
5,0.7455076575279236,0.7684210538864136,0.5476190447807312,161,3.721048355102539,0.8846153616905212,0.9433962106704712,,,,,,,
5,,,,161,,,,2.1293389797210693,0.0,,,,,
6,0.7549417018890381,0.7789473533630371,0.5476190447807312,188,3.7351715564727783,0.9200000166893005,0.9622642397880554,,,,,,,
6,,,,188,,,,2.051335334777832,0.0,,,,,
7,0.79312664270401,0.8105263113975525,0.6428571343421936,215,3.110565423965454,0.8999999761581421,0.9433962106704712,,,,,,,
7,,,,215,,,,2.0960090160369873,0.0,,,,,
8,0.7574123740196228,0.7789473533630371,0.5714285969734192,242,4.059675216674805,0.8888888955116272,0.9433962106704712,,,,,,,
8,,,,242,,,,2.0469930171966553,0.0,,,,,
9,0.8075022101402283,0.821052610874176,0.6904761791229248,269,3.0366387367248535,0.8787878751754761,0.9245282411575317,,,,,,,
9,,,,269,,,,1.9958219528198242,0.0,,,,,
10,0.7717880010604858,0.7894737124443054,0.6190476417541504,296,2.396662712097168,0.8666666746139526,0.9245282411575317,,,,,,,
10,,,,296,,,,1.8333278894424438,0.0,,,,,
11,0.781221866607666,0.800000011920929,0.6190476417541504,323,2.120718002319336,0.8965517282485962,0.9433962106704712,,,,,,,
11,,,,323,,,,1.8579301834106445,0.0,,,,,
12,0.8050314784049988,0.821052610874176,0.6666666865348816,350,3.408085584640503,0.9032257795333862,0.9433962106704712,,,,,,,
12,,,,350,,,,1.7231237888336182,0.0,,,,,
13,0.7693171501159668,0.7894737124443054,0.5952380895614624,377,2.0777220726013184,0.8928571343421936,0.9433962106704712,,,,,,,
13,,,,377,,,,1.8368651866912842,0.0,,,,,
14,0.8050314784049988,0.821052610874176,0.6666666865348816,404,3.377931833267212,0.9032257795333862,0.9433962106704712,,,,,,,
14,,,,404,,,,1.7624003887176514,0.0,,,,,
15,0.8050314784049988,0.821052610874176,0.6666666865348816,431,2.140162706375122,0.9032257795333862,0.9433962106704712,,,,,,,
15,,,,431,,,,1.8249017000198364,0.0,,,,,
16,0.7787511944770813,0.800000011920929,0.5952380895614624,458,2.0383803844451904,0.9259259104728699,0.9622642397880554,,,,,,,
16,,,,458,,,,1.675009846687317,0.0,,,,,
17,0.8050314784049988,0.821052610874176,0.6666666865348816,485,2.6294453144073486,0.9032257795333862,0.9433962106704712,,,,,,,
17,,,,485,,,,1.6257842779159546,0.0,,,,,
18,0.7836927175521851,0.800000011920929,0.6428571343421936,512,2.200075387954712,0.8709677457809448,0.9245282411575317,,,,,,,
