val_specificity,val_precision,val_accuracy,val_auroc,epoch,val_loss,step,val_sensitivity,unlabeled_data_utilization,train_loss,test_sensitivity,test_specificity,test_precision,test_accuracy,test_auroc
1.0,1.0,0.5684210658073425,0.511904776096344,0,0.6216524839401245,34,0.02380952425301075,,,,,,,
,,,,0,,34,,0.007500356528908014,0.6349884867668152,,,,,
0.9056603908538818,0.5454545617103577,0.5684210658073425,0.5242587924003601,1,0.6350021362304688,69,0.1428571492433548,,,,,,,
,,,,1,,69,,0.004410714376717806,0.6223065257072449,,,,,
0.9245282411575317,0.5555555820465088,0.5684210658073425,0.5217879414558411,2,0.6131282448768616,104,0.1190476194024086,,,,,,,
,,,,2,,104,,0.01106336060911417,0.6316677331924438,,,,,
0.9622642397880554,0.75,0.6000000238418579,0.5525606870651245,3,0.6298640966415405,139,0.1428571492433548,,,,,,,
,,,,3,,139,,0.0046387240290641785,0.6307029128074646,,,,,
0.9433962106704712,0.4000000059604645,0.5473684072494507,0.4955076575279236,4,0.6194930672645569,174,0.0476190485060215,,,,,,,
,,,,4,,174,,0.006439365446567535,0.6118600964546204,,,,,
0.9056603908538818,0.375,0.5368421077728271,0.4885444641113281,5,0.6198518872261047,209,0.0714285746216774,,,,,,,
,,,,5,,209,,0.00888978410512209,0.6213805675506592,,,,,
0.9433962106704712,0.5714285969734192,0.5684210658073425,0.5193171501159668,6,0.671678364276886,244,0.095238097012043,,,,,,,
,,,,6,,244,,0.008514270186424255,0.6081672310829163,,,,,
0.8679245114326477,0.5625,0.5789473652839661,0.5411050915718079,7,0.6318411231040955,279,0.2142857164144516,,,,,,,
,,,,7,,279,,0.014253932051360607,0.6209894418716431,,,,,
0.9433962106704712,0.699999988079071,0.6000000238418579,0.555031418800354,8,0.7581931948661804,314,0.1666666716337204,,,,,,,
,,,,8,,314,,0.011872073635458946,0.6236208081245422,,,,,
0.9056603908538818,0.4444444477558136,0.5473684072494507,0.5004492402076721,9,0.6230497360229492,349,0.095238097012043,,,,,,,
,,,,9,,349,,0.013828822411596775,0.6296170353889465,,,,,
0.9056603908538818,0.5,0.557894766330719,0.5123540163040161,10,0.6361714601516724,384,0.1190476194024086,,,,,,,
,,,,10,,384,,0.011636700481176376,0.6131329536437988,,,,,
0.9245282411575317,0.3333333432674408,0.5368421077728271,0.48607367277145386,11,0.6652154326438904,419,0.0476190485060215,,,,,,,
,,,,11,,419,,0.009076467715203762,0.6210572123527527,,,,,
0.9245282411575317,0.5555555820465088,0.5684210658073425,0.5217879414558411,12,0.6091485619544983,454,0.1190476194024086,,,,,,,
,,,,12,,454,,0.010287486016750336,0.615896999835968,,,,,
0.9433962106704712,0.5,0.557894766330719,0.5074123740196228,13,0.665632426738739,489,0.0714285746216774,,,,,,,
,,,,13,,489,,0.011801675893366337,0.6206266283988953,,,,,
0.9433962106704712,0.4000000059604645,0.5473684072494507,0.4955076575279236,14,0.6134950518608093,524,0.0476190485060215,,,,,,,
,,,,14,,524,,0.010477839037775993,0.6180180907249451,,,,,
0.9433962106704712,0.5714285969734192,0.5684210658073425,0.5193171501159668,15,0.6387832164764404,559,0.095238097012043,,,,,,,
,,,,15,,559,,0.011437149718403816,0.6161930561065674,,,,,
0.9433962106704712,0.625,0.5789473652839661,0.5312219262123108,16,0.6284436583518982,594,0.1190476194024086,,,,,,,
,,,,16,,594,,0.011097399517893791,0.6135780215263367,,,,,
0.9433962106704712,0.75,0.621052622795105,0.578840970993042,17,0.6374009251594543,629,0.2142857164144516,,,,,,,
,,,,17,,629,,0.012954998761415482,0.6105153560638428,,,,,
