epoch,val_sensitivity,val_accuracy,val_auroc,val_precision,val_specificity,val_loss,step,train_loss,unlabeled_data_utilization,test_auroc,test_specificity,test_accuracy,test_precision,test_sensitivity
0,0.976190447807312,0.4736842215061188,0.5258311033248901,0.4555555582046509,0.07547169923782349,0.7184216380119324,26,,,,,,,
0,,,,,,,26,0.6375215649604797,0.006249399855732918,,,,,
1,0.0476190485060215,0.5368421077728271,0.48607367277145386,0.3333333432674408,0.9245282411575317,1.4338350296020508,53,,,,,,,
1,,,,,,,53,0.6346284747123718,0.020667897537350655,,,,,
2,0.1666666716337204,0.6105263233184814,0.5644654631614685,0.7777778506278992,0.9622642397880554,1.0901875495910645,80,,,,,,,
2,,,,,,,80,0.6278104186058044,0.008778657764196396,,,,,
3,0.3095238208770752,0.6315789222717285,0.598158061504364,0.6842105388641357,0.8867924809455872,2.4821255207061768,107,,,,,,,
3,,,,,,,107,0.6177685856819153,0.015087309293448925,,,,,
4,0.3095238208770752,0.6421052813529968,0.6075921058654785,0.7222221493721008,0.9056603908538818,1.495241403579712,134,,,,,,,
4,,,,,,,134,0.6066664457321167,0.01604987494647503,,,,,
5,0.5476190447807312,0.7157894968986511,0.6983378529548645,0.7419354915618896,0.849056601524353,1.2643401622772217,161,,,,,,,
5,,,,,,,161,0.5832342505455017,0.01977025344967842,,,,,
6,0.6190476417541504,0.7052631378173828,0.6963163018226624,0.6842105388641357,0.7735848426818848,0.7602649331092834,188,,,,,,,
6,,,,,,,188,0.5571296215057373,0.025564001873135567,,,,,
7,0.5,0.6736842393875122,0.6556603908538818,0.6774194240570068,0.8113208413124084,0.8706828355789185,215,,,,,,,
7,,,,,,,215,0.5457651019096375,0.03111645206809044,,,,,
8,0.5476190447807312,0.7157894968986511,0.6983378529548645,0.7419354915618896,0.849056601524353,1.1043699979782104,242,,,,,,,
8,,,,,,,242,0.553916335105896,0.043707940727472305,,,,,
9,0.5476190447807312,0.7263157963752747,0.7077717781066895,0.76666659116745,0.8679245114326477,0.8436886668205261,269,,,,,,,
9,,,,,,,269,0.5002405047416687,0.06120432913303375,,,,,
10,0.5714285969734192,0.75789475440979,0.7385445237159729,0.8275862336158752,0.9056603908538818,0.626721203327179,296,,,,,,,
10,,,,,,,296,0.5342193245887756,0.1081707775592804,,,,,
11,0.5714285969734192,0.75789475440979,0.7385445237159729,0.8275862336158752,0.9056603908538818,0.7465060353279114,323,,,,,,,
11,,,,,,,323,0.5308448672294617,0.12178080528974533,,,,,
12,0.6190476417541504,0.7684210538864136,0.7529200315475464,0.8125,0.8867924809455872,1.071283221244812,350,,,,,,,
12,,,,,,,350,0.5139648914337158,0.16944237053394318,,,,,
13,0.5952380895614624,0.7894737124443054,0.7693171501159668,0.8928571343421936,0.9433962106704712,0.9140781760215759,377,,,,,,,
13,,,,,,,377,0.5365963578224182,0.19074374437332153,,,,,
14,0.6190476417541504,0.7789473533630371,0.7623540163040161,0.8387095928192139,0.9056603908538818,0.7792016863822937,404,,,,,,,
14,,,,,,,404,0.5191882252693176,0.23584939539432526,,,,,
15,0.6190476417541504,0.7789473533630371,0.7623540163040161,0.8387095928192139,0.9056603908538818,0.7598631381988525,431,,,,,,,
15,,,,,,,431,0.5327901244163513,0.22625435888767242,,,,,
16,0.5714285969734192,0.7473683953285217,0.7291104793548584,0.800000011920929,0.8867924809455872,0.5058181285858154,458,,,,,,,
16,,,,,,,458,0.5120768547058105,0.21676985919475555,,,,,
17,0.6428571343421936,0.7789473533630371,0.7648246884346008,0.8181818127632141,0.8867924809455872,1.0678308010101318,485,,,,,,,
17,,,,,,,485,0.4972287118434906,0.23464658856391907,,,,,
18,0.5714285969734192,0.7263157963752747,0.7102425694465637,0.75,0.849056601524353,0.6942943930625916,512,,,,,,,
18,,,,,,,512,0.5095758438110352,0.2662835717201233,,,,,
19,0.6428571343421936,0.7684210538864136,0.7553907632827759,0.7941176295280457,0.8679245114326477,1.2797598838806152,539,,,,,,,
19,,,,,,,539,0.516454815864563,0.3013404905796051,,,,,
20,0.523809552192688,0.7157894968986511,0.6958670616149902,0.7586206793785095,0.8679245114326477,0.4968022108078003,566,,,,,,,
20,,,,,,,566,0.5151875019073486,0.2926208972930908,,,,,
21,0.523809552192688,0.7368420958518982,0.7147350311279297,0.8148148655891418,0.9056603908538818,0.6173400282859802,593,,,,,,,
21,,,,,,,593,0.5009318590164185,0.3080635368824005,,,,,
22,0.6428571343421936,0.7894737124443054,0.7742587327957153,0.84375,0.9056603908538818,0.7379058599472046,620,,,,,,,
22,,,,,,,620,0.48930823802948,0.3295227289199829,,,,,
23,0.5714285969734192,0.75789475440979,0.7385445237159729,0.8275862336158752,0.9056603908538818,0.6828429102897644,647,,,,,,,
23,,,,,,,647,0.4735288619995117,0.33050674200057983,,,,,
24,0.6190476417541504,0.7684210538864136,0.7529200315475464,0.8125,0.8867924809455872,0.42587000131607056,674,,,,,,,
24,,,,,,,674,0.50405353307724,0.3524078130722046,,,,,
25,0.6190476417541504,0.7894737124443054,0.7717880010604858,0.8666666746139526,0.9245282411575317,0.4857408106327057,701,,,,,,,
25,,,,,,,701,0.5176319479942322,0.3422607481479645,,,,,
26,0.6428571343421936,0.7789473533630371,0.7648246884346008,0.8181818127632141,0.8867924809455872,0.512251615524292,728,,,,,,,
26,,,,,,,728,0.5095129013061523,0.31495440006256104,,,,,
27,0.6666666865348816,0.8105263113975525,0.795597493648529,0.875,0.9245282411575317,1.2715853452682495,755,,,,,,,
27,,,,,,,755,0.4618244469165802,0.34804609417915344,,,,,
28,0.6666666865348816,0.8105263113975525,0.795597493648529,0.875,0.9245282411575317,0.7386208176612854,782,,,,,,,
28,,,,,,,782,0.47859805822372437,0.37159213423728943,,,,,
29,0.6666666865348816,0.800000011920929,0.7861635684967041,0.8484848737716675,0.9056603908538818,1.7809875011444092,809,,,,,,,
29,,,,,,,809,0.4830693304538727,0.37453606724739075,,,,,
30,0.6428571343421936,0.7789473533630371,0.7648246884346008,0.8181818127632141,0.8867924809455872,0.6410480737686157,836,,,,,,,
30,,,,,,,836,0.4902239441871643,0.38905489444732666,,,,,
31,0.6190476417541504,0.7789473533630371,0.7623540163040161,0.8387095928192139,0.9056603908538818,0.8818459510803223,863,,,,,,,
31,,,,,,,863,0.48783037066459656,0.38915684819221497,,,,,
32,0.6428571343421936,0.7894737124443054,0.7742587327957153,0.84375,0.9056603908538818,0.5896046757698059,890,,,,,,,
32,,,,,,,890,0.47384870052337646,0.392362117767334,,,,,
33,0.6190476417541504,0.75789475440979,0.7434860467910767,0.7878788113594055,0.8679245114326477,0.7753047943115234,917,,,,,,,
33,,,,,,,917,0.5096068978309631,0.4027847647666931,,,,,
34,0.6904761791229248,0.8105263113975525,0.7980683445930481,0.8529411554336548,0.9056603908538818,2.0851666927337646,944,,,,,,,
34,,,,,,,944,0.4804578721523285,0.41074636578559875,,,,,
35,0.5714285969734192,0.75789475440979,0.7385445237159729,0.8275862336158752,0.9056603908538818,0.5636365413665771,971,,,,,,,
35,,,,,,,971,0.4825117886066437,0.40341195464134216,,,,,
36,0.6428571343421936,0.8105263113975525,0.79312664270401,0.8999999761581421,0.9433962106704712,0.8514609336853027,998,,,,,,,
36,,,,,,,998,0.49173691868782043,0.4188682734966278,,,,,
37,0.6190476417541504,0.800000011920929,0.781221866607666,0.8965517282485962,0.9433962106704712,0.7917468547821045,1025,,,,,,,
37,,,,,,,1025,0.4573749899864197,0.41419580578804016,,,,,
38,0.5714285969734192,0.7894737124443054,0.7668463587760925,0.9230769276618958,0.9622642397880554,0.5362462997436523,1052,,,,,,,
38,,,,,,,1052,0.4724251329898834,0.41997185349464417,,,,,
39,0.5952380895614624,0.75789475440979,0.7410151958465576,0.806451678276062,0.8867924809455872,0.49113214015960693,1079,,,,,,,
39,,,,,,,1079,0.47802531719207764,0.4084424376487732,,,,,
40,0.6190476417541504,0.7789473533630371,0.7623540163040161,0.8387095928192139,0.9056603908538818,0.5227974653244019,1106,,,,,,,
40,,,,,,,1106,0.44192737340927124,0.40917113423347473,,,,,
41,0.6428571343421936,0.7789473533630371,0.7648246884346008,0.8181818127632141,0.8867924809455872,0.8309035301208496,1133,,,,,,,
41,,,,,,,1133,0.4629859924316406,0.422500342130661,,,,,
42,0.5952380895614624,0.7894737124443054,0.7693171501159668,0.8928571343421936,0.9433962106704712,0.5485270619392395,1160,,,,,,,
42,,,,,,,1160,0.45845258235931396,0.43366703391075134,,,,,
43,0.6666666865348816,0.800000011920929,0.7861635684967041,0.8484848737716675,0.9056603908538818,0.5191805362701416,1187,,,,,,,
43,,,,,,,1187,0.4381369650363922,0.4402211308479309,,,,,
44,0.6190476417541504,0.7789473533630371,0.7623540163040161,0.8387095928192139,0.9056603908538818,0.6325886845588684,1214,,,,,,,
44,,,,,,,1214,0.44509416818618774,0.4585409462451935,,,,,
45,0.5952380895614624,0.7894737124443054,0.7693171501159668,0.8928571343421936,0.9433962106704712,0.47214481234550476,1241,,,,,,,
45,,,,,,,1241,0.4570263922214508,0.4715062081813812,,,,,
46,0.6666666865348816,0.7894737124443054,0.7767295241355896,0.8235294818878174,0.8867924809455872,0.9267332553863525,1268,,,,,,,
46,,,,,,,1268,0.4464198350906372,0.47435757517814636,,,,,
47,0.6190476417541504,0.800000011920929,0.781221866607666,0.8965517282485962,0.9433962106704712,0.8505270481109619,1295,,,,,,,
47,,,,,,,1295,0.47023409605026245,0.46859073638916016,,,,,
48,0.6428571343421936,0.7789473533630371,0.7648246884346008,0.8181818127632141,0.8867924809455872,0.6306350231170654,1322,,,,,,,
48,,,,,,,1322,0.4182213246822357,0.45540329813957214,,,,,
49,0.5714285969734192,0.7368420958518982,0.7196765542030334,0.774193525314331,0.8679245114326477,0.6480737328529358,1349,,,,,,,
49,,,,,,,1349,0.4412473142147064,0.4879692494869232,,,,,
50,0.6190476417541504,0.7894737124443054,0.7717880010604858,0.8666666746139526,0.9245282411575317,0.4775789678096771,1376,,,,,,,
50,,,,,,,1376,0.4931809604167938,0.5017844438552856,,,,,
51,0.5952380895614624,0.7789473533630371,0.7598832249641418,0.8620689511299133,0.9245282411575317,0.45669713616371155,1403,,,,,,,
51,,,,,,,1403,0.43295979499816895,0.49276861548423767,,,,,
52,0.6666666865348816,0.7894737124443054,0.7767295241355896,0.8235294818878174,0.8867924809455872,0.8588568568229675,1430,,,,,,,
52,,,,,,,1430,0.4535270631313324,0.4706417918205261,,,,,
53,0.7142857313156128,0.8315789699554443,0.8194069862365723,0.8823529481887817,0.9245282411575317,0.7252464890480042,1457,,,,,,,
53,,,,,,,1457,0.4626697897911072,0.49266543984413147,,,,,
54,0.6666666865348816,0.8105263113975525,0.795597493648529,0.875,0.9245282411575317,0.6231289505958557,1484,,,,,,,
54,,,,,,,1484,0.43476542830467224,0.502545952796936,,,,,
55,0.6190476417541504,0.75789475440979,0.7434860467910767,0.7878788113594055,0.8679245114326477,1.3763564825057983,1511,,,,,,,
55,,,,,,,1511,0.4484592378139496,0.5147061944007874,,,,,
56,0.6190476417541504,0.7473683953285217,0.7340521812438965,0.7647058367729187,0.849056601524353,0.5490793585777283,1538,,,,,,,
56,,,,,,,1538,0.4315700829029083,0.5081377029418945,,,,,
57,0.6428571343421936,0.8105263113975525,0.79312664270401,0.8999999761581421,0.9433962106704712,0.5118895173072815,1565,,,,,,,
57,,,,,,,1565,0.46187275648117065,0.5138139724731445,,,,,
58,0.5952380895614624,0.800000011920929,0.7787511944770813,0.9259259104728699,0.9622642397880554,0.468186616897583,1592,,,,,,,
58,,,,,,,1592,0.4467361569404602,0.5107659697532654,,,,,
59,0.6428571343421936,0.800000011920929,0.7836927175521851,0.8709677457809448,0.9245282411575317,0.517480194568634,1619,,,,,,,
59,,,,,,,1619,0.43227311968803406,0.5104211568832397,,,,,
60,0.5952380895614624,0.75789475440979,0.7410151958465576,0.806451678276062,0.8867924809455872,0.600834846496582,1646,,,,,,,
60,,,,,,,1646,0.4315800666809082,0.5145653486251831,,,,,
61,0.6666666865348816,0.7894737124443054,0.7767295241355896,0.8235294818878174,0.8867924809455872,1.0162403583526611,1673,,,,,,,
61,,,,,,,1673,0.4315745532512665,0.5097965002059937,,,,,
62,0.6190476417541504,0.7894737124443054,0.7717880010604858,0.8666666746139526,0.9245282411575317,0.4129545986652374,1700,,,,,,,
62,,,,,,,1700,0.4145427644252777,0.5263770818710327,,,,,
63,0.6190476417541504,0.7684210538864136,0.7529200315475464,0.8125,0.8867924809455872,0.6276626586914062,1727,,,,,,,
63,,,,,,,1727,0.429115355014801,0.5401655435562134,,,,,
64,0.7142857313156128,0.8105263113975525,0.8005390167236328,0.8333333134651184,0.8867924809455872,0.6774612665176392,1754,,,,,,,
64,,,,,,,1754,0.4108620584011078,0.5296285152435303,,,,,
65,0.6428571343421936,0.7789473533630371,0.7648246884346008,0.8181818127632141,0.8867924809455872,0.6614120602607727,1781,,,,,,,
65,,,,,,,1781,0.41498926281929016,0.5546013712882996,,,,,
