step,val_loss,epoch,val_specificity,val_accuracy,val_precision,val_auroc,val_sensitivity,unlabeled_data_utilization,train_loss,test_sensitivity,test_auroc,test_accuracy,test_precision,test_specificity
138,0.3752111494541168,0,0.8299999833106995,0.7777777910232544,0.0555555559694767,0.47749999165534973,0.125,,,,,,,
138,,0,,,,,,0.0022756410762667656,0.3526139259338379,,,,,
277,0.38712671399116516,1,0.8600000739097595,0.8055555820465088,0.06666667014360428,0.49250003695487976,0.125,,,,,,,
277,,1,,,,,,0.0034722222480922937,0.34063220024108887,,,,,
416,0.328251451253891,2,0.8700000047683716,0.8055555820465088,0.0,0.4350000023841858,0.0,,,,,,,
416,,2,,,,,,0.0022756410762667656,0.32530778646469116,,,,,
555,0.35256221890449524,3,0.9100000858306885,0.8425925970077515,0.0,0.45499998331069946,0.0,,,,,,,
555,,3,,,,,,0.004210992716252804,0.3164251446723938,,,,,
694,0.3137449622154236,4,0.8799999952316284,0.8148148059844971,0.0,0.4399999976158142,0.0,,,,,,,
694,,4,,,,,,0.004257063381373882,0.30854442715644836,,,,,
833,0.3219324052333832,5,0.9599999785423279,0.8888888955116272,0.0,0.47999998927116394,0.0,,,,,,,
833,,5,,,,,,0.010562064126133919,0.30754920840263367,,,,,
972,0.34515246748924255,6,0.9700000286102295,0.8981481194496155,0.0,0.48500001430511475,0.0,,,,,,,
972,,6,,,,,,0.009755946695804596,0.29803434014320374,,,,,
1111,0.3541555106639862,7,0.9700000286102295,0.8981481194496155,0.0,0.48500001430511475,0.0,,,,,,,
1111,,7,,,,,,0.013262195512652397,0.2932259142398834,,,,,
1250,0.28345590829849243,8,1.0,0.9259259104728699,0.0,0.5,0.0,,,,,,,
1250,,8,,,,,,0.01842169277369976,0.2881932854652405,,,,,
1389,0.3837238550186157,9,0.9700000286102295,0.8981481194496155,0.0,0.48500001430511475,0.0,,,,,,,
1389,,9,,,,,,0.013011478818953037,0.2761254608631134,,,,,
1528,0.2972319424152374,10,0.9800000190734863,0.9074074029922485,0.0,0.49000000953674316,0.0,,,,,,,
1528,,10,,,,,,0.017639685422182083,0.2759914994239807,,,,,
1667,0.2899690270423889,11,1.0,0.9259259104728699,0.0,0.5,0.0,,,,,,,
1667,,11,,,,,,0.021602746099233627,0.2765639126300812,,,,,
1806,0.30011141300201416,12,1.0,0.9259259104728699,0.0,0.5,0.0,,,,,,,
1806,,12,,,,,,0.024130485951900482,0.27189573645591736,,,,,
1945,0.2950349450111389,13,1.0,0.9259259104728699,0.0,0.5,0.0,,,,,,,
1945,,13,,,,,,0.028127890080213547,0.27064454555511475,,,,,
2084,0.29805436730384827,14,1.0,0.9259259104728699,0.0,0.5,0.0,,,,,,,
2084,,14,,,,,,0.031306713819503784,0.2674250304698944,,,,,
2223,0.3132134675979614,15,1.0,0.9259259104728699,0.0,0.5,0.0,,,,,,,
2223,,15,,,,,,0.028736289590597153,0.26350533962249756,,,,,
2362,0.33788394927978516,16,1.0,0.9259259104728699,0.0,0.5,0.0,,,,,,,
2362,,16,,,,,,0.031722865998744965,0.2638902962207794,,,,,
2501,0.28231462836265564,17,1.0,0.9259259104728699,0.0,0.5,0.0,,,,,,,
2501,,17,,,,,,0.0379464291036129,0.25997108221054077,,,,,
2640,0.28502437472343445,18,1.0,0.9259259104728699,0.0,0.5,0.0,,,,,,,
2640,,18,,,,,,0.03450404107570648,0.2619619369506836,,,,,
2779,0.27090638875961304,19,1.0,0.9259259104728699,0.0,0.5,0.0,,,,,,,
2779,,19,,,,,,0.029946736991405487,0.2525099515914917,,,,,
2780,,20,,,,,,,,0.0,0.48995983600616455,0.9070631861686707,0.0,0.9799196720123291
2780,,20,,,,,,,,0.0,0.4979919493198395,0.921933114528656,0.0,0.995983898639679
2780,,20,,,,,,,,0.0,0.4979919493198395,0.921933114528656,0.0,0.995983898639679
