epoch,val_sensitivity,val_accuracy,val_specificity,val_precision,step,val_auroc,val_loss,unlabeled_data_utilization,train_loss,test_sensitivity,test_specificity,test_precision,test_accuracy,test_auroc
0,0.5476190447807312,0.7052631378173828,0.8301886916160583,0.71875,26,0.6889038681983948,0.6009957194328308,,,,,,,
0,,,,,26,,,0.013687968254089355,0.6113739609718323,,,,,
1,0.6904761791229248,0.7473683953285217,0.792452871799469,0.7250000238418579,53,0.7414644956588745,0.4921805262565613,,,,,,,
1,,,,,53,,,0.03470844402909279,0.5555610060691833,,,,,
2,0.6428571343421936,0.7473683953285217,0.8301886916160583,0.75,80,0.7365228533744812,0.4696931838989258,,,,,,,
2,,,,,80,,,0.13325393199920654,0.5256491899490356,,,,,
3,0.6428571343421936,0.75789475440979,0.849056601524353,0.7714285850524902,107,0.7459568381309509,0.44163423776626587,,,,,,,
3,,,,,107,,,0.20889802277088165,0.5291973352432251,,,,,
4,0.6428571343421936,0.7894737124443054,0.9056603908538818,0.84375,134,0.7742587327957153,0.48155486583709717,,,,,,,
4,,,,,134,,,0.29621368646621704,0.5344521403312683,,,,,
5,0.5952380895614624,0.7684210538864136,0.9056603908538818,0.8333333134651184,161,0.7504492402076721,0.44461166858673096,,,,,,,
5,,,,,161,,,0.30097874999046326,0.5428769588470459,,,,,
6,0.6904761791229248,0.821052610874176,0.9245282411575317,0.8787878751754761,188,0.8075022101402283,0.47663062810897827,,,,,,,
6,,,,,188,,,0.33439362049102783,0.5305801630020142,,,,,
7,0.761904776096344,0.800000011920929,0.8301886916160583,0.7804877758026123,215,0.796046793460846,0.41958025097846985,,,,,,,
7,,,,,215,,,0.3696320354938507,0.5258321762084961,,,,,
8,0.7142857313156128,0.800000011920929,0.8679245114326477,0.8108107447624207,242,0.7911050915718079,0.4585658311843872,,,,,,,
8,,,,,242,,,0.34503015875816345,0.49738866090774536,,,,,
9,0.7142857313156128,0.821052610874176,0.9056603908538818,0.8571428656578064,269,0.8099730610847473,0.3902265727519989,,,,,,,
9,,,,,269,,,0.3714161515235901,0.49541035294532776,,,,,
10,0.6666666865348816,0.8105263113975525,0.9245282411575317,0.875,296,0.795597493648529,0.48181450366973877,,,,,,,
10,,,,,296,,,0.41103821992874146,0.47897371649742126,,,,,
11,0.738095223903656,0.8421052694320679,0.9245282411575317,0.8857142925262451,323,0.831311821937561,0.35845908522605896,,,,,,,
11,,,,,323,,,0.44492101669311523,0.4864000380039215,,,,,
12,0.7142857313156128,0.8315789699554443,0.9245282411575317,0.8823529481887817,350,0.8194069862365723,0.42661380767822266,,,,,,,
12,,,,,350,,,0.45059964060783386,0.49563831090927124,,,,,
13,0.6666666865348816,0.7894737124443054,0.8867924809455872,0.8235294818878174,377,0.7767295241355896,0.38630858063697815,,,,,,,
13,,,,,377,,,0.46609383821487427,0.4811602532863617,,,,,
14,0.6666666865348816,0.8105263113975525,0.9245282411575317,0.875,404,0.795597493648529,0.4631759524345398,,,,,,,
14,,,,,404,,,0.45973145961761475,0.45536988973617554,,,,,
15,0.738095223903656,0.821052610874176,0.8867924809455872,0.8378377556800842,431,0.8124438524246216,0.3916068375110626,,,,,,,
15,,,,,431,,,0.4893917143344879,0.47965314984321594,,,,,
16,0.738095223903656,0.8315789699554443,0.9056603908538818,0.8611111044883728,458,0.8218778371810913,0.4256233870983124,,,,,,,
16,,,,,458,,,0.4487064778804779,0.4601140320301056,,,,,
17,0.761904776096344,0.8315789699554443,0.8867924809455872,0.8421052694320679,485,0.824348509311676,0.4309629201889038,,,,,,,
17,,,,,485,,,0.47852808237075806,0.42993640899658203,,,,,
18,0.761904776096344,0.8526315689086914,0.9245282411575317,0.8888888955116272,512,0.8432164788246155,0.442977637052536,,,,,,,
18,,,,,512,,,0.49786028265953064,0.4328179657459259,,,,,
19,0.738095223903656,0.8105263113975525,0.8679245114326477,0.8157894611358643,539,0.8030098080635071,0.3779844045639038,,,,,,,
19,,,,,539,,,0.5034366250038147,0.45804429054260254,,,,,
20,0.761904776096344,0.8315789699554443,0.8867924809455872,0.8421052694320679,566,0.824348509311676,0.39411911368370056,,,,,,,
20,,,,,566,,,0.4969911575317383,0.4243624806404114,,,,,
21,0.738095223903656,0.821052610874176,0.8867924809455872,0.8378377556800842,593,0.8124438524246216,0.4065764248371124,,,,,,,
21,,,,,593,,,0.5311582684516907,0.4482756555080414,,,,,
22,0.738095223903656,0.8105263113975525,0.8679245114326477,0.8157894611358643,620,0.8030098080635071,0.4202800691127777,,,,,,,
22,,,,,620,,,0.5098181366920471,0.4387803077697754,,,,,
23,0.738095223903656,0.8105263113975525,0.8679245114326477,0.8157894611358643,647,0.8030098080635071,0.4059210419654846,,,,,,,
23,,,,,647,,,0.5091123580932617,0.460488498210907,,,,,
24,0.761904776096344,0.8631578683853149,0.9433962106704712,0.9142856597900391,674,0.8526504635810852,0.4401766061782837,,,,,,,
24,,,,,674,,,0.51556795835495,0.42877623438835144,,,,,
25,0.738095223903656,0.821052610874176,0.8867924809455872,0.8378377556800842,701,0.8124438524246216,0.3890720307826996,,,,,,,
25,,,,,701,,,0.5150191783905029,0.42520031332969666,,,,,
26,0.761904776096344,0.8526315689086914,0.9245282411575317,0.8888888955116272,728,0.8432164788246155,0.3845151662826538,,,,,,,
26,,,,,728,,,0.5003258585929871,0.4456979036331177,,,,,
27,0.738095223903656,0.8526315689086914,0.9433962106704712,0.9117646813392639,755,0.8407456874847412,0.42546841502189636,,,,,,,
27,,,,,755,,,0.5387251973152161,0.4325007200241089,,,,,
28,0.738095223903656,0.8315789699554443,0.9056603908538818,0.8611111044883728,782,0.8218778371810913,0.3774247467517853,,,,,,,
28,,,,,782,,,0.5083763003349304,0.4025825262069702,,,,,
29,0.761904776096344,0.8421052694320679,0.9056603908538818,0.8648648858070374,809,0.8337825536727905,0.3996173143386841,,,,,,,
29,,,,,809,,,0.5251581072807312,0.4094529449939728,,,,,
30,0.6904761791229248,0.821052610874176,0.9245282411575317,0.8787878751754761,836,0.8075022101402283,0.44108161330223083,,,,,,,
30,,,,,836,,,0.5327679514884949,0.3985414505004883,,,,,
31,0.7142857313156128,0.821052610874176,0.9056603908538818,0.8571428656578064,863,0.8099730610847473,0.41304296255111694,,,,,,,
31,,,,,863,,,0.5474383234977722,0.41625532507896423,,,,,
32,0.761904776096344,0.8315789699554443,0.8867924809455872,0.8421052694320679,890,0.824348509311676,0.4418613314628601,,,,,,,
32,,,,,890,,,0.5207926034927368,0.4119347035884857,,,,,
33,0.6904761791229248,0.8105263113975525,0.9056603908538818,0.8529411554336548,917,0.7980683445930481,0.44994881749153137,,,,,,,
33,,,,,917,,,0.5369293093681335,0.40454739332199097,,,,,
34,0.738095223903656,0.8315789699554443,0.9056603908538818,0.8611111044883728,944,0.8218778371810913,0.41552695631980896,,,,,,,
34,,,,,944,,,0.5693579912185669,0.40521439909935,,,,,
35,0.7142857313156128,0.8421052694320679,0.9433962106704712,0.9090909361839294,971,0.828840970993042,0.4564878046512604,,,,,,,
35,,,,,971,,,0.5514245629310608,0.4059658348560333,,,,,
36,0.7142857313156128,0.821052610874176,0.9056603908538818,0.8571428656578064,998,0.8099730610847473,0.43622076511383057,,,,,,,
36,,,,,998,,,0.5409146547317505,0.3994300961494446,,,,,
37,0.738095223903656,0.8315789699554443,0.9056603908538818,0.8611111044883728,1025,0.8218778371810913,0.4402066767215729,,,,,,,
37,,,,,1025,,,0.5655760169029236,0.38385114073753357,,,,,
38,0.7142857313156128,0.8315789699554443,0.9245282411575317,0.8823529481887817,1052,0.8194069862365723,0.3975585997104645,,,,,,,
38,,,,,1052,,,0.5625549554824829,0.387245774269104,,,,,
39,0.7142857313156128,0.8105263113975525,0.8867924809455872,0.8333333134651184,1079,0.8005390167236328,0.42455583810806274,,,,,,,
39,,,,,1079,,,0.562008261680603,0.38612744212150574,,,,,
40,0.7142857313156128,0.821052610874176,0.9056603908538818,0.8571428656578064,1106,0.8099730610847473,0.40636828541755676,,,,,,,
40,,,,,1106,,,0.5762382745742798,0.3982544541358948,,,,,
41,0.761904776096344,0.8315789699554443,0.8867924809455872,0.8421052694320679,1133,0.824348509311676,0.4293627142906189,,,,,,,
41,,,,,1133,,,0.5733352303504944,0.38431718945503235,,,,,
