epoch,val_auroc,val_accuracy,val_loss,val_sensitivity,val_specificity,step,val_precision,train_loss,unlabeled_data_utilization,test_auroc,test_specificity,test_sensitivity,test_accuracy,test_precision
0,0.5662623047828674,0.5684210658073425,0.5521675944328308,0.5476190447807312,0.5849056839942932,33,0.5111111402511597,,,,,,,
0,,,,,,33,,0.5916040539741516,0.019059883430600166,,,,,
1,0.6987870335578918,0.7052631378173828,0.5231078267097473,0.6428571343421936,0.7547169923782349,67,0.675000011920929,,,,,,,
1,,,,,,67,,0.5399836897850037,0.21087418496608734,,,,,
2,0.7434860467910767,0.75789475440979,0.5045133829116821,0.6190476417541504,0.8679245114326477,101,0.7878788113594055,,,,,,,
2,,,,,,101,,0.5448963046073914,0.3988695442676544,,,,,
3,0.712713360786438,0.7263157963752747,0.522144079208374,0.5952380895614624,0.8301886916160583,135,0.7352941632270813,,,,,,,
3,,,,,,135,,0.5112342834472656,0.5271561145782471,,,,,
4,0.7553907632827759,0.7684210538864136,0.5043171048164368,0.6428571343421936,0.8679245114326477,169,0.7941176295280457,,,,,,,
4,,,,,,169,,0.5296224355697632,0.5408228039741516,,,,,
5,0.7434860467910767,0.75789475440979,0.4839073717594147,0.6190476417541504,0.8679245114326477,203,0.7878788113594055,,,,,,,
5,,,,,,203,,0.5130537748336792,0.5632867813110352,,,,,
6,0.795597493648529,0.8105263113975525,0.4617381989955902,0.6666666865348816,0.9245282411575317,237,0.875,,,,,,,
6,,,,,,237,,0.487684965133667,0.5984294414520264,,,,,
7,0.7529200315475464,0.7684210538864136,0.410482794046402,0.6190476417541504,0.8867924809455872,271,0.8125,,,,,,,
7,,,,,,271,,0.48892298340797424,0.6179831027984619,,,,,
8,0.7553907632827759,0.7684210538864136,0.47209304571151733,0.6428571343421936,0.8679245114326477,305,0.7941176295280457,,,,,,,
8,,,,,,305,,0.47974175214767456,0.6347113251686096,,,,,
9,0.795597493648529,0.8105263113975525,0.5272204279899597,0.6666666865348816,0.9245282411575317,339,0.875,,,,,,,
9,,,,,,339,,0.49320709705352783,0.6115245819091797,,,,,
10,0.7816711664199829,0.7894737124443054,0.4380715489387512,0.7142857313156128,0.849056601524353,373,0.7894737124443054,,,,,,,
10,,,,,,373,,0.4806135594844818,0.63127201795578,,,,,
11,0.7767295241355896,0.7894737124443054,0.45393311977386475,0.6666666865348816,0.8867924809455872,407,0.8235294818878174,,,,,,,
11,,,,,,407,,0.4820539951324463,0.6439651250839233,,,,,
12,0.8075022101402283,0.821052610874176,0.44906890392303467,0.6904761791229248,0.9245282411575317,441,0.8787878751754761,,,,,,,
12,,,,,,441,,0.4579128324985504,0.6652899980545044,,,,,
13,0.7836927175521851,0.800000011920929,0.526566207408905,0.6428571343421936,0.9245282411575317,475,0.8709677457809448,,,,,,,
13,,,,,,475,,0.4519783556461334,0.6585888266563416,,,,,
14,0.7742587327957153,0.7894737124443054,0.4619804918766022,0.6428571343421936,0.9056603908538818,509,0.84375,,,,,,,
14,,,,,,509,,0.4333804249763489,0.6777331829071045,,,,,
15,0.7722371816635132,0.7789473533630371,0.459651917219162,0.7142857313156128,0.8301886916160583,543,0.7692307829856873,,,,,,,
15,,,,,,543,,0.4391532838344574,0.6734243035316467,,,,,
16,0.7861635684967041,0.800000011920929,0.5165987610816956,0.6666666865348816,0.9056603908538818,577,0.8484848737716675,,,,,,,
16,,,,,,577,,0.4576764702796936,0.6689028143882751,,,,,
17,0.7672956585884094,0.7789473533630371,0.5202746391296387,0.6666666865348816,0.8679245114326477,611,0.800000011920929,,,,,,,
17,,,,,,611,,0.43364235758781433,0.6723417639732361,,,,,
18,0.79312664270401,0.8105263113975525,0.4887121617794037,0.6428571343421936,0.9433962106704712,645,0.8999999761581421,,,,,,,
18,,,,,,645,,0.44992920756340027,0.6890196800231934,,,,,
19,0.795597493648529,0.8105263113975525,0.4374784231185913,0.6666666865348816,0.9245282411575317,679,0.875,,,,,,,
19,,,,,,679,,0.41722890734672546,0.7060410976409912,,,,,
20,0.816936194896698,0.8315789699554443,0.47553399205207825,0.6904761791229248,0.9433962106704712,713,0.90625,,,,,,,
20,,,,,,713,,0.4272664785385132,0.7023511528968811,,,,,
21,0.816936194896698,0.8315789699554443,0.42835065722465515,0.6904761791229248,0.9433962106704712,747,0.90625,,,,,,,
21,,,,,,747,,0.41463956236839294,0.7088811993598938,,,,,
22,0.7767295241355896,0.7894737124443054,0.5131181478500366,0.6666666865348816,0.8867924809455872,781,0.8235294818878174,,,,,,,
22,,,,,,781,,0.41030555963516235,0.7096648216247559,,,,,
23,0.8075022101402283,0.821052610874176,0.4246547818183899,0.6904761791229248,0.9245282411575317,815,0.8787878751754761,,,,,,,
23,,,,,,815,,0.42107445001602173,0.7033758759498596,,,,,
24,0.7861635684967041,0.800000011920929,0.5288695693016052,0.6666666865348816,0.9056603908538818,849,0.8484848737716675,,,,,,,
24,,,,,,849,,0.39966434240341187,0.7279442548751831,,,,,
25,0.8194069862365723,0.8315789699554443,0.6290632486343384,0.7142857313156128,0.9245282411575317,883,0.8823529481887817,,,,,,,
25,,,,,,883,,0.3971211314201355,0.7264794707298279,,,,,
