val_precision,val_loss,epoch,val_sensitivity,val_auroc,step,val_accuracy,val_specificity,unlabeled_data_utilization,train_loss,test_precision,test_specificity,test_auroc,test_accuracy,test_sensitivity
0.0,0.6192002892494202,0,0.0,0.5,26,0.557894766330719,1.0,,,,,,,
,,0,,,26,,,0.0,0.638563871383667,,,,,
0.0,1.8181852102279663,1,0.0,0.49056604504585266,53,0.5473684072494507,0.9811320900917053,,,,,,,
,,1,,,53,,,0.0,0.6307379007339478,,,,,
1.0,1.151366949081421,2,0.0476190485060215,0.523809552192688,80,0.5789473652839661,1.0,,,,,,,
,,2,,,80,,,0.0,0.6196969747543335,,,,,
0.0,1.1347771883010864,3,0.0,0.5,107,0.557894766330719,1.0,,,,,,,
,,3,,,107,,,0.0,0.6218087077140808,,,,,
1.0,0.8469278216362,4,0.02380952425301075,0.511904776096344,134,0.5684210658073425,1.0,,,,,,,
,,4,,,134,,,0.0,0.612637460231781,,,,,
0.8333333134651184,0.8239414691925049,5,0.1190476194024086,0.5500898361206055,161,0.6000000238418579,0.9811320900917053,,,,,,,
,,5,,,161,,,0.0,0.5932624340057373,,,,,
0.9285714626312256,1.3696688413619995,6,0.3095238208770752,0.6453279256820679,188,0.6842105388641357,0.9811320900917053,,,,,,,
,,6,,,188,,,0.0,0.5735925436019897,,,,,
0.9444444179534912,1.0782419443130493,7,0.4047619104385376,0.6929470896720886,215,0.7263157963752747,0.9811320900917053,,,,,,,
,,7,,,215,,,0.0,0.5473089814186096,,,,,
0.8947368264198303,0.6591799855232239,8,0.4047619104385376,0.6835130453109741,242,0.7157894968986511,0.9622642397880554,,,,,,,
,,8,,,242,,,0.0,0.5496465563774109,,,,,
1.0,1.5032010078430176,9,0.4523809850215912,0.726190447807312,269,0.75789475440979,1.0,,,,,,,
,,9,,,269,,,0.0,0.5303462743759155,,,,,
0.9523809552192688,1.1196966171264648,10,0.4761904776096344,0.7286612391471863,296,0.75789475440979,0.9811320900917053,,,,,,,
,,10,,,296,,,0.0,0.5216982364654541,,,,,
0.9545454382896423,0.8807646632194519,11,0.5,0.740566074848175,323,0.7684210538864136,0.9811320900917053,,,,,,,
,,11,,,323,,,0.0,0.5044757723808289,,,,,
0.9523809552192688,0.8034027218818665,12,0.4761904776096344,0.7286612391471863,350,0.75789475440979,0.9811320900917053,,,,,,,
,,12,,,350,,,0.0,0.5059740543365479,,,,,
0.9545454382896423,0.8406712412834167,13,0.5,0.740566074848175,377,0.7684210538864136,0.9811320900917053,,,,,,,
,,13,,,377,,,0.0,0.48231247067451477,,,,,
0.9130435585975647,0.916500985622406,14,0.5,0.7311322093009949,404,0.75789475440979,0.9622642397880554,,,,,,,
,,14,,,404,,,0.0,0.48135390877723694,,,,,
0.9166666865348816,1.1148320436477661,15,0.523809552192688,0.7430369257926941,431,0.7684210538864136,0.9622642397880554,,,,,,,
,,15,,,431,,,0.0,0.4727593958377838,,,,,
0.9230769276618958,1.8680779933929443,16,0.5714285969734192,0.7668463587760925,458,0.7894737124443054,0.9622642397880554,,,,,,,
,,16,,,458,,,0.0,0.47995054721832275,,,,,
0.8799999952316284,2.453336000442505,17,0.523809552192688,0.7336028814315796,485,0.75789475440979,0.9433962106704712,,,,,,,
,,17,,,485,,,0.0,0.46952518820762634,,,,,
0.8846153616905212,0.9938468337059021,18,0.5476190447807312,0.7455076575279236,512,0.7684210538864136,0.9433962106704712,,,,,,,
,,18,,,512,,,0.0,0.46348845958709717,,,,,
0.8571428656578064,0.6396083235740662,19,0.5714285969734192,0.7479784488677979,539,0.7684210538864136,0.9245282411575317,,,,,,,
,,19,,,539,,,0.0,0.4325917065143585,,,,,
0.875,0.7698596119880676,20,0.6666666865348816,0.795597493648529,566,0.8105263113975525,0.9245282411575317,,,,,,,
,,20,,,566,,,0.0,0.46057215332984924,,,,,
0.9259259104728699,0.679935872554779,21,0.5952380895614624,0.7787511944770813,593,0.800000011920929,0.9622642397880554,,,,,,,
,,21,,,593,,,0.0,0.4576343894004822,,,,,
0.9230769276618958,0.5476839542388916,22,0.5714285969734192,0.7668463587760925,620,0.7894737124443054,0.9622642397880554,,,,,,,
,,22,,,620,,,0.0,0.4417693614959717,,,,,
0.9285714626312256,1.0056381225585938,23,0.6190476417541504,0.7906559109687805,647,0.8105263113975525,0.9622642397880554,,,,,,,
,,23,,,647,,,0.0,0.44344261288642883,,,,,
0.9230769276618958,0.909978985786438,24,0.5714285969734192,0.7668463587760925,674,0.7894737124443054,0.9622642397880554,,,,,,,
,,24,,,674,,,0.0,0.42427074909210205,,,,,
0.8999999761581421,1.1692689657211304,25,0.6428571343421936,0.79312664270401,701,0.8105263113975525,0.9433962106704712,,,,,,,
,,25,,,701,,,0.0,0.4371241331100464,,,,,
0.9285714626312256,0.8008067607879639,26,0.6190476417541504,0.7906559109687805,728,0.8105263113975525,0.9622642397880554,,,,,,,
,,26,,,728,,,0.0,0.4228494465351105,,,,,
0.9333332777023315,0.632231593132019,27,0.6666666865348816,0.8144654631614685,755,0.8315789699554443,0.9622642397880554,,,,,,,
,,27,,,755,,,0.0,0.42756059765815735,,,,,
0.8999999761581421,1.545693278312683,28,0.6428571343421936,0.79312664270401,782,0.8105263113975525,0.9433962106704712,,,,,,,
,,28,,,782,,,0.0,0.42805325984954834,,,,,
0.9259259104728699,0.9605564475059509,29,0.5952380895614624,0.7787511944770813,809,0.800000011920929,0.9622642397880554,,,,,,,
,,29,,,809,,,0.0,0.4116747975349426,,,,,
0.9285714626312256,1.5332894325256348,30,0.6190476417541504,0.7906559109687805,836,0.8105263113975525,0.9622642397880554,,,,,,,
,,30,,,836,,,0.0,0.44681116938591003,,,,,
0.90625,0.48218193650245667,31,0.6904761791229248,0.816936194896698,863,0.8315789699554443,0.9433962106704712,,,,,,,
,,31,,,863,,,0.0,0.42346492409706116,,,,,
0.8999999761581421,0.5108932852745056,32,0.6428571343421936,0.79312664270401,890,0.8105263113975525,0.9433962106704712,,,,,,,
,,32,,,890,,,0.0,0.4169761836528778,,,,,
0.9285714626312256,1.3139762878417969,33,0.6190476417541504,0.7906559109687805,917,0.8105263113975525,0.9622642397880554,,,,,,,
,,33,,,917,,,0.0,0.41222721338272095,,,,,
0.9375,0.731628954410553,34,0.7142857313156128,0.8382750153541565,944,0.8526315689086914,0.9622642397880554,,,,,,,
,,34,,,944,,,0.0,0.4071964621543884,,,,,
0.8857142925262451,0.785575807094574,35,0.738095223903656,0.831311821937561,971,0.8421052694320679,0.9245282411575317,,,,,,,
,,35,,,971,,,0.0,0.4263395369052887,,,,,
0.90625,0.7474904656410217,36,0.6904761791229248,0.816936194896698,998,0.8315789699554443,0.9433962106704712,,,,,,,
,,36,,,998,,,0.0,0.4139639735221863,,,,,
0.931034505367279,0.7580660581588745,37,0.6428571343421936,0.8025606870651245,1025,0.821052610874176,0.9622642397880554,,,,,,,
,,37,,,1025,,,0.0,0.3886890411376953,,,,,
0.931034505367279,0.78882896900177,38,0.6428571343421936,0.8025606870651245,1052,0.821052610874176,0.9622642397880554,,,,,,,
,,38,,,1052,,,0.0,0.3929838538169861,,,,,
0.8620689511299133,0.5887033343315125,39,0.5952380895614624,0.7598832249641418,1079,0.7789473533630371,0.9245282411575317,,,,,,,
,,39,,,1079,,,0.0,0.4091598689556122,,,,,
0.8571428656578064,0.5088940262794495,40,0.7142857313156128,0.8099730610847473,1106,0.821052610874176,0.9056603908538818,,,,,,,
,,40,,,1106,,,0.0,0.4040469229221344,,,,,
0.9090909361839294,1.1602168083190918,41,0.7142857313156128,0.828840970993042,1133,0.8421052694320679,0.9433962106704712,,,,,,,
,,41,,,1133,,,0.0,0.3962414264678955,,,,,
0.9411764740943909,0.7562339901924133,42,0.761904776096344,0.8620845079421997,1160,0.8736842274665833,0.9622642397880554,,,,,,,
,,42,,,1160,,,0.0,0.39033055305480957,,,,,
0.9411764740943909,0.4425514340400696,43,0.761904776096344,0.8620845079421997,1187,0.8736842274665833,0.9622642397880554,,,,,,,
,,43,,,1187,,,0.0,0.3978118896484375,,,,,
0.9375,0.6816065907478333,44,0.7142857313156128,0.8382750153541565,1214,0.8526315689086914,0.9622642397880554,,,,,,,
,,44,,,1214,,,0.0,0.399282842874527,,,,,
0.9285714626312256,0.9493263363838196,45,0.6190476417541504,0.7906559109687805,1241,0.8105263113975525,0.9622642397880554,,,,,,,
,,45,,,1241,,,0.0,0.3989119827747345,,,,,
0.9375,0.7690368890762329,46,0.7142857313156128,0.8382750153541565,1268,0.8526315689086914,0.9622642397880554,,,,,,,
,,46,,,1268,,,0.0,0.39095982909202576,,,,,
0.90625,0.4009639620780945,47,0.6904761791229248,0.816936194896698,1295,0.8315789699554443,0.9433962106704712,,,,,,,
,,47,,,1295,,,0.0,0.37616637349128723,,,,,
0.9285714626312256,0.5476828813552856,48,0.6190476417541504,0.7906559109687805,1322,0.8105263113975525,0.9622642397880554,,,,,,,
,,48,,,1322,,,0.0,0.3891538083553314,,,,,
0.875,0.9569957256317139,49,0.6666666865348816,0.795597493648529,1349,0.8105263113975525,0.9245282411575317,,,,,,,
,,49,,,1349,,,0.0,0.38909652829170227,,,,,
