step,val_sensitivity,val_specificity,val_auroc,val_precision,val_accuracy,val_loss,epoch,unlabeled_data_utilization,train_loss,test_specificity,test_auroc,test_accuracy,test_sensitivity,test_precision
26,0.380952388048172,0.792452871799469,0.5867025852203369,0.5925925970077515,0.6105263233184814,6.759387016296387,0,,,,,,,
26,,,,,,,0,0.012046059593558311,0.6383533477783203,,,,,
53,0.1190476194024086,0.9433962106704712,0.5312219262123108,0.625,0.5789473652839661,2.1731128692626953,1,,,,,,,
53,,,,,,,1,0.028379078954458237,0.6420692801475525,,,,,
80,0.2142857164144516,0.9811320900917053,0.5977088809013367,0.8999999761581421,0.6421052813529968,0.6200167536735535,2,,,,,,,
80,,,,,,,2,0.01717681810259819,0.6252922415733337,,,,,
107,0.4047619104385376,1.0,0.7023809552192688,1.0,0.7368420958518982,0.8049624562263489,3,,,,,,,
107,,,,,,,3,0.019299959763884544,0.6154472231864929,,,,,
134,0.5,0.8301886916160583,0.6650943160057068,0.699999988079071,0.6842105388641357,0.7668668031692505,4,,,,,,,
134,,,,,,,4,0.020339850336313248,0.6020234823226929,,,,,
161,0.5952380895614624,0.8301886916160583,0.712713360786438,0.7352941632270813,0.7263157963752747,0.765415608882904,5,,,,,,,
161,,,,,,,5,0.02623041160404682,0.5743045806884766,,,,,
188,0.7142857313156128,0.8113208413124084,0.7628032565116882,0.75,0.7684210538864136,1.27778959274292,6,,,,,,,
188,,,,,,,6,0.04862053692340851,0.5612417459487915,,,,,
215,0.6904761791229248,0.7547169923782349,0.7225965857505798,0.6904761791229248,0.7263157963752747,0.5414592027664185,7,,,,,,,
215,,,,,,,7,0.07143297046422958,0.5556879639625549,,,,,
242,0.8095238208770752,0.792452871799469,0.8009883165359497,0.7555555701255798,0.800000011920929,0.7986319065093994,8,,,,,,,
242,,,,,,,8,0.09993346035480499,0.583641767501831,,,,,
269,0.738095223903656,0.8113208413124084,0.7747079730033875,0.7560975551605225,0.7789473533630371,0.7057774066925049,9,,,,,,,
269,,,,,,,9,0.11180143058300018,0.5483397245407104,,,,,
296,0.738095223903656,0.7735848426818848,0.7558401226997375,0.7209302186965942,0.75789475440979,0.6632184982299805,10,,,,,,,
296,,,,,,,10,0.1555616408586502,0.5636433959007263,,,,,
323,0.6904761791229248,0.9056603908538818,0.7980683445930481,0.8529411554336548,0.8105263113975525,1.0690808296203613,11,,,,,,,
323,,,,,,,11,0.1664522886276245,0.5548680424690247,,,,,
350,0.6190476417541504,0.9245282411575317,0.7717880010604858,0.8666666746139526,0.7894737124443054,0.5011588335037231,12,,,,,,,
350,,,,,,,12,0.19044215977191925,0.5657498836517334,,,,,
377,0.6666666865348816,0.9056603908538818,0.7861635684967041,0.8484848737716675,0.800000011920929,0.6342214941978455,13,,,,,,,
377,,,,,,,13,0.22810545563697815,0.5680346488952637,,,,,
404,0.7142857313156128,0.8679245114326477,0.7911050915718079,0.8108107447624207,0.800000011920929,0.5950024127960205,14,,,,,,,
404,,,,,,,14,0.2710801064968109,0.5562406778335571,,,,,
431,0.738095223903656,0.8867924809455872,0.8124438524246216,0.8378377556800842,0.821052610874176,0.4553013741970062,15,,,,,,,
431,,,,,,,15,0.30345481634140015,0.5581144094467163,,,,,
458,0.738095223903656,0.8867924809455872,0.8124438524246216,0.8378377556800842,0.821052610874176,1.1241893768310547,16,,,,,,,
458,,,,,,,16,0.33303317427635193,0.5722541213035583,,,,,
485,0.738095223903656,0.8867924809455872,0.8124438524246216,0.8378377556800842,0.821052610874176,0.44441381096839905,17,,,,,,,
485,,,,,,,17,0.34066933393478394,0.5480373501777649,,,,,
