val_accuracy,val_auroc,val_precision,step,val_sensitivity,epoch,val_specificity,val_loss,train_loss,unlabeled_data_utilization
,,,917,,33,,,0.4164918065071106,0.0
0.8315789699554443,0.8144654631614685,0.9333332777023315,944,0.6666666865348816,34,0.9622642397880554,0.7301296591758728,,
,,,944,,34,,,0.42395102977752686,0.0
0.8315789699554443,0.8144654631614685,0.9333332777023315,971,0.6666666865348816,35,0.9622642397880554,0.5781412124633789,,
,,,971,,35,,,0.42421144247055054,0.0
0.8315789699554443,0.8119946122169495,0.9642857313156128,998,0.6428571343421936,36,0.9811320900917053,0.39449799060821533,,
,,,998,,36,,,0.4023149907588959,0.0
0.821052610874176,0.8000898957252502,0.9629629850387573,1025,0.6190476417541504,37,0.9811320900917053,0.507451057434082,,
,,,1025,,37,,,0.4096999168395996,0.0
0.8105263113975525,0.7881851196289062,0.9615384340286255,1052,0.5952380895614624,38,0.9811320900917053,0.51446533203125,,
,,,1052,,38,,,0.41916516423225403,0.0
0.8421052694320679,0.8238993883132935,0.9655172228813171,1079,0.6666666865348816,39,0.9811320900917053,1.0726758241653442,,
,,,1079,,39,,,0.3990861475467682,0.0
0.8421052694320679,0.8263701796531677,0.9354839324951172,1106,0.6904761791229248,40,0.9622642397880554,0.8108903765678406,,
,,,1106,,40,,,0.38786226511001587,0.0
0.8421052694320679,0.8263701796531677,0.9354839324951172,1133,0.6904761791229248,41,0.9622642397880554,0.4000419080257416,,
,,,1133,,41,,,0.4172498881816864,0.0
0.8526315689086914,0.8358041644096375,0.9666666388511658,1160,0.6904761791229248,42,0.9811320900917053,0.6241097450256348,,
,,,1160,,42,,,0.38616159558296204,0.0
0.8526315689086914,0.8358041644096375,0.9666666388511658,1187,0.6904761791229248,43,0.9811320900917053,0.6588129997253418,,
,,,1187,,43,,,0.4025299549102783,0.0
0.8421052694320679,0.8214285373687744,1.0,1214,0.6428571343421936,44,1.0,0.4247254729270935,,
,,,1214,,44,,,0.39662668108940125,0.0
0.8526315689086914,0.8333333730697632,1.0,1241,0.6666666865348816,45,1.0,0.4052586257457733,,
,,,1241,,45,,,0.3831700086593628,0.0
0.8526315689086914,0.8382750153541565,0.9375,1268,0.7142857313156128,46,0.9622642397880554,0.6981408596038818,,
,,,1268,,46,,,0.3881663382053375,0.0
0.8421052694320679,0.8238993883132935,0.9655172228813171,1295,0.6666666865348816,47,0.9811320900917053,0.36146652698516846,,
,,,1295,,47,,,0.4027364253997803,0.0
0.8421052694320679,0.8263701796531677,0.9354839324951172,1322,0.6904761791229248,48,0.9622642397880554,0.3523208498954773,,
,,,1322,,48,,,0.38070255517959595,0.0
0.8421052694320679,0.8263701796531677,0.9354839324951172,1349,0.6904761791229248,49,0.9622642397880554,0.3643394112586975,,
,,,1349,,49,,,0.36418336629867554,0.0
0.800000011920929,0.7762802839279175,0.9599999785423279,1376,0.5714285969734192,50,0.9811320900917053,0.602846622467041,,
,,,1376,,50,,,0.37028056383132935,0.0
0.8631578683853149,0.8526504635810852,0.9142856597900391,1403,0.761904776096344,51,0.9433962106704712,0.3838743567466736,,
,,,1403,,51,,,0.3952687084674835,0.0
0.8315789699554443,0.8144654631614685,0.9333332777023315,1430,0.6666666865348816,52,0.9622642397880554,0.40339159965515137,,
,,,1430,,52,,,0.37082433700561523,0.0
0.8315789699554443,0.8119946122169495,0.9642857313156128,1457,0.6428571343421936,53,0.9811320900917053,0.3660160303115845,,
,,,1457,,53,,,0.36319994926452637,0.0
0.8421052694320679,0.8214285373687744,1.0,1484,0.6428571343421936,54,1.0,0.38678017258644104,,
,,,1484,,54,,,0.3579729199409485,0.0
0.8526315689086914,0.8333333730697632,1.0,1511,0.6666666865348816,55,1.0,0.42372822761535645,,
,,,1511,,55,,,0.35738009214401245,0.0
0.8315789699554443,0.8144654631614685,0.9333332777023315,1538,0.6666666865348816,56,0.9622642397880554,0.49171289801597595,,
,,,1538,,56,,,0.361942857503891,0.0
0.8421052694320679,0.8238993883132935,0.9655172228813171,1565,0.6666666865348816,57,0.9811320900917053,0.35538774728775024,,
,,,1565,,57,,,0.36260753870010376,0.0
0.821052610874176,0.8025606870651245,0.931034505367279,1592,0.6428571343421936,58,0.9622642397880554,0.4221503734588623,,
,,,1592,,58,,,0.341403990983963,0.0
0.8315789699554443,0.8144654631614685,0.9333332777023315,1619,0.6666666865348816,59,0.9622642397880554,0.3529367446899414,,
,,,1619,,59,,,0.34337469935417175,0.0
0.8421052694320679,0.8263701796531677,0.9354839324951172,1646,0.6904761791229248,60,0.9622642397880554,0.3869607746601105,,
,,,1646,,60,,,0.3475602865219116,0.0
0.8631578683853149,0.8477089405059814,0.967741847038269,1673,0.7142857313156128,61,0.9811320900917053,0.357317179441452,,
,,,1673,,61,,,0.34955883026123047,0.0
0.8526315689086914,0.8358041644096375,0.9666666388511658,1700,0.6904761791229248,62,0.9811320900917053,0.3516532778739929,,
,,,1700,,62,,,0.34700027108192444,0.0
0.8631578683853149,0.8477089405059814,0.967741847038269,1727,0.7142857313156128,63,0.9811320900917053,0.3565075397491455,,
,,,1727,,63,,,0.33992478251457214,0.0
0.8631578683853149,0.8477089405059814,0.967741847038269,1754,0.7142857313156128,64,0.9811320900917053,0.29903948307037354,,
,,,1754,,64,,,0.3388690948486328,0.0
0.8421052694320679,0.828840970993042,0.9090909361839294,1781,0.7142857313156128,65,0.9433962106704712,0.36390256881713867,,
,,,1781,,65,,,0.33551570773124695,0.0
0.8421052694320679,0.8238993883132935,0.9655172228813171,1808,0.6666666865348816,66,0.9811320900917053,0.3426022231578827,,
,,,1808,,66,,,0.34039148688316345,0.0
0.8631578683853149,0.8477089405059814,0.967741847038269,1835,0.7142857313156128,67,0.9811320900917053,0.3302155137062073,,
,,,1835,,67,,,0.3486493229866028,0.0
0.8315789699554443,0.8144654631614685,0.9333332777023315,1862,0.6666666865348816,68,0.9622642397880554,0.3527872860431671,,
,,,1862,,68,,,0.3299621045589447,0.0
0.8631578683853149,0.8477089405059814,0.967741847038269,1889,0.7142857313156128,69,0.9811320900917053,0.3464950621128082,,
,,,1889,,69,,,0.32923951745033264,0.0
0.8526315689086914,0.8358041644096375,0.9666666388511658,1916,0.6904761791229248,70,0.9811320900917053,0.3362516164779663,,
,,,1916,,70,,,0.3283708691596985,0.0
0.8526315689086914,0.8358041644096375,0.9666666388511658,1943,0.6904761791229248,71,0.9811320900917053,0.33461424708366394,,
,,,1943,,71,,,0.3198784589767456,0.0
0.8631578683853149,0.8477089405059814,0.967741847038269,1970,0.7142857313156128,72,0.9811320900917053,0.32906821370124817,,
,,,1970,,72,,,0.31382468342781067,0.0
0.8526315689086914,0.8407456874847412,0.9117646813392639,1997,0.738095223903656,73,0.9433962106704712,0.35628196597099304,,
,,,1997,,73,,,0.32022419571876526,0.0
0.8631578683853149,0.8477089405059814,0.967741847038269,2024,0.7142857313156128,74,0.9811320900917053,0.341768354177475,,
,,,2024,,74,,,0.33106109499931335,0.0
0.8421052694320679,0.8263701796531677,0.9354839324951172,2051,0.6904761791229248,75,0.9622642397880554,0.3326207399368286,,
,,,2051,,75,,,0.3251284062862396,0.0
0.8526315689086914,0.8382750153541565,0.9375,2078,0.7142857313156128,76,0.9622642397880554,0.32014065980911255,,
,,,2078,,76,,,0.3238906264305115,0.0
0.8736842274665833,0.8571428656578064,1.0,2105,0.7142857313156128,77,1.0,0.3215121030807495,,
,,,2105,,77,,,0.3198254108428955,0.0
0.8631578683853149,0.8452380299568176,1.0,2132,0.6904761791229248,78,1.0,0.307037353515625,,
,,,2132,,78,,,0.3223770260810852,0.0
0.8526315689086914,0.8382750153541565,0.9375,2159,0.7142857313156128,79,0.9622642397880554,0.3326641321182251,,
,,,2159,,79,,,0.3072950839996338,0.0
0.8631578683853149,0.8477089405059814,0.967741847038269,2186,0.7142857313156128,80,0.9811320900917053,0.347299724817276,,
,,,2186,,80,,,0.3177824020385742,0.0
0.8421052694320679,0.828840970993042,0.9090909361839294,2213,0.7142857313156128,81,0.9433962106704712,0.2842470109462738,,
,,,2213,,81,,,0.31290531158447266,0.0
0.8631578683853149,0.8501797318458557,0.939393937587738,2240,0.738095223903656,82,0.9622642397880554,0.3334100544452667,,
,,,2240,,82,,,0.3095456063747406,0.0
0.8631578683853149,0.8501797318458557,0.939393937587738,2267,0.738095223903656,83,0.9622642397880554,0.33032727241516113,,
,,,2267,,83,,,0.3177163898944855,0.0
0.821052610874176,0.8050314784049988,0.9032257795333862,2294,0.6666666865348816,84,0.9433962106704712,0.3423609137535095,,
,,,2294,,84,,,0.3237886428833008,0.0
0.8421052694320679,0.828840970993042,0.9090909361839294,2321,0.7142857313156128,85,0.9433962106704712,0.30597442388534546,,
,,,2321,,85,,,0.31894421577453613,0.0
0.8526315689086914,0.8382750153541565,0.9375,2348,0.7142857313156128,86,0.9622642397880554,0.3108358085155487,,
,,,2348,,86,,,0.31477609276771545,0.0
0.8421052694320679,0.828840970993042,0.9090909361839294,2375,0.7142857313156128,87,0.9433962106704712,0.3423021137714386,,
,,,2375,,87,,,0.31312739849090576,0.0
0.8631578683853149,0.8501797318458557,0.939393937587738,2402,0.738095223903656,88,0.9622642397880554,0.31158602237701416,,
,,,2402,,88,,,0.32038894295692444,0.0
0.8631578683853149,0.8501797318458557,0.939393937587738,2429,0.738095223903656,89,0.9622642397880554,0.33219531178474426,,
,,,2429,,89,,,0.28268077969551086,0.0
0.8526315689086914,0.8407456874847412,0.9117646813392639,2456,0.738095223903656,90,0.9433962106704712,0.3044043779373169,,
,,,2456,,90,,,0.2898139953613281,0.0
0.8421052694320679,0.828840970993042,0.9090909361839294,2483,0.7142857313156128,91,0.9433962106704712,0.3299015164375305,,
,,,2483,,91,,,0.28220054507255554,0.0
0.8526315689086914,0.8407456874847412,0.9117646813392639,2510,0.738095223903656,92,0.9433962106704712,0.32377830147743225,,
,,,2510,,92,,,0.3095623552799225,0.0
0.8315789699554443,0.8194069862365723,0.8823529481887817,2537,0.7142857313156128,93,0.9245282411575317,0.32374435663223267,,
,,,2537,,93,,,0.30479133129119873,0.0
0.8315789699554443,0.8194069862365723,0.8823529481887817,2564,0.7142857313156128,94,0.9245282411575317,0.2944253981113434,,
,,,2564,,94,,,0.2919754087924957,0.0
0.8315789699554443,0.8194069862365723,0.8823529481887817,2591,0.7142857313156128,95,0.9245282411575317,0.3101237416267395,,
,,,2591,,95,,,0.2783263027667999,0.0
0.8105263113975525,0.795597493648529,0.875,2618,0.6666666865348816,96,0.9245282411575317,0.3220624029636383,,
,,,2618,,96,,,0.30652832984924316,0.0
0.821052610874176,0.8025606870651245,0.931034505367279,2645,0.6428571343421936,97,0.9622642397880554,0.303060919046402,,
,,,2645,,97,,,0.308455228805542,0.0
0.821052610874176,0.8050314784049988,0.9032257795333862,2672,0.6666666865348816,98,0.9433962106704712,0.30665916204452515,,
,,,2672,,98,,,0.28155893087387085,0.0
0.8315789699554443,0.816936194896698,0.90625,2699,0.6904761791229248,99,0.9433962106704712,0.321268767118454,,
,,,2699,,99,,,0.2794727087020874,0.0
0.8631578683853149,0.8575921058654785,0.8717948794364929,2726,0.8095238208770752,100,0.9056603908538818,0.3028312623500824,,
,,,2726,,100,,,0.27788010239601135,0.0
0.8421052694320679,0.8337825536727905,0.8648648858070374,2753,0.761904776096344,101,0.9056603908538818,0.3381001651287079,,
,,,2753,,101,,,0.2856053411960602,0.0
0.8421052694320679,0.831311821937561,0.8857142925262451,2780,0.738095223903656,102,0.9245282411575317,0.3319166898727417,,
,,,2780,,102,,,0.2856174409389496,0.0
0.8526315689086914,0.8407456874847412,0.9117646813392639,2807,0.738095223903656,103,0.9433962106704712,0.3344767689704895,,
,,,2807,,103,,,0.30773231387138367,0.0
0.8526315689086914,0.8407456874847412,0.9117646813392639,2834,0.738095223903656,104,0.9433962106704712,0.31692689657211304,,
,,,2834,,104,,,0.27059486508369446,0.0
0.8631578683853149,0.8526504635810852,0.9142856597900391,2861,0.761904776096344,105,0.9433962106704712,0.32491087913513184,,
,,,2861,,105,,,0.2683156728744507,0.0
0.8526315689086914,0.8407456874847412,0.9117646813392639,2888,0.738095223903656,106,0.9433962106704712,0.34569859504699707,,
,,,2888,,106,,,0.282103568315506,0.0
0.8421052694320679,0.828840970993042,0.9090909361839294,2915,0.7142857313156128,107,0.9433962106704712,0.32450276613235474,,
,,,2915,,107,,,0.27433913946151733,0.0
0.8421052694320679,0.828840970993042,0.9090909361839294,2942,0.7142857313156128,108,0.9433962106704712,0.33623746037483215,,
,,,2942,,108,,,0.2718431055545807,0.0
0.821052610874176,0.8075022101402283,0.8787878751754761,2969,0.6904761791229248,109,0.9245282411575317,0.3121303915977478,,
,,,2969,,109,,,0.28826025128364563,0.0
0.8421052694320679,0.828840970993042,0.9090909361839294,2996,0.7142857313156128,110,0.9433962106704712,0.3432919979095459,,
,,,2996,,110,,,0.26360586285591125,0.0
0.8421052694320679,0.828840970993042,0.9090909361839294,3023,0.7142857313156128,111,0.9433962106704712,0.35495927929878235,,
,,,3023,,111,,,0.28680941462516785,0.0
0.8105263113975525,0.795597493648529,0.875,3050,0.6666666865348816,112,0.9245282411575317,0.3641921877861023,,
,,,3050,,112,,,0.28022387623786926,0.0
0.8526315689086914,0.8407456874847412,0.9117646813392639,3077,0.738095223903656,113,0.9433962106704712,0.3606187403202057,,
,,,3077,,113,,,0.29679766297340393,0.0
