epoch,val_precision,val_specificity,step,val_loss,val_sensitivity,val_auroc,val_accuracy,train_loss,unlabeled_data_utilization,test_precision,test_auroc,test_accuracy,test_specificity,test_sensitivity
0,0.4421052634716034,0.0,26,0.3098243474960327,1.0,0.5,0.4421052634716034,,,,,,,
0,,,26,,,,,0.3323267996311188,0.0,,,,,
1,0.5,0.9245282411575317,53,1.8094855546951294,0.095238097012043,0.5098831653594971,0.557894766330719,,,,,,,
1,,,53,,,,,0.319418728351593,0.0,,,,,
2,0.75,0.9622642397880554,80,2.2764954566955566,0.1428571492433548,0.5525606870651245,0.6000000238418579,,,,,,,
2,,,80,,,,,0.3171435594558716,0.0,,,,,
3,0.75,0.9245282411575317,107,0.968269407749176,0.2857142984867096,0.6051212549209595,0.6421052813529968,,,,,,,
3,,,107,,,,,0.30718573927879333,0.0,,,,,
4,0.6000000238418579,0.8867924809455872,134,1.0596857070922852,0.2142857164144516,0.5505390763282776,0.5894736647605896,,,,,,,
4,,,134,,,,,0.300836443901062,0.0,,,,,
5,0.8235294818878174,0.9433962106704712,161,0.4999156892299652,0.3333333432674408,0.6383647918701172,0.6736842393875122,,,,,,,
5,,,161,,,,,0.30484169721603394,0.0,,,,,
6,0.7083333134651184,0.8679245114326477,188,0.7401233911514282,0.4047619104385376,0.636343240737915,0.6631578803062439,,,,,,,
6,,,188,,,,,0.29347604513168335,0.0,,,,,
7,0.73333340883255,0.849056601524353,215,0.5387963056564331,0.523809552192688,0.6864330768585205,0.7052631378173828,,,,,,,
7,,,215,,,,,0.2802570164203644,0.0,,,,,
8,0.6785714626312256,0.8301886916160583,242,0.7493751645088196,0.4523809850215912,0.6412848234176636,0.6631578803062439,,,,,,,
8,,,242,,,,,0.28717347979545593,0.0,,,,,
9,0.6774194240570068,0.8113208413124084,269,0.7463087439537048,0.5,0.6556603908538818,0.6736842393875122,,,,,,,
9,,,269,,,,,0.27552229166030884,0.0,,,,,
10,0.7142857313156128,0.849056601524353,296,0.617612898349762,0.4761904776096344,0.6626235246658325,0.6842105388641357,,,,,,,
10,,,296,,,,,0.26911309361457825,0.0,,,,,
11,0.7407407164573669,0.8679245114326477,323,0.5962309241294861,0.4761904776096344,0.6720574498176575,0.6947368383407593,,,,,,,
11,,,323,,,,,0.27877333760261536,0.0,,,,,
12,0.8518518805503845,0.9245282411575317,350,1.0821491479873657,0.5476190447807312,0.7360737323760986,0.75789475440979,,,,,,,
12,,,350,,,,,0.25872841477394104,0.0,,,,,
13,0.8846153616905212,0.9433962106704712,377,0.36585578322410583,0.5476190447807312,0.7455076575279236,0.7684210538864136,,,,,,,
13,,,377,,,,,0.2726428806781769,0.0,,,,,
14,0.95652174949646,0.9811320900917053,404,0.5131505727767944,0.523809552192688,0.7524707913398743,0.7789473533630371,,,,,,,
14,,,404,,,,,0.2679521441459656,0.0,,,,,
15,0.8148148655891418,0.9056603908538818,431,0.6296802759170532,0.523809552192688,0.7147350311279297,0.7368420958518982,,,,,,,
15,,,431,,,,,0.2599864602088928,0.0,,,,,
16,0.8799999952316284,0.9433962106704712,458,0.6100037097930908,0.523809552192688,0.7336028814315796,0.75789475440979,,,,,,,
16,,,458,,,,,0.26202958822250366,0.0,,,,,
17,0.800000011920929,0.9056603908538818,485,1.0934950113296509,0.4761904776096344,0.6909254193305969,0.7157894968986511,,,,,,,
17,,,485,,,,,0.2529549300670624,0.0,,,,,
18,0.8888888955116272,0.9433962106704712,512,2.962888717651367,0.5714285969734192,0.7574123740196228,0.7789473533630371,,,,,,,
18,,,512,,,,,0.2620885968208313,0.0,,,,,
19,0.8695652484893799,0.9433962106704712,539,0.6026848554611206,0.4761904776096344,0.7097933292388916,0.7368420958518982,,,,,,,
19,,,539,,,,,0.2532947361469269,0.0,,,,,
20,0.875,0.9433962106704712,566,1.100612998008728,0.5,0.7216981053352356,0.7473683953285217,,,,,,,
