step,val_auroc,val_precision,epoch,val_specificity,val_loss,val_accuracy,val_sensitivity,train_loss,unlabeled_data_utilization,test_specificity,test_sensitivity,test_precision,test_accuracy,test_auroc
34,0.49752914905548096,0.44086021184921265,0,0.01886792480945587,0.6138392090797424,0.4421052634716034,0.976190447807312,,,,,,,
34,,,0,,,,,0.6342582702636719,0.0051126438193023205,,,,,
69,0.5168463587760925,0.6000000238418579,1,0.9622642397880554,0.6758512258529663,0.5684210658073425,0.0714285746216774,,,,,,,
69,,,1,,,,,0.6320697069168091,0.016418440267443657,,,,,
104,0.49056604504585266,0.0,2,0.9811320900917053,0.6162267923355103,0.5473684072494507,0.0,,,,,,,
104,,,2,,,,,0.6113037467002869,0.007350195664912462,,,,,
139,0.5,0.0,3,1.0,0.6518862843513489,0.557894766330719,0.0,,,,,,,
139,,,3,,,,,0.6213332414627075,0.020264998078346252,,,,,
174,0.4811321198940277,0.0,4,0.9622642397880554,0.6552698612213135,0.5368421077728271,0.0,,,,,,,
174,,,4,,,,,0.6177077293395996,0.010445927269756794,,,,,
209,0.49056604504585266,0.0,5,0.9811320900917053,0.6397157907485962,0.5473684072494507,0.0,,,,,,,
209,,,5,,,,,0.6189724206924438,0.015470466576516628,,,,,
244,0.511904776096344,1.0,6,1.0,0.7564518451690674,0.5684210658073425,0.02380952425301075,,,,,,,
244,,,6,,,,,0.6172271966934204,0.014513305388391018,,,,,
279,0.5763701796531677,0.800000011920929,7,0.9622642397880554,0.6074312925338745,0.621052622795105,0.190476194024086,,,,,,,
279,,,7,,,,,0.609954297542572,0.011792914941906929,,,,,
314,0.6051212549209595,0.75,8,0.9245282411575317,0.664749801158905,0.6421052813529968,0.2857142984867096,,,,,,,
314,,,8,,,,,0.6032625436782837,0.0164036825299263,,,,,
349,0.6219676733016968,0.7142857313156128,9,0.8867924809455872,0.6166676878929138,0.6526315808296204,0.3571428656578064,,,,,,,
349,,,9,,,,,0.5995292067527771,0.022249732166528702,,,,,
384,0.6814914345741272,0.7692307829856873,10,0.8867924809455872,0.6251428127288818,0.7052631378173828,0.4761904776096344,,,,,,,
384,,,10,,,,,0.579073965549469,0.020273568108677864,,,,,
419,0.7053009867668152,0.7857142686843872,11,0.8867924809455872,0.6066226363182068,0.7263157963752747,0.523809552192688,,,,,,,
419,,,11,,,,,0.5753113031387329,0.029557203873991966,,,,,
454,0.7553907632827759,0.7941176295280457,12,0.8679245114326477,0.5607374906539917,0.7684210538864136,0.6428571343421936,,,,,,,
454,,,12,,,,,0.55629962682724,0.019366998225450516,,,,,
489,0.7553907632827759,0.7941176295280457,13,0.8679245114326477,0.5844667553901672,0.7684210538864136,0.6428571343421936,,,,,,,
489,,,13,,,,,0.544284462928772,0.03474477306008339,,,,,
524,0.8030098080635071,0.8157894611358643,14,0.8679245114326477,0.7205195426940918,0.8105263113975525,0.738095223903656,,,,,,,
524,,,14,,,,,0.5255096554756165,0.04268974810838699,,,,,
559,0.8054806590080261,0.800000011920929,15,0.849056601524353,0.5711331963539124,0.8105263113975525,0.761904776096344,,,,,,,
559,,,15,,,,,0.5208134055137634,0.06375011801719666,,,,,
594,0.8198562860488892,0.7906976938247681,16,0.8301886916160583,0.49129366874694824,0.821052610874176,0.8095238208770752,,,,,,,
594,,,16,,,,,0.4980899393558502,0.0758514255285263,,,,,
629,0.8149146437644958,0.8205127716064453,17,0.8679245114326477,0.6084532141685486,0.821052610874176,0.761904776096344,,,,,,,
629,,,17,,,,,0.4601762294769287,0.1136617437005043,,,,,
664,0.7796496152877808,0.73333340883255,18,0.7735848426818848,0.6334370970726013,0.7789473533630371,0.7857142686843872,,,,,,,
664,,,18,,,,,0.4480995535850525,0.16067317128181458,,,,,
699,0.83625328540802,0.8461537957191467,19,0.8867924809455872,0.49771079421043396,0.8421052694320679,0.7857142686843872,,,,,,,
699,,,19,,,,,0.44946011900901794,0.2112334966659546,,,,,
734,0.8124438524246216,0.8378377556800842,20,0.8867924809455872,0.4358541667461395,0.821052610874176,0.738095223903656,,,,,,,
734,,,20,,,,,0.4493422508239746,0.23377391695976257,,,,,
769,0.8149146437644958,0.8205127716064453,21,0.8679245114326477,0.4504081606864929,0.821052610874176,0.761904776096344,,,,,,,
769,,,21,,,,,0.4397433400154114,0.2719806432723999,,,,,
