val_loss,val_sensitivity,epoch,step,val_auroc,val_precision,val_specificity,val_accuracy,train_loss,unlabeled_data_utilization,test_specificity,test_sensitivity,test_auroc,test_precision,test_accuracy
0.619624137878418,0.0,0,26,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,0,26,,,,,0.6341216564178467,0.0,,,,,
1.2653555870056152,0.0,1,53,0.4811321198940277,0.0,0.9622642397880554,0.5368421077728271,,,,,,,
,,1,53,,,,,0.6265074014663696,0.0,,,,,
0.6636190414428711,0.02380952425301075,2,80,0.4930368661880493,0.3333333432674408,0.9622642397880554,0.5473684072494507,,,,,,,
,,2,80,,,,,0.6217356324195862,0.0,,,,,
0.7657407522201538,0.0,3,107,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,3,107,,,,,0.6227932572364807,0.0,,,,,
0.7700555324554443,0.0,4,134,0.49056604504585266,0.0,0.9811320900917053,0.5473684072494507,,,,,,,
,,4,134,,,,,0.6245341897010803,0.0,,,,,
0.625667154788971,0.0,5,161,0.4811321198940277,0.0,0.9622642397880554,0.5368421077728271,,,,,,,
,,5,161,,,,,0.6185283064842224,0.0,,,,,
0.7111027836799622,0.0,6,188,0.4811321198940277,0.0,0.9622642397880554,0.5368421077728271,,,,,,,
,,6,188,,,,,0.6193671822547913,0.0,,,,,
0.9740709662437439,0.0,7,215,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,7,215,,,,,0.6123523116111755,0.0,,,,,
0.7792574167251587,0.0,8,242,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,8,242,,,,,0.6224944591522217,0.0,,,,,
0.6348248720169067,0.0,9,269,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,9,269,,,,,0.623762845993042,0.0,,,,,
0.7050507664680481,0.0,10,296,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,10,296,,,,,0.6217473745346069,0.0,,,,,
0.6763764023780823,0.0,11,323,0.49056604504585266,0.0,0.9811320900917053,0.5473684072494507,,,,,,,
,,11,323,,,,,0.6201285123825073,0.0,,,,,
0.8910953998565674,0.0,12,350,0.4811321198940277,0.0,0.9622642397880554,0.5368421077728271,,,,,,,
,,12,350,,,,,0.6197965145111084,0.0,,,,,
0.6787520051002502,0.0,13,377,0.49056604504585266,0.0,0.9811320900917053,0.5473684072494507,,,,,,,
,,13,377,,,,,0.6184834837913513,0.0,,,,,
0.6528822779655457,0.0,14,404,0.49056604504585266,0.0,0.9811320900917053,0.5473684072494507,,,,,,,
,,14,404,,,,,0.6182408332824707,0.0,,,,,
0.7310912013053894,0.0,15,431,0.4811321198940277,0.0,0.9622642397880554,0.5368421077728271,,,,,,,
,,15,431,,,,,0.6153386831283569,0.0,,,,,
0.9642850160598755,0.0,16,458,0.49056604504585266,0.0,0.9811320900917053,0.5473684072494507,,,,,,,
,,16,458,,,,,0.6152961254119873,0.0,,,,,
0.8229544162750244,0.0,17,485,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,17,485,,,,,0.6132031679153442,0.0,,,,,
0.6502039432525635,0.0,18,512,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,18,512,,,,,0.6209167242050171,0.0,,,,,
0.7415692210197449,0.0,19,539,0.4811321198940277,0.0,0.9622642397880554,0.5368421077728271,,,,,,,
,,19,539,,,,,0.6124241948127747,0.0,,,,,
0.7364575266838074,0.0,20,566,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,20,566,,,,,0.606134831905365,0.0,,,,,
0.6645893454551697,0.0,21,593,0.4811321198940277,0.0,0.9622642397880554,0.5368421077728271,,,,,,,
,,21,593,,,,,0.6021571159362793,0.0,,,,,
0.5993816256523132,0.02380952425301075,22,620,0.4930368661880493,0.3333333432674408,0.9622642397880554,0.5473684072494507,,,,,,,
,,22,620,,,,,0.6058093905448914,0.0,,,,,
0.6020253300666809,0.095238097012043,23,647,0.5098831653594971,0.5,0.9245282411575317,0.557894766330719,,,,,,,
,,23,647,,,,,0.5955758690834045,0.0,,,,,
1.306992769241333,0.1428571492433548,24,674,0.5336927175521851,0.6000000238418579,0.9245282411575317,0.5789473652839661,,,,,,,
,,24,674,,,,,0.5934723019599915,0.0,,,,,
0.9612718820571899,0.1666666716337204,25,701,0.5644654631614685,0.7777778506278992,0.9622642397880554,0.6105263233184814,,,,,,,
,,25,701,,,,,0.5844785571098328,0.0,,,,,
1.6813057661056519,0.3095238208770752,26,728,0.598158061504364,0.6842105388641357,0.8867924809455872,0.6315789222717285,,,,,,,
,,26,728,,,,,0.5807034969329834,0.0,,,,,
0.8174245953559875,0.2142857164144516,27,755,0.578840970993042,0.75,0.9433962106704712,0.621052622795105,,,,,,,
,,27,755,,,,,0.5848243832588196,0.0,,,,,
0.7950607538223267,0.380952388048172,28,782,0.6527403593063354,0.800000011920929,0.9245282411575317,0.6842105388641357,,,,,,,
,,28,782,,,,,0.5630470514297485,0.0,,,,,
0.6938492059707642,0.3095238208770752,29,809,0.6170260310173035,0.7647058367729187,0.9245282411575317,0.6526315808296204,,,,,,,
,,29,809,,,,,0.5478367805480957,0.0,,,,,
0.5728673338890076,0.3095238208770752,30,836,0.6075921058654785,0.7222221493721008,0.9056603908538818,0.6421052813529968,,,,,,,
,,30,836,,,,,0.5358594655990601,0.0,,,,,
0.5886127948760986,0.4047619104385376,31,863,0.636343240737915,0.7083333134651184,0.8679245114326477,0.6631578803062439,,,,,,,
,,31,863,,,,,0.5313100814819336,0.0,,,,,
0.8425624370574951,0.2857142984867096,32,890,0.6239892244338989,0.8571428656578064,0.9622642397880554,0.6631578803062439,,,,,,,
,,32,890,,,,,0.5218119621276855,0.0,,,,,
1.2145798206329346,0.523809552192688,33,917,0.6486971974372864,0.6470588445663452,0.7735848426818848,0.6631578803062439,,,,,,,
,,33,917,,,,,0.5297398567199707,0.0,,,,,
0.6846296787261963,0.3095238208770752,34,944,0.598158061504364,0.6842105388641357,0.8867924809455872,0.6315789222717285,,,,,,,
,,34,944,,,,,0.5036724805831909,0.0,,,,,
0.8110499382019043,0.4047619104385376,35,971,0.64577716588974,0.739130437374115,0.8867924809455872,0.6736842393875122,,,,,,,
,,35,971,,,,,0.49295470118522644,0.0,,,,,
0.9081405401229858,0.4761904776096344,36,998,0.6626235246658325,0.7142857313156128,0.849056601524353,0.6842105388641357,,,,,,,
,,36,998,,,,,0.4867018163204193,0.0,,,,,
0.8791543841362,0.4523809850215912,37,1025,0.6601526737213135,0.7307692170143127,0.8679245114326477,0.6842105388641357,,,,,,,
,,37,1025,,,,,0.489907443523407,0.0,,,,,
0.560272216796875,0.4523809850215912,38,1052,0.6884546279907227,0.8260868787765503,0.9245282411575317,0.7157894968986511,,,,,,,
,,38,1052,,,,,0.49548229575157166,0.0,,,,,
0.685391902923584,0.4047619104385376,39,1079,0.6552111506462097,0.7727272510528564,0.9056603908538818,0.6842105388641357,,,,,,,
,,39,1079,,,,,0.4579978585243225,0.0,,,,,
0.789456307888031,0.4523809850215912,40,1106,0.6884546279907227,0.8260868787765503,0.9245282411575317,0.7157894968986511,,,,,,,
,,40,1106,,,,,0.46442967653274536,0.0,,,,,
0.5795037150382996,0.4761904776096344,41,1133,0.6909254193305969,0.800000011920929,0.9056603908538818,0.7157894968986511,,,,,,,
,,41,1133,,,,,0.44229042530059814,0.0,,,,,
0.8423854112625122,0.523809552192688,42,1160,0.6958670616149902,0.7586206793785095,0.8679245114326477,0.7157894968986511,,,,,,,
,,42,1160,,,,,0.4371369481086731,0.0,,,,,
0.9860787391662598,0.5952380895614624,43,1187,0.7315813302993774,0.78125,0.8679245114326477,0.7473683953285217,,,,,,,
,,43,1187,,,,,0.452370822429657,0.0,,,,,
0.6197307705879211,0.4761904776096344,44,1214,0.6720574498176575,0.7407407164573669,0.8679245114326477,0.6947368383407593,,,,,,,
,,44,1214,,,,,0.4531356990337372,0.0,,,,,
0.9846082329750061,0.6190476417541504,45,1241,0.7623540163040161,0.8387095928192139,0.9056603908538818,0.7789473533630371,,,,,,,
,,45,1241,,,,,0.446559876203537,0.0,,,,,
0.6461946964263916,0.5952380895614624,46,1268,0.6938453912734985,0.6944444179534912,0.792452871799469,0.7052631378173828,,,,,,,
,,46,1268,,,,,0.4178747236728668,0.0,,,,,
0.75388103723526,0.4761904776096344,47,1295,0.7003592848777771,0.8333333134651184,0.9245282411575317,0.7263157963752747,,,,,,,
,,47,1295,,,,,0.41402262449264526,0.0,,,,,
1.4452608823776245,0.5714285969734192,48,1322,0.7196765542030334,0.774193525314331,0.8679245114326477,0.7368420958518982,,,,,,,
,,48,1322,,,,,0.4205344021320343,0.0,,,,,
