val_precision,val_loss,epoch,val_sensitivity,val_auroc,step,val_accuracy,val_specificity,unlabeled_data_utilization,train_loss,test_precision,test_specificity,test_auroc,test_accuracy,test_sensitivity
1.0,0.6305418610572815,0,0.02380952425301075,0.511904776096344,33,0.5684210658073425,1.0,,,,,,,
,,0,,,33,,,0.018837932497262955,0.6414798498153687,,,,,
0.0,0.7503243088722229,1,0.0,0.5,67,0.557894766330719,1.0,,,,,,,
,,1,,,67,,,0.009829194284975529,0.6330273151397705,,,,,
0.0,0.6260812282562256,2,0.0,0.5,101,0.557894766330719,1.0,,,,,,,
,,2,,,101,,,0.016325902193784714,0.6369906663894653,,,,,
0.0,0.6617489457130432,3,0.0,0.5,135,0.557894766330719,1.0,,,,,,,
,,3,,,135,,,0.018837932497262955,0.636509358882904,,,,,
0.0,0.6987451910972595,4,0.0,0.49056604504585266,169,0.5473684072494507,0.9811320900917053,,,,,,,
,,4,,,169,,,0.015625,0.610468327999115,,,,,
0.8461537957191467,0.6712836027145386,5,0.261904776096344,0.6120844483375549,203,0.6526315808296204,0.9622642397880554,,,,,,,
,,5,,,203,,,0.023785090073943138,0.6092786192893982,,,,,
0.8260868787765503,0.6125977039337158,6,0.4523809850215912,0.6884546279907227,237,0.7157894968986511,0.9245282411575317,,,,,,,
,,6,,,237,,,0.020513467490673065,0.5883663892745972,,,,,
0.800000011920929,0.6109361052513123,7,0.5714285969734192,0.7291104793548584,271,0.7473683953285217,0.8867924809455872,,,,,,,
,,7,,,271,,,0.018652303144335747,0.5382173657417297,,,,,
0.8571428656578064,0.5879224538803101,8,0.5714285969734192,0.7479784488677979,305,0.7684210538864136,0.9245282411575317,,,,,,,
,,8,,,305,,,0.053263407200574875,0.5461317300796509,,,,,
0.84375,0.5361722111701965,9,0.6428571343421936,0.7742587327957153,339,0.7894737124443054,0.9056603908538818,,,,,,,
,,9,,,339,,,0.07845284789800644,0.5180839896202087,,,,,
0.7837837338447571,0.48180097341537476,10,0.6904761791229248,0.7697663903236389,373,0.7789473533630371,0.849056601524353,,,,,,,
,,10,,,373,,,0.10179302841424942,0.5185181498527527,,,,,
0.8571428656578064,0.567817747592926,11,0.7142857313156128,0.8099730610847473,407,0.821052610874176,0.9056603908538818,,,,,,,
,,11,,,407,,,0.14268365502357483,0.5240052938461304,,,,,
0.8333333134651184,0.6754615902900696,12,0.7142857313156128,0.8005390167236328,441,0.8105263113975525,0.8867924809455872,,,,,,,
,,12,,,441,,,0.15801939368247986,0.5229682326316833,,,,,
0.7837837338447571,0.5854533910751343,13,0.6904761791229248,0.7697663903236389,475,0.7789473533630371,0.849056601524353,,,,,,,
,,13,,,475,,,0.2189490795135498,0.5301676988601685,,,,,
0.8333333134651184,0.49400344491004944,14,0.7142857313156128,0.8005390167236328,509,0.8105263113975525,0.8867924809455872,,,,,,,
,,14,,,509,,,0.2521267533302307,0.53483647108078,,,,,
0.7948718667030334,0.4966055154800415,15,0.738095223903656,0.7935759425163269,543,0.800000011920929,0.849056601524353,,,,,,,
,,15,,,543,,,0.3023653030395508,0.5309529304504395,,,,,
0.8787878751754761,0.5553637146949768,16,0.6904761791229248,0.8075022101402283,577,0.821052610874176,0.9245282411575317,,,,,,,
,,16,,,577,,,0.33598122000694275,0.505733072757721,,,,,
0.8857142925262451,0.46197906136512756,17,0.738095223903656,0.831311821937561,611,0.8421052694320679,0.9245282411575317,,,,,,,
,,17,,,611,,,0.36018094420433044,0.526756227016449,,,,,
0.8611111044883728,0.4933494031429291,18,0.738095223903656,0.8218778371810913,645,0.8315789699554443,0.9056603908538818,,,,,,,
,,18,,,645,,,0.4194414019584656,0.5283796191215515,,,,,
0.8571428656578064,0.5198897123336792,19,0.7142857313156128,0.8099730610847473,679,0.821052610874176,0.9056603908538818,,,,,,,
,,19,,,679,,,0.43863046169281006,0.5202330350875854,,,,,
0.8571428656578064,0.46076729893684387,20,0.7142857313156128,0.8099730610847473,713,0.821052610874176,0.9056603908538818,,,,,,,
,,20,,,713,,,0.42703840136528015,0.5367390513420105,,,,,
0.8571428656578064,0.48922663927078247,21,0.7142857313156128,0.8099730610847473,747,0.821052610874176,0.9056603908538818,,,,,,,
,,21,,,747,,,0.44612208008766174,0.5137089490890503,,,,,
