epoch,val_auroc,val_accuracy,val_loss,val_sensitivity,val_specificity,step,val_precision,train_loss,unlabeled_data_utilization,test_auroc,test_specificity,test_sensitivity,test_accuracy,test_precision
0,0.6967654824256897,0.6947368383407593,0.520576000213623,0.7142857313156128,0.6792452931404114,26,0.6382978558540344,,,,,,,
0,,,,,,26,,0.5978468060493469,0.006150589324533939,,,,,
1,0.7221473455429077,0.7368420958518982,0.4819687008857727,0.5952380895614624,0.849056601524353,53,0.7575757503509521,,,,,,,
1,,,,,,53,,0.5435742735862732,0.01160165574401617,,,,,
2,0.7841419577598572,0.7894737124443054,0.45340970158576965,0.738095223903656,0.8301886916160583,80,0.7749999761581421,,,,,,,
2,,,,,,80,,0.5323672294616699,0.0456870011985302,,,,,
3,0.8030098080635071,0.8105263113975525,0.4044852554798126,0.738095223903656,0.8679245114326477,107,0.8157894611358643,,,,,,,
3,,,,,,107,,0.5026493668556213,0.05944986268877983,,,,,
4,0.8030098080635071,0.8105263113975525,0.5047109723091125,0.738095223903656,0.8679245114326477,134,0.8157894611358643,,,,,,,
4,,,,,,134,,0.5054517984390259,0.1242254301905632,,,,,
5,0.8050314784049988,0.821052610874176,0.44495776295661926,0.6666666865348816,0.9433962106704712,161,0.9032257795333862,,,,,,,
5,,,,,,161,,0.46637606620788574,0.13462099432945251,,,,,
6,0.8005390167236328,0.8105263113975525,0.4597579836845398,0.7142857313156128,0.8867924809455872,188,0.8333333134651184,,,,,,,
6,,,,,,188,,0.4840713441371918,0.17066451907157898,,,,,
7,0.8079515099525452,0.8105263113975525,0.4187832176685333,0.7857142686843872,0.8301886916160583,215,0.7857142686843872,,,,,,,
7,,,,,,215,,0.4691467583179474,0.17743058502674103,,,,,
8,0.8005390167236328,0.8105263113975525,0.45178791880607605,0.7142857313156128,0.8867924809455872,242,0.8333333134651184,,,,,,,
8,,,,,,242,,0.43559709191322327,0.2136097103357315,,,,,
9,0.824348509311676,0.8315789699554443,0.48185282945632935,0.761904776096344,0.8867924809455872,269,0.8421052694320679,,,,,,,
9,,,,,,269,,0.4677404761314392,0.23258718848228455,,,,,
10,0.83625328540802,0.8421052694320679,0.47355949878692627,0.7857142686843872,0.8867924809455872,296,0.8461537957191467,,,,,,,
10,,,,,,296,,0.497946172952652,0.2332664430141449,,,,,
11,0.83625328540802,0.8421052694320679,0.38969990611076355,0.7857142686843872,0.8867924809455872,323,0.8461537957191467,,,,,,,
11,,,,,,323,,0.43645593523979187,0.2309533953666687,,,,,
12,0.7816711664199829,0.7894737124443054,0.3994549512863159,0.7142857313156128,0.849056601524353,350,0.7894737124443054,,,,,,,
12,,,,,,350,,0.4369329512119293,0.251520037651062,,,,,
13,0.83625328540802,0.8421052694320679,0.39990711212158203,0.7857142686843872,0.8867924809455872,377,0.8461537957191467,,,,,,,
13,,,,,,377,,0.49654626846313477,0.28708943724632263,,,,,
14,0.796046793460846,0.800000011920929,0.40802448987960815,0.761904776096344,0.8301886916160583,404,0.7804877758026123,,,,,,,
14,,,,,,404,,0.41977059841156006,0.24964764714241028,,,,,
15,0.8456873297691345,0.8526315689086914,0.4203551709651947,0.7857142686843872,0.9056603908538818,431,0.8684210777282715,,,,,,,
15,,,,,,431,,0.4499710202217102,0.2980976104736328,,,,,
16,0.8551213145256042,0.8631578683853149,0.4106643795967102,0.7857142686843872,0.9245282411575317,458,0.8918918967247009,,,,,,,
16,,,,,,458,,0.4459121525287628,0.2952387034893036,,,,,
17,0.828840970993042,0.8421052694320679,0.4303910434246063,0.7142857313156128,0.9433962106704712,485,0.9090909361839294,,,,,,,
17,,,,,,485,,0.4380838871002197,0.29421061277389526,,,,,
18,0.8432164788246155,0.8526315689086914,0.3656374216079712,0.761904776096344,0.9245282411575317,512,0.8888888955116272,,,,,,,
18,,,,,,512,,0.41785895824432373,0.3068816661834717,,,,,
19,0.8218778371810913,0.8315789699554443,0.42113688588142395,0.738095223903656,0.9056603908538818,539,0.8611111044883728,,,,,,,
19,,,,,,539,,0.42869964241981506,0.30649641156196594,,,,,
20,0.8218778371810913,0.8315789699554443,0.42001426219940186,0.738095223903656,0.9056603908538818,566,0.8611111044883728,,,,,,,
20,,,,,,566,,0.4321996867656708,0.2995975911617279,,,,,
21,0.831311821937561,0.8421052694320679,0.36917272210121155,0.738095223903656,0.9245282411575317,593,0.8857142925262451,,,,,,,
21,,,,,,593,,0.4195822775363922,0.3309253752231598,,,,,
22,0.831311821937561,0.8421052694320679,0.39098724722862244,0.738095223903656,0.9245282411575317,620,0.8857142925262451,,,,,,,
22,,,,,,620,,0.41778653860092163,0.31122317910194397,,,,,
