val_specificity,val_auroc,val_accuracy,step,val_precision,val_sensitivity,epoch,val_loss,unlabeled_data_utilization,train_loss,test_precision,test_auroc,test_sensitivity,test_specificity,test_accuracy
1.0,0.5,0.557894766330719,26,0.0,0.0,0,0.6183431148529053,,,,,,,
,,,26,,,0,,0.0019943066872656345,0.6327376961708069,,,,,
0.9811320900917053,0.5262802839279175,0.5789473652839661,53,0.75,0.0714285746216774,1,0.9759997129440308,,,,,,,
,,,53,,,1,,0.004836634732782841,0.6215869784355164,,,,,
0.9622642397880554,0.5882749557495117,0.6315789222717285,80,0.8181818127632141,0.2142857164144516,2,1.008607268333435,,,,,,,
,,,80,,,2,,0.01081672590225935,0.619877815246582,,,,,
0.9056603908538818,0.6075921058654785,0.6421052813529968,107,0.7222221493721008,0.3095238208770752,3,0.99715256690979,,,,,,,
,,,107,,,3,,0.006411341950297356,0.6155714988708496,,,,,
0.8679245114326477,0.6720574498176575,0.6947368383407593,134,0.7407407164573669,0.4761904776096344,4,1.6091279983520508,,,,,,,
,,,134,,,4,,0.0038474497850984335,0.5988603830337524,,,,,
0.792452871799469,0.7176550030708313,0.7263157963752747,161,0.7105262875556946,0.6428571343421936,5,1.0567492246627808,,,,,,,
,,,161,,,5,,0.012250887230038643,0.5863251090049744,,,,,
0.8867924809455872,0.7291104793548584,0.7473683953285217,188,0.800000011920929,0.5714285969734192,6,0.8980488181114197,,,,,,,
,,,188,,,6,,0.007974706590175629,0.5551913976669312,,,,,
0.8679245114326477,0.7672956585884094,0.7789473533630371,215,0.800000011920929,0.6666666865348816,7,0.864112913608551,,,,,,,
,,,215,,,7,,0.018163813278079033,0.5258976221084595,,,,,
0.9056603908538818,0.7504492402076721,0.7684210538864136,242,0.8333333134651184,0.5952380895614624,8,0.7835333347320557,,,,,,,
,,,242,,,8,,0.03296146169304848,0.5135148167610168,,,,,
0.8301886916160583,0.724618136882782,0.7368420958518982,269,0.7428570985794067,0.6190476417541504,9,1.0618764162063599,,,,,,,
,,,269,,,9,,0.04280383884906769,0.5186702609062195,,,,,
0.849056601524353,0.7459568381309509,0.75789475440979,296,0.7714285850524902,0.6428571343421936,10,1.2697973251342773,,,,,,,
,,,296,,,10,,0.05718151479959488,0.5126281976699829,,,,,
0.792452871799469,0.7414644956588745,0.7473683953285217,323,0.7250000238418579,0.6904761791229248,11,0.9452319741249084,,,,,,,
,,,323,,,11,,0.06793225556612015,0.5183445811271667,,,,,
0.849056601524353,0.7340521812438965,0.7473683953285217,350,0.7647058367729187,0.6190476417541504,12,0.8623554706573486,,,,,,,
,,,350,,,12,,0.06286056339740753,0.5145482420921326,,,,,
0.8679245114326477,0.7553907632827759,0.7684210538864136,377,0.7941176295280457,0.6428571343421936,13,1.1964552402496338,,,,,,,
,,,377,,,13,,0.06931197643280029,0.5077481865882874,,,,,
0.8679245114326477,0.7434860467910767,0.75789475440979,404,0.7878788113594055,0.6190476417541504,14,0.8723007440567017,,,,,,,
,,,404,,,14,,0.07428336143493652,0.49241358041763306,,,,,
0.8301886916160583,0.7365228533744812,0.7473683953285217,431,0.75,0.6428571343421936,15,0.6555761694908142,,,,,,,
,,,431,,,15,,0.07913511246442795,0.4926321506500244,,,,,
0.8679245114326477,0.7672956585884094,0.7789473533630371,458,0.800000011920929,0.6666666865348816,16,0.589347779750824,,,,,,,
,,,458,,,16,,0.08301971107721329,0.4801982343196869,,,,,
0.9056603908538818,0.7861635684967041,0.800000011920929,485,0.8484848737716675,0.6666666865348816,17,0.9812301397323608,,,,,,,
,,,485,,,17,,0.09899993240833282,0.5002591013908386,,,,,
0.9245282411575317,0.7836927175521851,0.800000011920929,512,0.8709677457809448,0.6428571343421936,18,0.5494590401649475,,,,,,,
,,,512,,,18,,0.08877665549516678,0.47341927886009216,,,,,
