val_auroc,val_specificity,epoch,step,val_accuracy,val_loss,val_sensitivity,val_precision,train_loss,unlabeled_data_utilization,test_auroc,test_precision,test_accuracy,test_sensitivity,test_specificity
0.5,1.0,0,26,0.557894766330719,0.6207126975059509,0.0,0.0,,,,,,,
,,0,26,,,,,0.6335630416870117,0.0,,,,,
0.4930368661880493,0.9622642397880554,1,53,0.5473684072494507,1.38541841506958,0.02380952425301075,0.3333333432674408,,,,,,,
,,1,53,,,,,0.6312486529350281,0.0,,,,,
0.5287511348724365,0.9622642397880554,2,80,0.5789473652839661,2.0019335746765137,0.095238097012043,0.6666666865348816,,,,,,,
,,2,80,,,,,0.6181668639183044,0.0,,,,,
0.6120844483375549,0.9622642397880554,3,107,0.6526315808296204,2.1428544521331787,0.261904776096344,0.8461537957191467,,,,,,,
,,3,107,,,,,0.5964985489845276,0.0,,,,,
0.7266397476196289,0.9056603908538818,4,134,0.7473683953285217,8.037690162658691,0.5476190447807312,0.8214285373687744,,,,,,,
,,4,134,,,,,0.5794975161552429,0.0,,,,,
0.6958670616149902,0.8679245114326477,5,161,0.7157894968986511,1.2477164268493652,0.523809552192688,0.7586206793785095,,,,,,,
,,5,161,,,,,0.5687681436538696,0.0,,,,,
0.6646451354026794,0.9245282411575317,6,188,0.6947368383407593,1.9991317987442017,0.4047619104385376,0.8095238208770752,,,,,,,
,,6,188,,,,,0.5501726865768433,0.0,,,,,
0.7073225378990173,0.9622642397880554,7,215,0.7368420958518982,2.487964630126953,0.4523809850215912,0.9047619700431824,,,,,,,
,,7,215,,,,,0.5260637998580933,0.0,,,,,
0.7311322093009949,0.9622642397880554,8,242,0.75789475440979,1.638879418373108,0.5,0.9130435585975647,,,,,,,
,,8,242,,,,,0.5079972743988037,0.0,,,,,
0.7073225378990173,0.9622642397880554,9,269,0.7368420958518982,1.325313687324524,0.4523809850215912,0.9047619700431824,,,,,,,
,,9,269,,,,,0.5073987245559692,0.0,,,,,
0.7003592848777771,0.9245282411575317,10,296,0.7263157963752747,1.9594621658325195,0.4761904776096344,0.8333333134651184,,,,,,,
