epoch,val_sensitivity,val_accuracy,val_specificity,val_precision,step,val_auroc,val_loss,unlabeled_data_utilization,train_loss,test_sensitivity,test_specificity,test_precision,test_accuracy,test_auroc
0,0.5952380895614624,0.7157894968986511,0.8113208413124084,0.7142857313156128,26,0.703279435634613,0.5566498637199402,,,,,,,
0,,,,,26,,,0.0,0.6103413105010986,,,,,
1,0.523809552192688,0.75789475440979,0.9433962106704712,0.8799999952316284,53,0.7336028814315796,0.5776271224021912,,,,,,,
1,,,,,53,,,0.0,0.5225158929824829,,,,,
2,0.5952380895614624,0.7789473533630371,0.9245282411575317,0.8620689511299133,80,0.7598832249641418,0.481109082698822,,,,,,,
2,,,,,80,,,0.0,0.4770345091819763,,,,,
3,0.523809552192688,0.75789475440979,0.9433962106704712,0.8799999952316284,107,0.7336028814315796,0.4932008981704712,,,,,,,
3,,,,,107,,,0.0,0.4638824164867401,,,,,
4,0.5476190447807312,0.7263157963752747,0.8679245114326477,0.76666659116745,134,0.7077717781066895,0.5339891314506531,,,,,,,
4,,,,,134,,,0.0,0.44226139783859253,,,,,
5,0.4761904776096344,0.7473683953285217,0.9622642397880554,0.9090909361839294,161,0.7192272543907166,0.5419207811355591,,,,,,,
5,,,,,161,,,0.0,0.40493687987327576,,,,,
6,0.5,0.7368420958518982,0.9245282411575317,0.8399999737739563,188,0.7122641205787659,0.44514787197113037,,,,,,,
6,,,,,188,,,0.0,0.41098520159721375,,,,,
7,0.5952380895614624,0.7684210538864136,0.9056603908538818,0.8333333134651184,215,0.7504492402076721,0.5226818323135376,,,,,,,
7,,,,,215,,,0.0,0.39619264006614685,,,,,
8,0.6428571343421936,0.8105263113975525,0.9433962106704712,0.8999999761581421,242,0.79312664270401,0.5231010913848877,,,,,,,
8,,,,,242,,,0.0,0.40221455693244934,,,,,
9,0.5714285969734192,0.7789473533630371,0.9433962106704712,0.8888888955116272,269,0.7574123740196228,0.4328022301197052,,,,,,,
9,,,,,269,,,0.0,0.3984275162220001,,,,,
10,0.6190476417541504,0.7894737124443054,0.9245282411575317,0.8666666746139526,296,0.7717880010604858,0.4427482485771179,,,,,,,
10,,,,,296,,,0.0,0.38280168175697327,,,,,
11,0.6428571343421936,0.7789473533630371,0.8867924809455872,0.8181818127632141,323,0.7648246884346008,0.5162519216537476,,,,,,,
11,,,,,323,,,0.0,0.3752724230289459,,,,,
12,0.6190476417541504,0.8105263113975525,0.9622642397880554,0.9285714626312256,350,0.7906559109687805,0.5285554528236389,,,,,,,
12,,,,,350,,,0.0,0.3818646967411041,,,,,
13,0.6428571343421936,0.800000011920929,0.9245282411575317,0.8709677457809448,377,0.7836927175521851,0.5005530118942261,,,,,,,
13,,,,,377,,,0.0,0.34339454770088196,,,,,
14,0.6190476417541504,0.7789473533630371,0.9056603908538818,0.8387095928192139,404,0.7623540163040161,0.46849948167800903,,,,,,,
14,,,,,404,,,0.0,0.3700271546840668,,,,,
15,0.6428571343421936,0.8105263113975525,0.9433962106704712,0.8999999761581421,431,0.79312664270401,0.396332323551178,,,,,,,
15,,,,,431,,,0.0,0.3461492657661438,,,,,
16,0.6666666865348816,0.821052610874176,0.9433962106704712,0.9032257795333862,458,0.8050314784049988,0.4216640591621399,,,,,,,
16,,,,,458,,,0.0,0.35630038380622864,,,,,
17,0.6904761791229248,0.8315789699554443,0.9433962106704712,0.90625,485,0.816936194896698,0.4507502615451813,,,,,,,
17,,,,,485,,,0.0,0.3408356010913849,,,,,
18,0.6190476417541504,0.7894737124443054,0.9245282411575317,0.8666666746139526,512,0.7717880010604858,0.45373445749282837,,,,,,,
18,,,,,512,,,0.0,0.34276241064071655,,,,,
19,0.6904761791229248,0.8105263113975525,0.9056603908538818,0.8529411554336548,539,0.7980683445930481,0.4575195610523224,,,,,,,
19,,,,,539,,,0.0,0.32328617572784424,,,,,
20,0.7142857313156128,0.8315789699554443,0.9245282411575317,0.8823529481887817,566,0.8194069862365723,0.5543392300605774,,,,,,,
20,,,,,566,,,0.0,0.3389245271682739,,,,,
21,0.6428571343421936,0.800000011920929,0.9245282411575317,0.8709677457809448,593,0.7836927175521851,0.4767453372478485,,,,,,,
21,,,,,593,,,0.0,0.3393416106700897,,,,,
22,0.6904761791229248,0.821052610874176,0.9245282411575317,0.8787878751754761,620,0.8075022101402283,0.47286257147789,,,,,,,
22,,,,,620,,,0.0,0.35089200735092163,,,,,
23,0.6428571343421936,0.8105263113975525,0.9433962106704712,0.8999999761581421,647,0.79312664270401,0.4672543704509735,,,,,,,
23,,,,,647,,,0.0,0.3393709659576416,,,,,
24,0.6904761791229248,0.8105263113975525,0.9056603908538818,0.8529411554336548,674,0.7980683445930481,0.47184646129608154,,,,,,,
24,,,,,674,,,0.0,0.3348377048969269,,,,,
25,0.6428571343421936,0.8105263113975525,0.9433962106704712,0.8999999761581421,701,0.79312664270401,0.42774635553359985,,,,,,,
25,,,,,701,,,0.0,0.3245996832847595,,,,,
26,0.6190476417541504,0.800000011920929,0.9433962106704712,0.8965517282485962,728,0.781221866607666,0.492818683385849,,,,,,,
26,,,,,728,,,0.0,0.32374805212020874,,,,,
27,0.7142857313156128,0.8421052694320679,0.9433962106704712,0.9090909361839294,755,0.828840970993042,0.4262674152851105,,,,,,,
27,,,,,755,,,0.0,0.3387110233306885,,,,,
28,0.6666666865348816,0.8315789699554443,0.9622642397880554,0.9333332777023315,782,0.8144654631614685,0.49009910225868225,,,,,,,
28,,,,,782,,,0.0,0.30874040722846985,,,,,
29,0.6428571343421936,0.8105263113975525,0.9433962106704712,0.8999999761581421,809,0.79312664270401,0.3914165198802948,,,,,,,
29,,,,,809,,,0.0,0.31300657987594604,,,,,
30,0.6904761791229248,0.821052610874176,0.9245282411575317,0.8787878751754761,836,0.8075022101402283,0.4131986200809479,,,,,,,
30,,,,,836,,,0.0,0.301809698343277,,,,,
31,0.6190476417541504,0.800000011920929,0.9433962106704712,0.8965517282485962,863,0.781221866607666,0.4468139708042145,,,,,,,
31,,,,,863,,,0.0,0.3085367977619171,,,,,
32,0.6190476417541504,0.7684210538864136,0.8867924809455872,0.8125,890,0.7529200315475464,0.5155442953109741,,,,,,,
32,,,,,890,,,0.0,0.30991482734680176,,,,,
33,0.5952380895614624,0.800000011920929,0.9622642397880554,0.9259259104728699,917,0.7787511944770813,0.411865770816803,,,,,,,
33,,,,,917,,,0.0,0.2988402247428894,,,,,
34,0.6904761791229248,0.8315789699554443,0.9433962106704712,0.90625,944,0.816936194896698,0.4656163156032562,,,,,,,
34,,,,,944,,,0.0,0.3007548153400421,,,,,
35,0.6428571343421936,0.8105263113975525,0.9433962106704712,0.8999999761581421,971,0.79312664270401,0.46182259917259216,,,,,,,
35,,,,,971,,,0.0,0.30293190479278564,,,,,
36,0.6666666865348816,0.8315789699554443,0.9622642397880554,0.9333332777023315,998,0.8144654631614685,0.43950361013412476,,,,,,,
36,,,,,998,,,0.0,0.3120717704296112,,,,,
37,0.6428571343421936,0.8105263113975525,0.9433962106704712,0.8999999761581421,1025,0.79312664270401,0.4030283987522125,,,,,,,
37,,,,,1025,,,0.0,0.31033119559288025,,,,,
38,0.6904761791229248,0.800000011920929,0.8867924809455872,0.8285714387893677,1052,0.7886343002319336,0.4961148202419281,,,,,,,
38,,,,,1052,,,0.0,0.28547048568725586,,,,,
39,0.6666666865348816,0.821052610874176,0.9433962106704712,0.9032257795333862,1079,0.8050314784049988,0.45006945729255676,,,,,,,
39,,,,,1079,,,0.0,0.2879146933555603,,,,,
40,0.6904761791229248,0.821052610874176,0.9245282411575317,0.8787878751754761,1106,0.8075022101402283,0.4859306812286377,,,,,,,
40,,,,,1106,,,0.0,0.2775086462497711,,,,,
41,0.6904761791229248,0.8421052694320679,0.9622642397880554,0.9354839324951172,1133,0.8263701796531677,0.4029028117656708,,,,,,,
41,,,,,1133,,,0.0,0.29755809903144836,,,,,
42,0.6904761791229248,0.821052610874176,0.9245282411575317,0.8787878751754761,1160,0.8075022101402283,0.4868748188018799,,,,,,,
42,,,,,1160,,,0.0,0.2901255786418915,,,,,
