val_precision,val_specificity,val_accuracy,step,val_loss,val_auroc,epoch,val_sensitivity,unlabeled_data_utilization,train_loss,test_precision,test_accuracy,test_specificity,test_sensitivity,test_auroc
0.0,0.9100000858306885,0.8425925970077515,34,0.3581341505050659,0.45499998331069946,0,0.0,,,,,,,
,,,34,,,0,,0.005342082120478153,0.3573058247566223,,,,,
0.0,0.8500000238418579,0.7870370149612427,69,0.36555901169776917,0.42500001192092896,1,0.0,,,,,,,
,,,69,,,1,,0.010743151418864727,0.3591127097606659,,,,,
0.0,0.8600000739097595,0.7962962985038757,104,0.35534337162971497,0.43000003695487976,2,0.0,,,,,,,
,,,104,,,2,,0.007625932805240154,0.35414689779281616,,,,,
0.0,0.8500000238418579,0.7870370149612427,139,0.3549346327781677,0.42500001192092896,3,0.0,,,,,,,
,,,139,,,3,,0.00695569533854723,0.35195180773735046,,,,,
0.0,0.8700000047683716,0.8055555820465088,174,0.3475511968135834,0.4350000023841858,4,0.0,,,,,,,
,,,174,,,4,,0.00946279987692833,0.35771384835243225,,,,,
0.0,0.8700000047683716,0.8055555820465088,209,0.34547173976898193,0.4350000023841858,5,0.0,,,,,,,
,,,209,,,5,,0.00773540697991848,0.35322821140289307,,,,,
0.0,0.8799999952316284,0.8148148059844971,244,0.3609824776649475,0.4399999976158142,6,0.0,,,,,,,
,,,244,,,6,,0.0065818168222904205,0.35213685035705566,,,,,
0.0,0.8799999952316284,0.8148148059844971,279,0.346327543258667,0.4399999976158142,7,0.0,,,,,,,
,,,279,,,7,,0.010661493055522442,0.35070717334747314,,,,,
0.0,0.8799999952316284,0.8148148059844971,314,0.34070390462875366,0.4399999976158142,8,0.0,,,,,,,
,,,314,,,8,,0.008061008527874947,0.34571054577827454,,,,,
0.0,0.9399999976158142,0.8703703880310059,349,0.3745743930339813,0.4699999988079071,9,0.0,,,,,,,
,,,349,,,9,,0.012769396416842937,0.3502822816371918,,,,,
0.0,0.8899999260902405,0.8240740895271301,384,0.3501863181591034,0.44499996304512024,10,0.0,,,,,,,
,,,384,,,10,,0.01217582356184721,0.3475610315799713,,,,,
0.0,0.8999999761581421,0.8333333134651184,419,0.3416977524757385,0.44999998807907104,11,0.0,,,,,,,
,,,419,,,11,,0.012589373625814915,0.3490827679634094,,,,,
0.0,0.8899999260902405,0.8240740895271301,454,0.3467690944671631,0.44499996304512024,12,0.0,,,,,,,
,,,454,,,12,,0.009442407637834549,0.34237462282180786,,,,,
0.0,0.9100000858306885,0.8425925970077515,489,0.3429017961025238,0.45499998331069946,13,0.0,,,,,,,
,,,489,,,13,,0.011191471479833126,0.3406582176685333,,,,,
0.0,0.9200000166893005,0.8518518805503845,524,0.3398057222366333,0.46000000834465027,14,0.0,,,,,,,
,,,524,,,14,,0.014902085065841675,0.34291714429855347,,,,,
0.0,0.9100000858306885,0.8425925970077515,559,0.3459528684616089,0.45499998331069946,15,0.0,,,,,,,
,,,559,,,15,,0.012765043415129185,0.3377743661403656,,,,,
0.0,0.9100000858306885,0.8425925970077515,594,0.340084046125412,0.45499998331069946,16,0.0,,,,,,,
,,,594,,,16,,0.013848098926246166,0.33988726139068604,,,,,
0.0,0.9200000166893005,0.8518518805503845,629,0.33803626894950867,0.46000000834465027,17,0.0,,,,,,,
,,,629,,,17,,0.010931593365967274,0.3399384319782257,,,,,
0.0,0.8999999761581421,0.8333333134651184,664,0.334293007850647,0.44999998807907104,18,0.0,,,,,,,
,,,664,,,18,,0.011661653406918049,0.3364024758338928,,,,,
0.0,0.9399999976158142,0.8703703880310059,699,0.33891990780830383,0.4699999988079071,19,0.0,,,,,,,
,,,699,,,19,,0.015262648463249207,0.34175196290016174,,,,,
,,,700,,,20,,,,0.0625,0.8736059665679932,0.9397590160369873,0.05000000074505806,0.49487945437431335
,,,700,,,20,,,,0.0625,0.8736059665679932,0.9397590160369873,0.04999999701976776,0.49487945437431335
,,,700,,,20,,,,0.0714285746216774,0.8810408711433411,0.9477911591529846,0.04999999701976776,0.4988955855369568
