epoch,val_sensitivity,val_accuracy,val_specificity,val_precision,step,val_auroc,val_loss,unlabeled_data_utilization,train_loss,test_sensitivity,test_specificity,test_precision,test_accuracy,test_auroc
0,0.6666666865348816,0.7052631378173828,0.7358490824699402,0.6666666865348816,26,0.7012578248977661,0.6024491190910339,,,,,,,
0,,,,,26,,,0.001861857483163476,0.6232717633247375,,,,,
1,0.5952380895614624,0.7368420958518982,0.849056601524353,0.7575757503509521,53,0.7221473455429077,0.557415783405304,,,,,,,
1,,,,,53,,,0.018102984875440598,0.537493884563446,,,,,
2,0.523809552192688,0.7263157963752747,0.8867924809455872,0.7857142686843872,80,0.7053009867668152,0.5738281607627869,,,,,,,
2,,,,,80,,,0.07409030199050903,0.4904477894306183,,,,,
3,0.5952380895614624,0.75789475440979,0.8867924809455872,0.806451678276062,107,0.7410151958465576,0.5595130920410156,,,,,,,
3,,,,,107,,,0.12858489155769348,0.4792127311229706,,,,,
4,0.6428571343421936,0.800000011920929,0.9245282411575317,0.8709677457809448,134,0.7836927175521851,0.49800169467926025,,,,,,,
4,,,,,134,,,0.1591271609067917,0.4732262194156647,,,,,
5,0.5476190447807312,0.7473683953285217,0.9056603908538818,0.8214285373687744,161,0.7266397476196289,0.46144819259643555,,,,,,,
5,,,,,161,,,0.17819562554359436,0.4593724012374878,,,,,
6,0.5952380895614624,0.7684210538864136,0.9056603908538818,0.8333333134651184,188,0.7504492402076721,0.48145660758018494,,,,,,,
6,,,,,188,,,0.22008508443832397,0.47076416015625,,,,,
7,0.6190476417541504,0.7894737124443054,0.9245282411575317,0.8666666746139526,215,0.7717880010604858,0.5060418844223022,,,,,,,
7,,,,,215,,,0.24228012561798096,0.4595021903514862,,,,,
8,0.6190476417541504,0.7684210538864136,0.8867924809455872,0.8125,242,0.7529200315475464,0.571620523929596,,,,,,,
8,,,,,242,,,0.27062344551086426,0.4476567506790161,,,,,
9,0.5714285969734192,0.7894737124443054,0.9622642397880554,0.9230769276618958,269,0.7668463587760925,0.5548361539840698,,,,,,,
9,,,,,269,,,0.26003894209861755,0.45007601380348206,,,,,
10,0.5476190447807312,0.7684210538864136,0.9433962106704712,0.8846153616905212,296,0.7455076575279236,0.4652653634548187,,,,,,,
10,,,,,296,,,0.24674482643604279,0.4317070245742798,,,,,
11,0.6428571343421936,0.800000011920929,0.9245282411575317,0.8709677457809448,323,0.7836927175521851,0.502998948097229,,,,,,,
11,,,,,323,,,0.25116264820098877,0.4246642589569092,,,,,
12,0.6666666865348816,0.800000011920929,0.9056603908538818,0.8484848737716675,350,0.7861635684967041,0.4618426561355591,,,,,,,
12,,,,,350,,,0.2912452220916748,0.4302871525287628,,,,,
13,0.6666666865348816,0.8105263113975525,0.9245282411575317,0.875,377,0.795597493648529,0.48535725474357605,,,,,,,
13,,,,,377,,,0.28798720240592957,0.4237353205680847,,,,,
14,0.5952380895614624,0.7789473533630371,0.9245282411575317,0.8620689511299133,404,0.7598832249641418,0.4785873293876648,,,,,,,
14,,,,,404,,,0.291553795337677,0.43576112389564514,,,,,
15,0.5952380895614624,0.7894737124443054,0.9433962106704712,0.8928571343421936,431,0.7693171501159668,0.44619685411453247,,,,,,,
15,,,,,431,,,0.28897345066070557,0.43246182799339294,,,,,
16,0.5952380895614624,0.800000011920929,0.9622642397880554,0.9259259104728699,458,0.7787511944770813,0.5030547380447388,,,,,,,
16,,,,,458,,,0.29975196719169617,0.4460546374320984,,,,,
17,0.6904761791229248,0.8421052694320679,0.9622642397880554,0.9354839324951172,485,0.8263701796531677,0.47887274622917175,,,,,,,
17,,,,,485,,,0.3011809289455414,0.4144032299518585,,,,,
18,0.6190476417541504,0.8105263113975525,0.9622642397880554,0.9285714626312256,512,0.7906559109687805,0.4498119056224823,,,,,,,
18,,,,,512,,,0.2989274263381958,0.41455233097076416,,,,,
19,0.6666666865348816,0.8105263113975525,0.9245282411575317,0.875,539,0.795597493648529,0.5279897451400757,,,,,,,
19,,,,,539,,,0.3044886887073517,0.39790719747543335,,,,,
20,0.6428571343421936,0.800000011920929,0.9245282411575317,0.8709677457809448,566,0.7836927175521851,0.44920623302459717,,,,,,,
20,,,,,566,,,0.3188290596008301,0.40060943365097046,,,,,
21,0.6904761791229248,0.7789473533630371,0.849056601524353,0.7837837338447571,593,0.7697663903236389,0.4782584607601166,,,,,,,
21,,,,,593,,,0.32051023840904236,0.4066031873226166,,,,,
22,0.6904761791229248,0.821052610874176,0.9245282411575317,0.8787878751754761,620,0.8075022101402283,0.45725327730178833,,,,,,,
22,,,,,620,,,0.32000237703323364,0.41562843322753906,,,,,
23,0.6666666865348816,0.821052610874176,0.9433962106704712,0.9032257795333862,647,0.8050314784049988,0.4303104281425476,,,,,,,
23,,,,,647,,,0.32673510909080505,0.3950742483139038,,,,,
24,0.6428571343421936,0.7789473533630371,0.8867924809455872,0.8181818127632141,674,0.7648246884346008,0.4488496780395508,,,,,,,
24,,,,,674,,,0.3283441960811615,0.3789818286895752,,,,,
25,0.7142857313156128,0.8421052694320679,0.9433962106704712,0.9090909361839294,701,0.828840970993042,0.4802520275115967,,,,,,,
25,,,,,701,,,0.326556921005249,0.3777616024017334,,,,,
26,0.6428571343421936,0.800000011920929,0.9245282411575317,0.8709677457809448,728,0.7836927175521851,0.41690945625305176,,,,,,,
26,,,,,728,,,0.3527754247188568,0.386320024728775,,,,,
27,0.6666666865348816,0.821052610874176,0.9433962106704712,0.9032257795333862,755,0.8050314784049988,0.4372245669364929,,,,,,,
27,,,,,755,,,0.35818231105804443,0.377050518989563,,,,,
28,0.7142857313156128,0.821052610874176,0.9056603908538818,0.8571428656578064,782,0.8099730610847473,0.4627235531806946,,,,,,,
28,,,,,782,,,0.3404344916343689,0.3826397657394409,,,,,
29,0.6666666865348816,0.800000011920929,0.9056603908538818,0.8484848737716675,809,0.7861635684967041,0.41891372203826904,,,,,,,
29,,,,,809,,,0.34947359561920166,0.37783005833625793,,,,,
30,0.6428571343421936,0.7894737124443054,0.9056603908538818,0.84375,836,0.7742587327957153,0.49620914459228516,,,,,,,
30,,,,,836,,,0.33839109539985657,0.36530208587646484,,,,,
31,0.6428571343421936,0.800000011920929,0.9245282411575317,0.8709677457809448,863,0.7836927175521851,0.5533273816108704,,,,,,,
31,,,,,863,,,0.3448067009449005,0.35026416182518005,,,,,
32,0.6190476417541504,0.8105263113975525,0.9622642397880554,0.9285714626312256,890,0.7906559109687805,0.5099106431007385,,,,,,,
32,,,,,890,,,0.3624963164329529,0.3680119216442108,,,,,
33,0.6904761791229248,0.8315789699554443,0.9433962106704712,0.90625,917,0.816936194896698,0.4567633271217346,,,,,,,
33,,,,,917,,,0.36923471093177795,0.3430618345737457,,,,,
34,0.6190476417541504,0.7894737124443054,0.9245282411575317,0.8666666746139526,944,0.7717880010604858,0.4386392831802368,,,,,,,
34,,,,,944,,,0.36025094985961914,0.3592754006385803,,,,,
35,0.7142857313156128,0.8105263113975525,0.8867924809455872,0.8333333134651184,971,0.8005390167236328,0.45285019278526306,,,,,,,
35,,,,,971,,,0.3757718503475189,0.3749866187572479,,,,,
36,0.6428571343421936,0.800000011920929,0.9245282411575317,0.8709677457809448,998,0.7836927175521851,0.5097630620002747,,,,,,,
36,,,,,998,,,0.3684001564979553,0.3571534752845764,,,,,
37,0.6428571343421936,0.7789473533630371,0.8867924809455872,0.8181818127632141,1025,0.7648246884346008,0.44084614515304565,,,,,,,
37,,,,,1025,,,0.3494783937931061,0.35916608572006226,,,,,
38,0.6428571343421936,0.7894737124443054,0.9056603908538818,0.84375,1052,0.7742587327957153,0.45427361130714417,,,,,,,
38,,,,,1052,,,0.3673553168773651,0.35055848956108093,,,,,
39,0.7142857313156128,0.8315789699554443,0.9245282411575317,0.8823529481887817,1079,0.8194069862365723,0.5184088945388794,,,,,,,
39,,,,,1079,,,0.38097822666168213,0.3593083620071411,,,,,
40,0.6666666865348816,0.8105263113975525,0.9245282411575317,0.875,1106,0.795597493648529,0.43887755274772644,,,,,,,
40,,,,,1106,,,0.3826000690460205,0.330308198928833,,,,,
41,0.6190476417541504,0.7789473533630371,0.9056603908538818,0.8387095928192139,1133,0.7623540163040161,0.45687955617904663,,,,,,,
41,,,,,1133,,,0.3736485242843628,0.3335762619972229,,,,,
42,0.6428571343421936,0.800000011920929,0.9245282411575317,0.8709677457809448,1160,0.7836927175521851,0.47038018703460693,,,,,,,
42,,,,,1160,,,0.36977049708366394,0.3176672160625458,,,,,
43,0.6904761791229248,0.800000011920929,0.8867924809455872,0.8285714387893677,1187,0.7886343002319336,0.5304012894630432,,,,,,,
43,,,,,1187,,,0.37872159481048584,0.34040382504463196,,,,,
44,0.6428571343421936,0.8105263113975525,0.9433962106704712,0.8999999761581421,1214,0.79312664270401,0.466676265001297,,,,,,,
44,,,,,1214,,,0.38576382398605347,0.3410537838935852,,,,,
45,0.7142857313156128,0.8315789699554443,0.9245282411575317,0.8823529481887817,1241,0.8194069862365723,0.5069302320480347,,,,,,,
45,,,,,1241,,,0.39398252964019775,0.3430839776992798,,,,,
46,0.6666666865348816,0.800000011920929,0.9056603908538818,0.8484848737716675,1268,0.7861635684967041,0.4761432111263275,,,,,,,
46,,,,,1268,,,0.3716929852962494,0.33815014362335205,,,,,
47,0.738095223903656,0.8315789699554443,0.9056603908538818,0.8611111044883728,1295,0.8218778371810913,0.4757060706615448,,,,,,,
47,,,,,1295,,,0.3907357156276703,0.3386489450931549,,,,,
48,0.6428571343421936,0.7894737124443054,0.9056603908538818,0.84375,1322,0.7742587327957153,0.4314102232456207,,,,,,,
48,,,,,1322,,,0.3962657153606415,0.33670809864997864,,,,,
49,0.6666666865348816,0.7368420958518982,0.792452871799469,0.7179487347602844,1349,0.7295597791671753,0.42034846544265747,,,,,,,
49,,,,,1349,,,0.3978674113750458,0.3368803858757019,,,,,
50,0.6428571343421936,0.8105263113975525,0.9433962106704712,0.8999999761581421,1376,0.79312664270401,0.4483049213886261,,,,,,,
50,,,,,1376,,,0.40246421098709106,0.3280874490737915,,,,,
51,0.6904761791229248,0.821052610874176,0.9245282411575317,0.8787878751754761,1403,0.8075022101402283,0.4382629692554474,,,,,,,
51,,,,,1403,,,0.4057845175266266,0.3328172564506531,,,,,
52,0.6666666865348816,0.7894737124443054,0.8867924809455872,0.8235294818878174,1430,0.7767295241355896,0.4418479800224304,,,,,,,
52,,,,,1430,,,0.39755013585090637,0.2996577322483063,,,,,
53,0.6904761791229248,0.7789473533630371,0.849056601524353,0.7837837338447571,1457,0.7697663903236389,0.44085609912872314,,,,,,,
53,,,,,1457,,,0.4044933319091797,0.30203866958618164,,,,,
54,0.6904761791229248,0.800000011920929,0.8867924809455872,0.8285714387893677,1484,0.7886343002319336,0.43329745531082153,,,,,,,
54,,,,,1484,,,0.40532737970352173,0.3401457667350769,,,,,
55,0.6666666865348816,0.8105263113975525,0.9245282411575317,0.875,1511,0.795597493648529,0.47899937629699707,,,,,,,
55,,,,,1511,,,0.4073692262172699,0.3282545804977417,,,,,
56,0.5952380895614624,0.7894737124443054,0.9433962106704712,0.8928571343421936,1538,0.7693171501159668,0.4735027849674225,,,,,,,
56,,,,,1538,,,0.3916022479534149,0.3124629855155945,,,,,
