val_accuracy,val_sensitivity,epoch,val_loss,step,val_auroc,val_specificity,val_precision,train_loss,unlabeled_data_utilization,test_specificity,test_accuracy,test_auroc,test_sensitivity,test_precision
0.557894766330719,0.0,0,0.6198548674583435,26,0.5,1.0,0.0,,,,,,,
,,0,,26,,,,0.6247603893280029,0.0,,,,,
0.557894766330719,0.0,1,1.0657678842544556,53,0.5,1.0,0.0,,,,,,,
,,1,,53,,,,0.6199051737785339,0.0,,,,,
0.557894766330719,0.0,2,0.7669151425361633,80,0.5,1.0,0.0,,,,,,,
,,2,,80,,,,0.6189220547676086,0.0,,,,,
0.5473684072494507,0.0,3,0.801757276058197,107,0.49056604504585266,0.9811320900917053,0.0,,,,,,,
,,3,,107,,,,0.6174752116203308,0.0,,,,,
0.5368421077728271,0.0,4,0.6221786141395569,134,0.4811321198940277,0.9622642397880554,0.0,,,,,,,
,,4,,134,,,,0.6156253814697266,0.0,,,,,
0.5473684072494507,0.02380952425301075,5,0.6860983371734619,161,0.4930368661880493,0.9622642397880554,0.3333333432674408,,,,,,,
,,5,,161,,,,0.6195802688598633,0.0,,,,,
0.5473684072494507,0.0,6,0.677035391330719,188,0.49056604504585266,0.9811320900917053,0.0,,,,,,,
,,6,,188,,,,0.6148061752319336,0.0,,,,,
0.5368421077728271,0.02380952425301075,7,0.6975895166397095,215,0.4836028516292572,0.9433962106704712,0.25,,,,,,,
,,7,,215,,,,0.6176372170448303,0.0,,,,,
0.557894766330719,0.0476190485060215,8,0.6528783440589905,242,0.5049416422843933,0.9622642397880554,0.5,,,,,,,
,,8,,242,,,,0.6183836460113525,0.0,,,,,
0.5684210658073425,0.02380952425301075,9,0.7556105852127075,269,0.511904776096344,1.0,1.0,,,,,,,
,,9,,269,,,,0.6147052645683289,0.0,,,,,
0.5789473652839661,0.0476190485060215,10,0.701311469078064,296,0.523809552192688,1.0,1.0,,,,,,,
,,10,,296,,,,0.6138157248497009,0.0,,,,,
0.5473684072494507,0.0476190485060215,11,0.6271053552627563,323,0.4955076575279236,0.9433962106704712,0.4000000059604645,,,,,,,
,,11,,323,,,,0.6210601329803467,0.0,,,,,
0.5684210658073425,0.02380952425301075,12,0.6292895674705505,350,0.511904776096344,1.0,1.0,,,,,,,
,,12,,350,,,,0.6153458952903748,0.0,,,,,
0.6315789222717285,0.2142857164144516,13,0.7390437126159668,377,0.5882749557495117,0.9622642397880554,0.8181818127632141,,,,,,,
,,13,,377,,,,0.6097877621650696,0.0,,,,,
0.5684210658073425,0.1428571492433548,14,0.6973329782485962,404,0.5242587924003601,0.9056603908538818,0.5454545617103577,,,,,,,
,,14,,404,,,,0.6175768971443176,0.0,,,,,
0.621052622795105,0.1666666716337204,15,0.6931933164596558,431,0.5738993287086487,0.9811320900917053,0.875,,,,,,,
,,15,,431,,,,0.6191794872283936,0.0,,,,,
0.6631578803062439,0.380952388048172,16,0.6913220882415771,458,0.633872389793396,0.8867924809455872,0.7272727489471436,,,,,,,
,,16,,458,,,,0.6036807298660278,0.0,,,,,
0.6421052813529968,0.3571428656578064,17,0.6526922583580017,485,0.612533688545227,0.8679245114326477,0.6818181872367859,,,,,,,
,,17,,485,,,,0.6062491536140442,0.0,,,,,
0.6631578803062439,0.4761904776096344,18,0.6356473565101624,512,0.6437556147575378,0.8113208413124084,0.6666666865348816,,,,,,,
,,18,,512,,,,0.5976664423942566,0.0,,,,,
0.6631578803062439,0.6190476417541504,19,0.6327654719352722,539,0.6585804224014282,0.698113203048706,0.6190476417541504,,,,,,,
,,19,,539,,,,0.592978835105896,0.0,,,,,
0.6947368383407593,0.6904761791229248,20,0.5881476998329163,566,0.6942946314811707,0.698113203048706,0.644444465637207,,,,,,,
,,20,,566,,,,0.5920973420143127,0.0,,,,,
0.6842105388641357,0.6190476417541504,21,0.6572385430335999,593,0.6774483323097229,0.7358490824699402,0.6499999761581421,,,,,,,
,,21,,593,,,,0.5832874178886414,0.0,,,,,
0.6526315808296204,0.5714285969734192,22,0.5659040808677673,620,0.64420485496521,0.7169811129570007,0.6153846383094788,,,,,,,
,,22,,620,,,,0.5845297574996948,0.0,,,,,
0.6315789222717285,0.5,23,0.5697303414344788,647,0.6179245114326477,0.7358490824699402,0.6000000238418579,,,,,,,
,,23,,647,,,,0.5490090250968933,0.0,,,,,
0.6526315808296204,0.5476190447807312,24,0.6652127504348755,674,0.6417340040206909,0.7358490824699402,0.6216216087341309,,,,,,,
,,24,,674,,,,0.5454861521720886,0.0,,,,,
0.6631578803062439,0.523809552192688,25,0.6086465120315552,701,0.6486971974372864,0.7735848426818848,0.6470588445663452,,,,,,,
,,25,,701,,,,0.5337767004966736,0.0,,,,,
0.6736842393875122,0.5,26,0.7085170745849609,728,0.6556603908538818,0.8113208413124084,0.6774194240570068,,,,,,,
,,26,,728,,,,0.5141025185585022,0.0,,,,,
0.6631578803062439,0.4285714328289032,27,0.5772948861122131,755,0.6388140320777893,0.849056601524353,0.692307710647583,,,,,,,
,,27,,755,,,,0.5127596259117126,0.0,,,,,
0.7368420958518982,0.5,28,0.6625360250473022,782,0.7122641205787659,0.9245282411575317,0.8399999737739563,,,,,,,
,,28,,782,,,,0.4872864782810211,0.0,,,,,
0.7473683953285217,0.6666666865348816,29,0.6580953598022461,809,0.738993763923645,0.8113208413124084,0.7368420958518982,,,,,,,
,,29,,809,,,,0.45983338356018066,0.0,,,,,
0.6947368383407593,0.523809552192688,30,0.4757034182548523,836,0.6769991517066956,0.8301886916160583,0.7096773386001587,,,,,,,
,,30,,836,,,,0.504109263420105,0.0,,,,,
0.7368420958518982,0.6428571343421936,31,0.5050453543663025,863,0.7270889282226562,0.8113208413124084,0.7297297716140747,,,,,,,
,,31,,863,,,,0.4613896310329437,0.0,,,,,
0.7263157963752747,0.6428571343421936,32,0.5295431017875671,890,0.7176550030708313,0.792452871799469,0.7105262875556946,,,,,,,
,,32,,890,,,,0.46778497099876404,0.0,,,,,
0.6842105388641357,0.5476190447807312,33,0.5694845914840698,917,0.6700359582901001,0.792452871799469,0.6764705181121826,,,,,,,
,,33,,917,,,,0.4634150564670563,0.0,,,,,
0.7263157963752747,0.5714285969734192,34,0.5279045104980469,944,0.7102425694465637,0.849056601524353,0.75,,,,,,,
,,34,,944,,,,0.45256131887435913,0.0,,,,,
0.7263157963752747,0.5952380895614624,35,0.5909799337387085,971,0.712713360786438,0.8301886916160583,0.7352941632270813,,,,,,,
,,35,,971,,,,0.4416103959083557,0.0,,,,,
0.7894737124443054,0.6904761791229248,36,0.5881496667861938,998,0.7792003154754639,0.8679245114326477,0.8055555820465088,,,,,,,
,,36,,998,,,,0.4308490455150604,0.0,,,,,
0.7894737124443054,0.7142857313156128,37,0.5109493136405945,1025,0.7816711664199829,0.849056601524353,0.7894737124443054,,,,,,,
,,37,,1025,,,,0.4342285096645355,0.0,,,,,
0.7789473533630371,0.7857142686843872,38,0.4797196090221405,1052,0.7796496152877808,0.7735848426818848,0.73333340883255,,,,,,,
,,38,,1052,,,,0.43033117055892944,0.0,,,,,
0.821052610874176,0.7142857313156128,39,0.426787793636322,1079,0.8099730610847473,0.9056603908538818,0.8571428656578064,,,,,,,
,,39,,1079,,,,0.4397917687892914,0.0,,,,,
0.8105263113975525,0.761904776096344,40,0.43384185433387756,1106,0.8054806590080261,0.849056601524353,0.800000011920929,,,,,,,
,,40,,1106,,,,0.42696425318717957,0.0,,,,,
0.7473683953285217,0.6666666865348816,41,0.520668625831604,1133,0.738993763923645,0.8113208413124084,0.7368420958518982,,,,,,,
,,41,,1133,,,,0.40211784839630127,0.0,,,,,
0.800000011920929,0.7142857313156128,42,0.4073706269264221,1160,0.7911050915718079,0.8679245114326477,0.8108107447624207,,,,,,,
,,42,,1160,,,,0.40301477909088135,0.0,,,,,
0.7789473533630371,0.6666666865348816,43,0.5142292976379395,1187,0.7672956585884094,0.8679245114326477,0.800000011920929,,,,,,,
,,43,,1187,,,,0.4019521176815033,0.0,,,,,
0.8421052694320679,0.6904761791229248,44,0.44085749983787537,1214,0.8263701796531677,0.9622642397880554,0.9354839324951172,,,,,,,
,,44,,1214,,,,0.40082693099975586,0.0,,,,,
0.821052610874176,0.7142857313156128,45,0.4760378897190094,1241,0.8099730610847473,0.9056603908538818,0.8571428656578064,,,,,,,
,,45,,1241,,,,0.3885071575641632,0.0,,,,,
0.800000011920929,0.6904761791229248,46,0.37703680992126465,1268,0.7886343002319336,0.8867924809455872,0.8285714387893677,,,,,,,
,,46,,1268,,,,0.39647743105888367,0.0,,,,,
0.75789475440979,0.6428571343421936,47,0.5316305160522461,1295,0.7459568381309509,0.849056601524353,0.7714285850524902,,,,,,,
,,47,,1295,,,,0.39429834485054016,0.0,,,,,
0.821052610874176,0.6428571343421936,48,0.35709622502326965,1322,0.8025606870651245,0.9622642397880554,0.931034505367279,,,,,,,
,,48,,1322,,,,0.3783261179924011,0.0,,,,,
0.821052610874176,0.6666666865348816,49,0.43910983204841614,1349,0.8050314784049988,0.9433962106704712,0.9032257795333862,,,,,,,
,,49,,1349,,,,0.38333824276924133,0.0,,,,,
0.821052610874176,0.738095223903656,50,0.4026239216327667,1376,0.8124438524246216,0.8867924809455872,0.8378377556800842,,,,,,,
,,50,,1376,,,,0.3606793284416199,0.0,,,,,
0.8105263113975525,0.7142857313156128,51,0.7950718998908997,1403,0.8005390167236328,0.8867924809455872,0.8333333134651184,,,,,,,
,,51,,1403,,,,0.3587118089199066,0.0,,,,,
0.821052610874176,0.7857142686843872,52,0.5090985298156738,1430,0.8173854351043701,0.849056601524353,0.8048780560493469,,,,,,,
,,52,,1430,,,,0.351155549287796,0.0,,,,,
0.8421052694320679,0.6666666865348816,53,0.5414849519729614,1457,0.8238993883132935,0.9811320900917053,0.9655172228813171,,,,,,,
,,53,,1457,,,,0.35539567470550537,0.0,,,,,
0.7894737124443054,0.7142857313156128,54,0.5828362703323364,1484,0.7816711664199829,0.849056601524353,0.7894737124443054,,,,,,,
,,54,,1484,,,,0.3527161478996277,0.0,,,,,
0.800000011920929,0.6666666865348816,55,0.4502793252468109,1511,0.7861635684967041,0.9056603908538818,0.8484848737716675,,,,,,,
,,55,,1511,,,,0.3666786551475525,0.0,,,,,
0.821052610874176,0.7142857313156128,56,0.5333711504936218,1538,0.8099730610847473,0.9056603908538818,0.8571428656578064,,,,,,,
,,56,,1538,,,,0.34924980998039246,0.0,,,,,
0.8526315689086914,0.7142857313156128,57,0.36667537689208984,1565,0.8382750153541565,0.9622642397880554,0.9375,,,,,,,
,,57,,1565,,,,0.3296009302139282,0.0,,,,,
0.8315789699554443,0.6428571343421936,58,0.6907951235771179,1592,0.8119946122169495,0.9811320900917053,0.9642857313156128,,,,,,,
,,58,,1592,,,,0.33744385838508606,0.0,,,,,
0.8631578683853149,0.7142857313156128,59,0.44751378893852234,1619,0.8477089405059814,0.9811320900917053,0.967741847038269,,,,,,,
,,59,,1619,,,,0.34669527411460876,0.0,,,,,
0.8315789699554443,0.6904761791229248,60,0.4395821690559387,1646,0.816936194896698,0.9433962106704712,0.90625,,,,,,,
,,60,,1646,,,,0.34327077865600586,0.0,,,,,
0.8421052694320679,0.7142857313156128,61,0.555175244808197,1673,0.828840970993042,0.9433962106704712,0.9090909361839294,,,,,,,
,,61,,1673,,,,0.3301337659358978,0.0,,,,,
0.8631578683853149,0.7142857313156128,62,0.4710998237133026,1700,0.8477089405059814,0.9811320900917053,0.967741847038269,,,,,,,
,,62,,1700,,,,0.3210148811340332,0.0,,,,,
