val_accuracy,step,epoch,val_precision,val_sensitivity,val_specificity,val_loss,val_auroc,train_loss,unlabeled_data_utilization,test_sensitivity,test_accuracy,test_auroc,test_specificity,test_precision
0.5789473652839661,26,0,0.6666666865348816,0.095238097012043,0.9622642397880554,1.0589592456817627,0.5287511348724365,,,,,,,
,26,0,,,,,,0.6489609479904175,0.00922631286084652,,,,,
0.557894766330719,53,1,0.5,0.1428571492433548,0.8867924809455872,0.8116204738616943,0.5148248076438904,,,,,,,
,53,1,,,,,,0.6410454511642456,0.01931535266339779,,,,,
0.6000000238418579,80,2,0.8333333134651184,0.1190476194024086,0.9811320900917053,1.0225895643234253,0.5500898361206055,,,,,,,
,80,2,,,,,,0.6264883875846863,0.016698092222213745,,,,,
0.6736842393875122,107,3,0.8666666746139526,0.3095238208770752,0.9622642397880554,0.9231641888618469,0.6358940005302429,,,,,,,
,107,3,,,,,,0.6100160479545593,0.014219565317034721,,,,,
0.6842105388641357,134,4,0.7142857313156128,0.4761904776096344,0.849056601524353,0.7282261252403259,0.6626235246658325,,,,,,,
,134,4,,,,,,0.6097381711006165,0.016982166096568108,,,,,
0.6947368383407593,161,5,0.782608687877655,0.4285714328289032,0.9056603908538818,0.5439453721046448,0.6671159267425537,,,,,,,
,161,5,,,,,,0.5783223509788513,0.010706866160035133,,,,,
0.6842105388641357,188,6,0.800000011920929,0.380952388048172,0.9245282411575317,0.9770094752311707,0.6527403593063354,,,,,,,
,188,6,,,,,,0.5627331733703613,0.01901758275926113,,,,,
0.7157894968986511,215,7,0.8571428656578064,0.4285714328289032,0.9433962106704712,0.5798900127410889,0.6859838366508484,,,,,,,
,215,7,,,,,,0.5462683439254761,0.030976949259638786,,,,,
0.7789473533630371,242,8,1.0,0.5,1.0,0.5214537978172302,0.75,,,,,,,
,242,8,,,,,,0.5416208505630493,0.0429551862180233,,,,,
0.7263157963752747,269,9,0.807692289352417,0.5,0.9056603908538818,0.6100977063179016,0.7028301954269409,,,,,,,
,269,9,,,,,,0.515661895275116,0.058912452310323715,,,,,
0.7684210538864136,296,10,0.8571428656578064,0.5714285969734192,0.9245282411575317,0.4810172915458679,0.7479784488677979,,,,,,,
,296,10,,,,,,0.5279475450515747,0.07561401277780533,,,,,
0.75789475440979,323,11,0.8275862336158752,0.5714285969734192,0.9056603908538818,0.5373287796974182,0.7385445237159729,,,,,,,
,323,11,,,,,,0.5310772657394409,0.07053525745868683,,,,,
0.75789475440979,350,12,0.7878788113594055,0.6190476417541504,0.8679245114326477,0.47677817940711975,0.7434860467910767,,,,,,,
,350,12,,,,,,0.51839679479599,0.09432084113359451,,,,,
0.7157894968986511,377,13,0.7142857313156128,0.5952380895614624,0.8113208413124084,0.562190592288971,0.703279435634613,,,,,,,
,377,13,,,,,,0.5125195384025574,0.10246895253658295,,,,,
0.7473683953285217,404,14,0.800000011920929,0.5714285969734192,0.8867924809455872,0.5143793225288391,0.7291104793548584,,,,,,,
,404,14,,,,,,0.49664559960365295,0.11116711795330048,,,,,
0.75789475440979,431,15,0.8518518805503845,0.5476190447807312,0.9245282411575317,0.5506742000579834,0.7360737323760986,,,,,,,
,431,15,,,,,,0.5166499018669128,0.14891014993190765,,,,,
0.7789473533630371,458,16,0.8387095928192139,0.6190476417541504,0.9056603908538818,0.4644031226634979,0.7623540163040161,,,,,,,
,458,16,,,,,,0.5271340608596802,0.15482044219970703,,,,,
0.7789473533630371,485,17,0.8620689511299133,0.5952380895614624,0.9245282411575317,0.6630955934524536,0.7598832249641418,,,,,,,
,485,17,,,,,,0.5174382925033569,0.16278758645057678,,,,,
0.7473683953285217,512,18,0.8214285373687744,0.5476190447807312,0.9056603908538818,0.42460161447525024,0.7266397476196289,,,,,,,
,512,18,,,,,,0.5046505928039551,0.1753113567829132,,,,,
0.7684210538864136,539,19,0.8571428656578064,0.5714285969734192,0.9245282411575317,0.44392865896224976,0.7479784488677979,,,,,,,
,539,19,,,,,,0.5091950297355652,0.18559816479682922,,,,,
0.7789473533630371,566,20,0.8620689511299133,0.5952380895614624,0.9245282411575317,0.6838573813438416,0.7598832249641418,,,,,,,
,566,20,,,,,,0.5059508085250854,0.1914982795715332,,,,,
0.7684210538864136,593,21,0.8571428656578064,0.5714285969734192,0.9245282411575317,0.4200020134449005,0.7479784488677979,,,,,,,
,593,21,,,,,,0.49431952834129333,0.1991848647594452,,,,,
0.8105263113975525,620,22,0.8999999761581421,0.6428571343421936,0.9433962106704712,0.4327335059642792,0.79312664270401,,,,,,,
,620,22,,,,,,0.49286898970603943,0.21798524260520935,,,,,
0.800000011920929,647,23,0.8709677457809448,0.6428571343421936,0.9245282411575317,0.47111183404922485,0.7836927175521851,,,,,,,
,647,23,,,,,,0.4898703396320343,0.2295711785554886,,,,,
0.800000011920929,674,24,0.8709677457809448,0.6428571343421936,0.9245282411575317,0.4718504548072815,0.7836927175521851,,,,,,,
,674,24,,,,,,0.5167275667190552,0.23974351584911346,,,,,
,675,25,,,,,,,,0.557692289352417,0.7627118825912476,0.7409673929214478,0.9242424368858337,0.8529411554336548
,675,25,,,,,,,,0.5096153616905212,0.75,0.7245047092437744,0.939393937587738,0.868852436542511
,675,25,,,,,,,,0.557692289352417,0.758474588394165,0.7371794581413269,0.9166666865348816,0.8405796885490417
