epoch,val_auroc,val_accuracy,val_loss,val_sensitivity,val_specificity,step,val_precision,train_loss,unlabeled_data_utilization,test_auroc,test_specificity,test_sensitivity,test_accuracy,test_precision
0,0.7275382876396179,0.7263157963752747,0.5656843781471252,0.738095223903656,0.7169811129570007,26,0.6739131212234497,,,,,,,
0,,,,,,26,,0.5877898335456848,0.0,,,,,
1,0.6963163018226624,0.7052631378173828,0.48851171135902405,0.6190476417541504,0.7735848426818848,53,0.6842105388641357,,,,,,,
1,,,,,,53,,0.5150426030158997,0.0,,,,,
2,0.7320306301116943,0.7368420958518982,0.4915110468864441,0.6904761791229248,0.7735848426818848,80,0.707317054271698,,,,,,,
2,,,,,,80,,0.4925467073917389,0.0,,,,,
3,0.7365228533744812,0.7473683953285217,0.49222180247306824,0.6428571343421936,0.8301886916160583,107,0.75,,,,,,,
3,,,,,,107,,0.47630390524864197,0.0,,,,,
4,0.7484278082847595,0.75789475440979,0.44780728220939636,0.6666666865348816,0.8301886916160583,134,0.7567567229270935,,,,,,,
4,,,,,,134,,0.47097623348236084,0.0,,,,,
5,0.7365228533744812,0.7473683953285217,0.38970112800598145,0.6428571343421936,0.8301886916160583,161,0.75,,,,,,,
5,,,,,,161,,0.45412787795066833,0.0,,,,,
6,0.8075022101402283,0.821052610874176,0.45185813307762146,0.6904761791229248,0.9245282411575317,188,0.8787878751754761,,,,,,,
6,,,,,,188,,0.42805016040802,0.0,,,,,
7,0.7886343002319336,0.800000011920929,0.4349609911441803,0.6904761791229248,0.8867924809455872,215,0.8285714387893677,,,,,,,
7,,,,,,215,,0.4300810694694519,0.0,,,,,
8,0.8030098080635071,0.8105263113975525,0.42052721977233887,0.738095223903656,0.8679245114326477,242,0.8157894611358643,,,,,,,
8,,,,,,242,,0.4068872630596161,0.0,,,,,
9,0.7911050915718079,0.800000011920929,0.4327680766582489,0.7142857313156128,0.8679245114326477,269,0.8108107447624207,,,,,,,
9,,,,,,269,,0.396561861038208,0.0,,,,,
10,0.7742587327957153,0.7894737124443054,0.3598734140396118,0.6428571343421936,0.9056603908538818,296,0.84375,,,,,,,
10,,,,,,296,,0.40796124935150146,0.0,,,,,
11,0.7767295241355896,0.7894737124443054,0.4492855966091156,0.6666666865348816,0.8867924809455872,323,0.8235294818878174,,,,,,,
11,,,,,,323,,0.40224650502204895,0.0,,,,,
12,0.7861635684967041,0.800000011920929,0.4344630241394043,0.6666666865348816,0.9056603908538818,350,0.8484848737716675,,,,,,,
12,,,,,,350,,0.3927589952945709,0.0,,,,,
13,0.8075022101402283,0.821052610874176,0.41059625148773193,0.6904761791229248,0.9245282411575317,377,0.8787878751754761,,,,,,,
13,,,,,,377,,0.40232327580451965,0.0,,,,,
14,0.8075022101402283,0.821052610874176,0.4900014102458954,0.6904761791229248,0.9245282411575317,404,0.8787878751754761,,,,,,,
14,,,,,,404,,0.3907758593559265,0.0,,,,,
15,0.7980683445930481,0.8105263113975525,0.41303348541259766,0.6904761791229248,0.9056603908538818,431,0.8529411554336548,,,,,,,
15,,,,,,431,,0.37576496601104736,0.0,,,,,
16,0.7365228533744812,0.7473683953285217,0.37887662649154663,0.6428571343421936,0.8301886916160583,458,0.75,,,,,,,
16,,,,,,458,,0.3821050524711609,0.0,,,,,
17,0.7980683445930481,0.8105263113975525,0.4216786324977875,0.6904761791229248,0.9056603908538818,485,0.8529411554336548,,,,,,,
17,,,,,,485,,0.3792656362056732,0.0,,,,,
18,0.7911050915718079,0.800000011920929,0.40492287278175354,0.7142857313156128,0.8679245114326477,512,0.8108107447624207,,,,,,,
18,,,,,,512,,0.3637334406375885,0.0,,,,,
19,0.79312664270401,0.8105263113975525,0.45482152700424194,0.6428571343421936,0.9433962106704712,539,0.8999999761581421,,,,,,,
19,,,,,,539,,0.3515920341014862,0.0,,,,,
20,0.7980683445930481,0.8105263113975525,0.4297234117984772,0.6904761791229248,0.9056603908538818,566,0.8529411554336548,,,,,,,
20,,,,,,566,,0.3614232838153839,0.0,,,,,
21,0.8005390167236328,0.8105263113975525,0.42592883110046387,0.7142857313156128,0.8867924809455872,593,0.8333333134651184,,,,,,,
21,,,,,,593,,0.34574460983276367,0.0,,,,,
22,0.8099730610847473,0.821052610874176,0.43818414211273193,0.7142857313156128,0.9056603908538818,620,0.8571428656578064,,,,,,,
22,,,,,,620,,0.3570079207420349,0.0,,,,,
23,0.8099730610847473,0.821052610874176,0.4211800694465637,0.7142857313156128,0.9056603908538818,647,0.8571428656578064,,,,,,,
23,,,,,,647,,0.33721429109573364,0.0,,,,,
24,0.7911050915718079,0.800000011920929,0.4532516598701477,0.7142857313156128,0.8679245114326477,674,0.8108107447624207,,,,,,,
24,,,,,,674,,0.35074782371520996,0.0,,,,,
25,0.7697663903236389,0.7789473533630371,0.44333288073539734,0.6904761791229248,0.849056601524353,701,0.7837837338447571,,,,,,,
25,,,,,,701,,0.33770206570625305,0.0,,,,,
26,0.8005390167236328,0.8105263113975525,0.46671968698501587,0.7142857313156128,0.8867924809455872,728,0.8333333134651184,,,,,,,
26,,,,,,728,,0.33737462759017944,0.0,,,,,
27,0.8218778371810913,0.8315789699554443,0.44077298045158386,0.738095223903656,0.9056603908538818,755,0.8611111044883728,,,,,,,
27,,,,,,755,,0.34369441866874695,0.0,,,,,
28,0.8218778371810913,0.8315789699554443,0.42355668544769287,0.738095223903656,0.9056603908538818,782,0.8611111044883728,,,,,,,
28,,,,,,782,,0.3340452313423157,0.0,,,,,
29,0.7886343002319336,0.800000011920929,0.4173932671546936,0.6904761791229248,0.8867924809455872,809,0.8285714387893677,,,,,,,
29,,,,,,809,,0.34228694438934326,0.0,,,,,
30,0.7911050915718079,0.800000011920929,0.45319947600364685,0.7142857313156128,0.8679245114326477,836,0.8108107447624207,,,,,,,
30,,,,,,836,,0.3292238712310791,0.0,,,,,
31,0.8099730610847473,0.821052610874176,0.3629300594329834,0.7142857313156128,0.9056603908538818,863,0.8571428656578064,,,,,,,
31,,,,,,863,,0.3397141098976135,0.0,,,,,
32,0.8099730610847473,0.821052610874176,0.4097391366958618,0.7142857313156128,0.9056603908538818,890,0.8571428656578064,,,,,,,
32,,,,,,890,,0.33432963490486145,0.0,,,,,
33,0.8337825536727905,0.8421052694320679,0.4368092715740204,0.761904776096344,0.9056603908538818,917,0.8648648858070374,,,,,,,
33,,,,,,917,,0.32426291704177856,0.0,,,,,
34,0.8218778371810913,0.8315789699554443,0.3987697660923004,0.738095223903656,0.9056603908538818,944,0.8611111044883728,,,,,,,
34,,,,,,944,,0.3394501209259033,0.0,,,,,
35,0.7816711664199829,0.7894737124443054,0.41091904044151306,0.7142857313156128,0.849056601524353,971,0.7894737124443054,,,,,,,
35,,,,,,971,,0.3231414258480072,0.0,,,,,
36,0.7911050915718079,0.800000011920929,0.38962453603744507,0.7142857313156128,0.8679245114326477,998,0.8108107447624207,,,,,,,
36,,,,,,998,,0.3250378966331482,0.0,,,,,
37,0.8030098080635071,0.8105263113975525,0.42006999254226685,0.738095223903656,0.8679245114326477,1025,0.8157894611358643,,,,,,,
37,,,,,,1025,,0.3275502622127533,0.0,,,,,
38,0.8124438524246216,0.821052610874176,0.4153521955013275,0.738095223903656,0.8867924809455872,1052,0.8378377556800842,,,,,,,
38,,,,,,1052,,0.32532212138175964,0.0,,,,,
39,0.8099730610847473,0.821052610874176,0.38809865713119507,0.7142857313156128,0.9056603908538818,1079,0.8571428656578064,,,,,,,
39,,,,,,1079,,0.3237990140914917,0.0,,,,,
40,0.7792003154754639,0.7894737124443054,0.38882720470428467,0.6904761791229248,0.8679245114326477,1106,0.8055555820465088,,,,,,,
