step,val_auroc,val_precision,epoch,val_specificity,val_loss,val_accuracy,val_sensitivity,train_loss,unlabeled_data_utilization,test_specificity,test_sensitivity,test_precision,test_accuracy,test_auroc
34,0.5422282218933105,0.4651162922382355,0,0.1320754736661911,0.6332505941390991,0.49473685026168823,0.9523809552192688,,,,,,,
34,,,0,,,,,0.6193245053291321,0.009017232805490494,,,,,
69,0.5312219262123108,0.625,1,0.9433962106704712,0.6237709522247314,0.5789473652839661,0.1190476194024086,,,,,,,
69,,,1,,,,,0.623030960559845,0.020332857966423035,,,,,
104,0.5123540163040161,0.5,2,0.9056603908538818,0.7361264824867249,0.557894766330719,0.1190476194024086,,,,,,,
104,,,2,,,,,0.6122252941131592,0.010673405602574348,,,,,
139,0.511904776096344,1.0,3,1.0,0.6069737076759338,0.5684210658073425,0.02380952425301075,,,,,,,
139,,,3,,,,,0.6273605823516846,0.02188616245985031,,,,,
174,0.523809552192688,1.0,4,1.0,0.712459146976471,0.5789473652839661,0.0476190485060215,,,,,,,
174,,,4,,,,,0.6226946115493774,0.009994369000196457,,,,,
209,0.5476190447807312,1.0,5,1.0,0.6369404196739197,0.6000000238418579,0.095238097012043,,,,,,,
209,,,5,,,,,0.6159082651138306,0.012649890966713428,,,,,
244,0.5476190447807312,1.0,6,1.0,0.8071174025535583,0.6000000238418579,0.095238097012043,,,,,,,
244,,,6,,,,,0.6181816458702087,0.013137818314135075,,,,,
279,0.6334232091903687,0.9230769276618958,7,0.9811320900917053,0.6506056189537048,0.6736842393875122,0.2857142984867096,,,,,,,
279,,,7,,,,,0.5971564054489136,0.013759441673755646,,,,,
314,0.6765499114990234,0.8181818127632141,8,0.9245282411575317,0.6117813587188721,0.7052631378173828,0.4285714328289032,,,,,,,
314,,,8,,,,,0.5889207124710083,0.02016637846827507,,,,,
349,0.7311322093009949,0.9130435585975647,9,0.9622642397880554,0.732480525970459,0.75789475440979,0.5,,,,,,,
349,,,9,,,,,0.5977579951286316,0.023183021694421768,,,,,
