val_accuracy,step,epoch,val_precision,val_sensitivity,val_specificity,val_loss,val_auroc,train_loss,unlabeled_data_utilization,test_sensitivity,test_accuracy,test_auroc,test_specificity,test_precision
0.5157894492149353,26,0,0.30000001192092896,0.0714285746216774,0.8679245114326477,0.8795188665390015,0.46967652440071106,,,,,,,
,26,0,,,,,,0.6408181190490723,0.007414010353386402,,,,,
0.5684210658073425,53,1,1.0,0.02380952425301075,1.0,1.2059255838394165,0.511904776096344,,,,,,,
,53,1,,,,,,0.6304539442062378,0.010156199336051941,,,,,
0.5789473652839661,80,2,0.6666666865348816,0.095238097012043,0.9622642397880554,2.5024497509002686,0.5287511348724365,,,,,,,
,80,2,,,,,,0.6244329810142517,0.013735795393586159,,,,,
0.6421052813529968,107,3,0.75,0.2857142984867096,0.9245282411575317,0.856293261051178,0.6051212549209595,,,,,,,
,107,3,,,,,,0.6403042674064636,0.018268559128046036,,,,,
0.621052622795105,134,4,0.800000011920929,0.190476194024086,0.9622642397880554,0.9410555958747864,0.5763701796531677,,,,,,,
,134,4,,,,,,0.6087169647216797,0.009915207512676716,,,,,
0.6631578803062439,161,5,0.75,0.3571428656578064,0.9056603908538818,1.2908134460449219,0.6314016580581665,,,,,,,
,161,5,,,,,,0.6009270548820496,0.013642163015902042,,,,,
0.6842105388641357,188,6,0.8333333134651184,0.3571428656578064,0.9433962106704712,0.6520974040031433,0.6502695679664612,,,,,,,
,188,6,,,,,,0.5799545049667358,0.01658022589981556,,,,,
0.7368420958518982,215,7,0.9473684430122375,0.4285714328289032,0.9811320900917053,1.4630969762802124,0.7048517465591431,,,,,,,
,215,7,,,,,,0.5518839359283447,0.01829669624567032,,,,,
0.7368420958518982,242,8,0.8399999737739563,0.5,0.9245282411575317,0.5492537617683411,0.7122641205787659,,,,,,,
,242,8,,,,,,0.5519342422485352,0.03479737788438797,,,,,
0.7789473533630371,269,9,0.8387095928192139,0.6190476417541504,0.9056603908538818,1.0668573379516602,0.7623540163040161,,,,,,,
,269,9,,,,,,0.5453235507011414,0.04285581037402153,,,,,
0.7473683953285217,296,10,0.78125,0.5952380895614624,0.8679245114326477,0.6486107110977173,0.7315813302993774,,,,,,,
,296,10,,,,,,0.5245285630226135,0.05951617658138275,,,,,
0.7894737124443054,323,11,0.8235294818878174,0.6666666865348816,0.8867924809455872,0.6420016884803772,0.7767295241355896,,,,,,,
,323,11,,,,,,0.5286149978637695,0.06321476399898529,,,,,
0.7789473533630371,350,12,0.8387095928192139,0.6190476417541504,0.9056603908538818,0.5860493779182434,0.7623540163040161,,,,,,,
,350,12,,,,,,0.5304431319236755,0.07224845141172409,,,,,
0.7894737124443054,377,13,0.8666666746139526,0.6190476417541504,0.9245282411575317,0.48906219005584717,0.7717880010604858,,,,,,,
,377,13,,,,,,0.5147424340248108,0.08243772387504578,,,,,
0.7894737124443054,404,14,0.84375,0.6428571343421936,0.9056603908538818,0.6118952035903931,0.7742587327957153,,,,,,,
,404,14,,,,,,0.5130463242530823,0.10134854912757874,,,,,
0.7789473533630371,431,15,0.8181818127632141,0.6428571343421936,0.8867924809455872,0.5344592332839966,0.7648246884346008,,,,,,,
,431,15,,,,,,0.5182629823684692,0.11148662120103836,,,,,
0.7789473533630371,458,16,0.8181818127632141,0.6428571343421936,0.8867924809455872,0.7473025918006897,0.7648246884346008,,,,,,,
,458,16,,,,,,0.508414089679718,0.11903965473175049,,,,,
0.7789473533630371,485,17,0.800000011920929,0.6666666865348816,0.8679245114326477,0.48113179206848145,0.7672956585884094,,,,,,,
,485,17,,,,,,0.5184381604194641,0.17351116240024567,,,,,
0.7789473533630371,512,18,0.8181818127632141,0.6428571343421936,0.8867924809455872,0.6695922613143921,0.7648246884346008,,,,,,,
,512,18,,,,,,0.5215291976928711,0.21791528165340424,,,,,
0.7789473533630371,539,19,0.800000011920929,0.6666666865348816,0.8679245114326477,0.683718740940094,0.7672956585884094,,,,,,,
,539,19,,,,,,0.5100836753845215,0.23400644958019257,,,,,
0.7789473533630371,566,20,0.7692307829856873,0.7142857313156128,0.8301886916160583,0.7560099363327026,0.7722371816635132,,,,,,,
,566,20,,,,,,0.5175661444664001,0.26108449697494507,,,,,
0.7894737124443054,593,21,0.8055555820465088,0.6904761791229248,0.8679245114326477,0.732873797416687,0.7792003154754639,,,,,,,
,593,21,,,,,,0.5255900621414185,0.27759790420532227,,,,,
