step,val_auroc,val_precision,epoch,val_specificity,val_loss,val_accuracy,val_sensitivity,train_loss,unlabeled_data_utilization,test_specificity,test_sensitivity,test_precision,test_accuracy,test_auroc
34,0.523809552192688,1.0,0,1.0,0.6181253790855408,0.5789473652839661,0.0476190485060215,,,,,,,
34,,,0,,,,,0.6315416693687439,0.00655633769929409,,,,,
69,0.5049416422843933,0.5,1,0.9622642397880554,0.622367262840271,0.557894766330719,0.0476190485060215,,,,,,,
69,,,1,,,,,0.6229270100593567,0.0075832391157746315,,,,,
104,0.49056604504585266,0.0,2,0.9811320900917053,0.6242208480834961,0.5473684072494507,0.0,,,,,,,
104,,,2,,,,,0.6241986155509949,0.014963808469474316,,,,,
139,0.511904776096344,1.0,3,1.0,0.6433015465736389,0.5684210658073425,0.02380952425301075,,,,,,,
139,,,3,,,,,0.6234295964241028,0.01040789857506752,,,,,
174,0.5714285969734192,1.0,4,1.0,0.6262099146842957,0.621052622795105,0.1428571492433548,,,,,,,
174,,,4,,,,,0.5945065021514893,0.020816203206777573,,,,,
209,0.5738993287086487,0.875,5,0.9811320900917053,0.6387374997138977,0.621052622795105,0.1666666716337204,,,,,,,
209,,,5,,,,,0.6140812635421753,0.01951856166124344,,,,,
244,0.5738993287086487,0.875,6,0.9811320900917053,0.6187186241149902,0.621052622795105,0.1666666716337204,,,,,,,
244,,,6,,,,,0.6116266846656799,0.016661841422319412,,,,,
279,0.5743485689163208,0.6470588445663452,7,0.8867924809455872,0.602588951587677,0.6105263233184814,0.261904776096344,,,,,,,
279,,,7,,,,,0.6015283465385437,0.013229863718152046,,,,,
314,0.6576818823814392,0.75,8,0.8867924809455872,0.5729954242706299,0.6842105388641357,0.4285714328289032,,,,,,,
314,,,8,,,,,0.5937470197677612,0.01651655323803425,,,,,
349,0.6983378529548645,0.7419354915618896,9,0.849056601524353,0.6207258105278015,0.7157894968986511,0.5476190447807312,,,,,,,
349,,,9,,,,,0.5681177377700806,0.016781378537416458,,,,,
384,0.7241688966751099,0.8461537957191467,10,0.9245282411575317,0.6368503570556641,0.7473683953285217,0.523809552192688,,,,,,,
384,,,10,,,,,0.5857734680175781,0.02190365456044674,,,,,
419,0.7583107948303223,0.7111111283302307,11,0.7547169923782349,0.5997681617736816,0.75789475440979,0.761904776096344,,,,,,,
419,,,11,,,,,0.5208812355995178,0.025627659633755684,,,,,
454,0.7221473455429077,0.7575757503509521,12,0.849056601524353,0.5955922603607178,0.7368420958518982,0.5952380895614624,,,,,,,
454,,,12,,,,,0.5454248785972595,0.0513228103518486,,,,,
489,0.7553907632827759,0.7941176295280457,13,0.8679245114326477,0.5221127271652222,0.7684210538864136,0.6428571343421936,,,,,,,
489,,,13,,,,,0.49736952781677246,0.056972187012434006,,,,,
524,0.7911050915718079,0.8108107447624207,14,0.8679245114326477,0.4976401627063751,0.800000011920929,0.7142857313156128,,,,,,,
524,,,14,,,,,0.4973360002040863,0.07635000348091125,,,,,
559,0.7792003154754639,0.8055555820465088,15,0.8679245114326477,0.5217480659484863,0.7894737124443054,0.6904761791229248,,,,,,,
559,,,15,,,,,0.4773522615432739,0.10362038016319275,,,,,
594,0.8149146437644958,0.8205127716064453,16,0.8679245114326477,0.49514496326446533,0.821052610874176,0.761904776096344,,,,,,,
594,,,16,,,,,0.46219152212142944,0.1335403174161911,,,,,
629,0.8030098080635071,0.8157894611358643,17,0.8679245114326477,0.47313496470451355,0.8105263113975525,0.738095223903656,,,,,,,
629,,,17,,,,,0.462950199842453,0.17179107666015625,,,,,
664,0.8079515099525452,0.7857142686843872,18,0.8301886916160583,0.48235756158828735,0.8105263113975525,0.7857142686843872,,,,,,,
664,,,18,,,,,0.4428041875362396,0.184541717171669,,,,,
699,0.8292902112007141,0.8095238208770752,19,0.849056601524353,0.502205491065979,0.8315789699554443,0.8095238208770752,,,,,,,
699,,,19,,,,,0.4335375428199768,0.21429210901260376,,,,,
734,0.8079515099525452,0.7857142686843872,20,0.8301886916160583,0.45427054166793823,0.8105263113975525,0.7857142686843872,,,,,,,
734,,,20,,,,,0.43399813771247864,0.25355249643325806,,,,,
769,0.8173854351043701,0.8048780560493469,21,0.849056601524353,0.4866245985031128,0.821052610874176,0.7857142686843872,,,,,,,
769,,,21,,,,,0.44664400815963745,0.2638370096683502,,,,,
804,0.8173854351043701,0.8048780560493469,22,0.849056601524353,0.40726473927497864,0.821052610874176,0.7857142686843872,,,,,,,
804,,,22,,,,,0.4436721205711365,0.27856820821762085,,,,,
839,0.8079515099525452,0.7857142686843872,23,0.8301886916160583,0.472648948431015,0.8105263113975525,0.7857142686843872,,,,,,,
839,,,23,,,,,0.42776304483413696,0.28462883830070496,,,,,
874,0.8173854351043701,0.8048780560493469,24,0.849056601524353,0.4488537311553955,0.821052610874176,0.7857142686843872,,,,,,,
874,,,24,,,,,0.4348524808883667,0.3140996992588043,,,,,
875,,,25,,,,,,,0.8625954389572144,0.6571428775787354,0.7931034564971924,0.7711864113807678,0.7598691582679749
875,,,25,,,,,,,0.8549618124961853,0.6571428775787354,0.7840909361839294,0.7669491767883301,0.7560523152351379
875,,,25,,,,,,,0.8396946787834167,0.6476190686225891,0.7640449404716492,0.7542372941970825,0.7436568140983582
