epoch,val_auroc,val_accuracy,val_loss,val_sensitivity,val_specificity,step,val_precision,train_loss,unlabeled_data_utilization,test_auroc,test_specificity,test_sensitivity,test_accuracy,test_precision
0,0.6013027429580688,0.557894766330719,0.6337289214134216,0.976190447807312,0.22641509771347046,33,0.5,,,,,,,
0,,,,,,33,,0.6019340753555298,0.017763754352927208,,,,,
1,0.6853099465370178,0.6736842393875122,0.5569967031478882,0.7857142686843872,0.5849056839942932,67,0.6000000238418579,,,,,,,
1,,,,,,67,,0.54097980260849,0.18606916069984436,,,,,
2,0.770215630531311,0.7684210538864136,0.4521998465061188,0.7857142686843872,0.7547169923782349,101,0.717391312122345,,,,,,,
2,,,,,,101,,0.5461286902427673,0.3484061360359192,,,,,
3,0.7890835404396057,0.7894737124443054,0.41985058784484863,0.7857142686843872,0.792452871799469,135,0.75,,,,,,,
3,,,,,,135,,0.5318787097930908,0.43445923924446106,,,,,
4,0.8342319130897522,0.8315789699554443,0.4532374441623688,0.8571428656578064,0.8113208413124084,169,0.782608687877655,,,,,,,
4,,,,,,169,,0.5275565981864929,0.5124077200889587,,,,,
5,0.8387241363525391,0.8421052694320679,0.40662387013435364,0.8095238208770752,0.8679245114326477,203,0.8292682766914368,,,,,,,
5,,,,,,203,,0.5175948143005371,0.5837963223457336,,,,,
6,0.8104223012924194,0.8105263113975525,0.4202921688556671,0.8095238208770752,0.8113208413124084,237,0.7727272510528564,,,,,,,
6,,,,,,237,,0.5110461711883545,0.5750797390937805,,,,,
7,0.8670260906219482,0.8736842274665833,0.4144356846809387,0.8095238208770752,0.9245282411575317,271,0.8947368264198303,,,,,,,
7,,,,,,271,,0.49583369493484497,0.6107437014579773,,,,,
8,0.8456873297691345,0.8526315689086914,0.409821093082428,0.7857142686843872,0.9056603908538818,305,0.8684210777282715,,,,,,,
8,,,,,,305,,0.49907371401786804,0.6141730546951294,,,,,
9,0.8481580018997192,0.8526315689086914,0.3470335006713867,0.8095238208770752,0.8867924809455872,339,0.8500000238418579,,,,,,,
9,,,,,,339,,0.491797536611557,0.6202833652496338,,,,,
10,0.8387241363525391,0.8421052694320679,0.37957820296287537,0.8095238208770752,0.8679245114326477,373,0.8292682766914368,,,,,,,
10,,,,,,373,,0.48599836230278015,0.6372435092926025,,,,,
11,0.824348509311676,0.8315789699554443,0.4011026620864868,0.761904776096344,0.8867924809455872,407,0.8421052694320679,,,,,,,
11,,,,,,407,,0.48430749773979187,0.6326358914375305,,,,,
12,0.8506287932395935,0.8526315689086914,0.4199244976043701,0.8333333134651184,0.8679245114326477,441,0.8333333134651184,,,,,,,
12,,,,,,441,,0.44766879081726074,0.6559493541717529,,,,,
13,0.8268193006515503,0.8315789699554443,0.41374677419662476,0.7857142686843872,0.8679245114326477,475,0.824999988079071,,,,,,,
13,,,,,,475,,0.45514988899230957,0.6672911047935486,,,,,
14,0.8530997633934021,0.8526315689086914,0.40662768483161926,0.8571428656578064,0.849056601524353,509,0.8181818127632141,,,,,,,
14,,,,,,509,,0.46921616792678833,0.6812142729759216,,,,,
15,0.8411949276924133,0.8421052694320679,0.41919854283332825,0.8333333134651184,0.849056601524353,543,0.8139534592628479,,,,,,,
15,,,,,,543,,0.4658050239086151,0.6622113585472107,,,,,
16,0.8292902112007141,0.8315789699554443,0.41311967372894287,0.8095238208770752,0.849056601524353,577,0.8095238208770752,,,,,,,
16,,,,,,577,,0.4374709725379944,0.6752855777740479,,,,,
17,0.8481580018997192,0.8526315689086914,0.3962130546569824,0.8095238208770752,0.8867924809455872,611,0.8500000238418579,,,,,,,
17,,,,,,611,,0.4638572335243225,0.6806746125221252,,,,,
18,0.8838724493980408,0.8842105269432068,0.4441920518875122,0.8809523582458496,0.8867924809455872,645,0.8604651093482971,,,,,,,
18,,,,,,645,,0.4353254437446594,0.6881859302520752,,,,,
19,0.8223269581794739,0.821052610874176,0.4262338876724243,0.8333333134651184,0.8113208413124084,679,0.7777778506278992,,,,,,,
19,,,,,,679,,0.447981595993042,0.6953315138816833,,,,,
20,0.8387241363525391,0.8421052694320679,0.3854771554470062,0.8095238208770752,0.8679245114326477,713,0.8292682766914368,,,,,,,
20,,,,,,713,,0.4542955160140991,0.6882790327072144,,,,,
21,0.8337825536727905,0.8421052694320679,0.3315257132053375,0.761904776096344,0.9056603908538818,747,0.8648648858070374,,,,,,,
21,,,,,,747,,0.4265405237674713,0.7084857821464539,,,,,
22,0.8481580018997192,0.8526315689086914,0.38179177045822144,0.8095238208770752,0.8867924809455872,781,0.8500000238418579,,,,,,,
22,,,,,,781,,0.4222205877304077,0.7148478031158447,,,,,
23,0.8124438524246216,0.821052610874176,0.441805899143219,0.738095223903656,0.8867924809455872,815,0.8378377556800842,,,,,,,
23,,,,,,815,,0.436715692281723,0.7240762114524841,,,,,
24,0.8218778371810913,0.8315789699554443,0.3989502787590027,0.738095223903656,0.9056603908538818,849,0.8611111044883728,,,,,,,
24,,,,,,849,,0.40939465165138245,0.7145339846611023,,,,,
25,0.8005390167236328,0.8105263113975525,0.43756961822509766,0.7142857313156128,0.8867924809455872,883,0.8333333134651184,,,,,,,
25,,,,,,883,,0.4162907004356384,0.7224052548408508,,,,,
26,0.8268193006515503,0.8315789699554443,0.38011497259140015,0.7857142686843872,0.8679245114326477,917,0.824999988079071,,,,,,,
26,,,,,,917,,0.4136365056037903,0.727288007736206,,,,,
27,0.8223269581794739,0.821052610874176,0.5023669600486755,0.8333333134651184,0.8113208413124084,951,0.7777778506278992,,,,,,,
27,,,,,,951,,0.4167146384716034,0.7126058340072632,,,,,
28,0.8124438524246216,0.821052610874176,0.46194785833358765,0.738095223903656,0.8867924809455872,985,0.8378377556800842,,,,,,,
28,,,,,,985,,0.41357114911079407,0.7261360883712769,,,,,
29,0.8124438524246216,0.821052610874176,0.3918468952178955,0.738095223903656,0.8867924809455872,1019,0.8378377556800842,,,,,,,
29,,,,,,1019,,0.4060101807117462,0.7214548587799072,,,,,
30,0.8104223012924194,0.8105263113975525,0.3747648596763611,0.8095238208770752,0.8113208413124084,1053,0.7727272510528564,,,,,,,
30,,,,,,1053,,0.4144686162471771,0.7243213653564453,,,,,
31,0.8456873297691345,0.8526315689086914,0.4291325509548187,0.7857142686843872,0.9056603908538818,1087,0.8684210777282715,,,,,,,
31,,,,,,1087,,0.4032043516635895,0.7090288400650024,,,,,
32,0.83625328540802,0.8421052694320679,0.3883410692214966,0.7857142686843872,0.8867924809455872,1121,0.8461537957191467,,,,,,,
32,,,,,,1121,,0.40218472480773926,0.7406874299049377,,,,,
33,0.8337825536727905,0.8421052694320679,0.4249083995819092,0.761904776096344,0.9056603908538818,1155,0.8648648858070374,,,,,,,
33,,,,,,1155,,0.3991224765777588,0.7328594923019409,,,,,
34,0.8481580018997192,0.8526315689086914,0.3647509217262268,0.8095238208770752,0.8867924809455872,1189,0.8500000238418579,,,,,,,
34,,,,,,1189,,0.4070582389831543,0.7378349900245667,,,,,
35,0.83625328540802,0.8421052694320679,0.34467625617980957,0.7857142686843872,0.8867924809455872,1223,0.8461537957191467,,,,,,,
35,,,,,,1223,,0.39751631021499634,0.7387661337852478,,,,,
36,0.8124438524246216,0.821052610874176,0.3849000930786133,0.738095223903656,0.8867924809455872,1257,0.8378377556800842,,,,,,,
36,,,,,,1257,,0.39649248123168945,0.723441481590271,,,,,
37,0.8030098080635071,0.8105263113975525,0.3724270164966583,0.738095223903656,0.8679245114326477,1291,0.8157894611358643,,,,,,,
37,,,,,,1291,,0.38343000411987305,0.7532684803009033,,,,,
38,0.8173854351043701,0.821052610874176,0.4058744013309479,0.7857142686843872,0.849056601524353,1325,0.8048780560493469,,,,,,,
38,,,,,,1325,,0.3639756441116333,0.7427995800971985,,,,,
39,0.8268193006515503,0.8315789699554443,0.42414581775665283,0.7857142686843872,0.8679245114326477,1359,0.824999988079071,,,,,,,
39,,,,,,1359,,0.3729565143585205,0.7381874322891235,,,,,
40,0.8054806590080261,0.8105263113975525,0.34843870997428894,0.761904776096344,0.849056601524353,1393,0.800000011920929,,,,,,,
40,,,,,,1393,,0.3883994221687317,0.739425778388977,,,,,
41,0.8506287932395935,0.8526315689086914,0.40619027614593506,0.8333333134651184,0.8679245114326477,1427,0.8333333134651184,,,,,,,
41,,,,,,1427,,0.37966519594192505,0.7471108436584473,,,,,
42,0.8625337481498718,0.8631578683853149,0.4653705656528473,0.8571428656578064,0.8679245114326477,1461,0.8372092843055725,,,,,,,
42,,,,,,1461,,0.3497179448604584,0.7400394678115845,,,,,
43,0.8411949276924133,0.8421052694320679,0.4720737934112549,0.8333333134651184,0.849056601524353,1495,0.8139534592628479,,,,,,,
43,,,,,,1495,,0.36482712626457214,0.7502309679985046,,,,,
44,0.8292902112007141,0.8315789699554443,0.40050601959228516,0.8095238208770752,0.849056601524353,1529,0.8095238208770752,,,,,,,
44,,,,,,1529,,0.37330925464630127,0.7561972737312317,,,,,
45,0.8198562860488892,0.821052610874176,0.4358642101287842,0.8095238208770752,0.8301886916160583,1563,0.7906976938247681,,,,,,,
45,,,,,,1563,,0.3800238370895386,0.7588583827018738,,,,,
46,0.8481580018997192,0.8526315689086914,0.35624194145202637,0.8095238208770752,0.8867924809455872,1597,0.8500000238418579,,,,,,,
46,,,,,,1597,,0.35640186071395874,0.7771349549293518,,,,,
47,0.8268193006515503,0.8315789699554443,0.46482598781585693,0.7857142686843872,0.8679245114326477,1631,0.824999988079071,,,,,,,
47,,,,,,1631,,0.36830464005470276,0.7645478248596191,,,,,
48,0.8149146437644958,0.821052610874176,0.44770127534866333,0.761904776096344,0.8679245114326477,1665,0.8205127716064453,,,,,,,
48,,,,,,1665,,0.3536689579486847,0.7740166187286377,,,,,
49,0.8005390167236328,0.8105263113975525,0.41903936862945557,0.7142857313156128,0.8867924809455872,1699,0.8333333134651184,,,,,,,
49,,,,,,1699,,0.3639749586582184,0.756636917591095,,,,,
50,0.8292902112007141,0.8315789699554443,0.48034149408340454,0.8095238208770752,0.849056601524353,1733,0.8095238208770752,,,,,,,
50,,,,,,1733,,0.3577718436717987,0.7601841688156128,,,,,
51,0.8387241363525391,0.8421052694320679,0.44170135259628296,0.8095238208770752,0.8679245114326477,1767,0.8292682766914368,,,,,,,
51,,,,,,1767,,0.3760565519332886,0.7628351449966431,,,,,
52,0.8292902112007141,0.8315789699554443,0.4496977627277374,0.8095238208770752,0.849056601524353,1801,0.8095238208770752,,,,,,,
52,,,,,,1801,,0.36245083808898926,0.7623801231384277,,,,,
53,0.8436657786369324,0.8421052694320679,0.4161123037338257,0.8571428656578064,0.8301886916160583,1835,0.800000011920929,,,,,,,
53,,,,,,1835,,0.3633948862552643,0.7567625045776367,,,,,
54,0.8342319130897522,0.8315789699554443,0.48006385564804077,0.8571428656578064,0.8113208413124084,1869,0.782608687877655,,,,,,,
54,,,,,,1869,,0.34330955147743225,0.7453339695930481,,,,,
55,0.8411949276924133,0.8421052694320679,0.387205570936203,0.8333333134651184,0.849056601524353,1903,0.8139534592628479,,,,,,,
55,,,,,,1903,,0.33714962005615234,0.7677670121192932,,,,,
56,0.8317610025405884,0.8315789699554443,0.4644479751586914,0.8333333134651184,0.8301886916160583,1937,0.7954545617103577,,,,,,,
56,,,,,,1937,,0.3329080045223236,0.7840189933776855,,,,,
57,0.8218778371810913,0.8315789699554443,0.4108844995498657,0.738095223903656,0.9056603908538818,1971,0.8611111044883728,,,,,,,
57,,,,,,1971,,0.3467477262020111,0.786639392375946,,,,,
58,0.7911050915718079,0.800000011920929,0.4465443193912506,0.7142857313156128,0.8679245114326477,2005,0.8108107447624207,,,,,,,
58,,,,,,2005,,0.34994566440582275,0.7690975666046143,,,,,
59,0.8506287932395935,0.8526315689086914,0.4419883191585541,0.8333333134651184,0.8679245114326477,2039,0.8333333134651184,,,,,,,
59,,,,,,2039,,0.34724974632263184,0.7672967910766602,,,,,
60,0.8198562860488892,0.821052610874176,0.41710659861564636,0.8095238208770752,0.8301886916160583,2073,0.7906976938247681,,,,,,,
60,,,,,,2073,,0.3488728404045105,0.7736299633979797,,,,,
61,0.8173854351043701,0.821052610874176,0.39710134267807007,0.7857142686843872,0.849056601524353,2107,0.8048780560493469,,,,,,,
61,,,,,,2107,,0.31971031427383423,0.7735211253166199,,,,,
62,0.8411949276924133,0.8421052694320679,0.4454779028892517,0.8333333134651184,0.849056601524353,2141,0.8139534592628479,,,,,,,
62,,,,,,2141,,0.3394067883491516,0.7646836638450623,,,,,
63,0.8337825536727905,0.8421052694320679,0.37273970246315,0.761904776096344,0.9056603908538818,2175,0.8648648858070374,,,,,,,
63,,,,,,2175,,0.34393054246902466,0.7853861451148987,,,,,
64,0.8268193006515503,0.8315789699554443,0.46530812978744507,0.7857142686843872,0.8679245114326477,2209,0.824999988079071,,,,,,,
64,,,,,,2209,,0.3170388638973236,0.7827789187431335,,,,,
65,0.8292902112007141,0.8315789699554443,0.34346213936805725,0.8095238208770752,0.849056601524353,2243,0.8095238208770752,,,,,,,
65,,,,,,2243,,0.3219800293445587,0.778333842754364,,,,,
66,0.8506287932395935,0.8526315689086914,0.40556570887565613,0.8333333134651184,0.8679245114326477,2277,0.8333333134651184,,,,,,,
66,,,,,,2277,,0.344199538230896,0.782249391078949,,,,,
67,0.83625328540802,0.8421052694320679,0.4663040041923523,0.7857142686843872,0.8867924809455872,2311,0.8461537957191467,,,,,,,
