val_auroc,val_precision,val_specificity,val_loss,val_sensitivity,epoch,step,val_accuracy,train_loss,unlabeled_data_utilization,test_auroc,test_sensitivity,test_precision,test_specificity,test_accuracy
0.5174999833106995,0.07692307978868484,0.15999998152256012,0.3734060227870941,0.875,0,34,0.21296297013759613,,,,,,,
,,,,,0,34,,0.3726609945297241,0.010417979210615158,,,,,
0.5074999928474426,0.07526881247758865,0.14000000059604645,0.366367906332016,0.875,1,69,0.1944444477558136,,,,,,,
,,,,,1,69,,0.37213650345802307,0.012252163141965866,,,,,
0.5174999833106995,0.07692307978868484,0.15999998152256012,0.3596976101398468,0.875,2,104,0.21296297013759613,,,,,,,
,,,,,2,104,,0.37103787064552307,0.01265734527260065,,,,,
0.5575000047683716,0.08433734625577927,0.23999999463558197,0.3618641495704651,0.875,3,139,0.28703704476356506,,,,,,,
,,,,,3,139,,0.36687150597572327,0.013323171064257622,,,,,
0.5575000047683716,0.08433734625577927,0.23999999463558197,0.364396333694458,0.875,4,174,0.28703704476356506,,,,,,,
,,,,,4,174,,0.3691518008708954,0.01538495346903801,,,,,
0.612500011920929,0.0972222238779068,0.3499999940395355,0.3680853247642517,0.875,5,209,0.3888888955116272,,,,,,,
,,,,,5,209,,0.366369366645813,0.019572386518120766,,,,,
0.5575000047683716,0.08433734625577927,0.23999999463558197,0.4024951159954071,0.875,6,244,0.28703704476356506,,,,,,,
,,,,,6,244,,0.3676624298095703,0.014602248556911945,,,,,
0.5600000023841858,0.08695653080940247,0.3700000047683716,0.37384945154190063,0.75,7,279,0.39814814925193787,,,,,,,
,,,,,7,279,,0.36277928948402405,0.013828151859343052,,,,,
0.6024999022483826,0.09459460526704788,0.33000004291534424,0.35572510957717896,0.875,8,314,0.37037035822868347,,,,,,,
,,,,,8,314,,0.3618571162223816,0.022466519847512245,,,,,
0.5525000095367432,0.0833333358168602,0.23000000417232513,0.3539849519729614,0.875,9,349,0.2777777910232544,,,,,,,
,,,,,9,349,,0.3615737557411194,0.015643751248717308,,,,,
0.5375000238418579,0.0833333358168602,0.44999998807907104,0.35996273159980774,0.625,10,384,0.46296295523643494,,,,,,,
,,,,,10,384,,0.3551139831542969,0.01739531196653843,,,,,
0.4549999535083771,0.0555555559694767,0.6600000858306885,0.3480384051799774,0.25,11,419,0.6296296119689941,,,,,,,
,,,,,11,419,,0.35671889781951904,0.01629287376999855,,,,,
0.4424999952316284,0.057692307978868484,0.5099999904632568,0.34948235750198364,0.375,12,454,0.5,,,,,,,
,,,,,12,454,,0.3556860685348511,0.019564764574170113,,,,,
0.39249998331069946,0.02857142873108387,0.6600000858306885,0.3521694540977478,0.125,13,489,0.6203703880310059,,,,,,,
,,,,,13,489,,0.35846444964408875,0.020377399399876595,,,,,
0.5324999690055847,0.08196721225976944,0.4399999976158142,0.3576343357563019,0.625,14,524,0.45370370149612427,,,,,,,
,,,,,14,524,,0.3578004240989685,0.017989998683333397,,,,,
0.4724999964237213,0.06521739065647125,0.5699999928474426,0.3557317554950714,0.375,15,559,0.5555555820465088,,,,,,,
,,,,,15,559,,0.3494627773761749,0.021212231367826462,,,,,
0.32999998331069946,0.0,0.6600000858306885,0.35362938046455383,0.0,16,594,0.6111111044883728,,,,,,,
,,,,,16,594,,0.3539189398288727,0.020272457972168922,,,,,
0.4699999988079071,0.06060606613755226,0.6899999976158142,0.35545477271080017,0.25,17,629,0.6574074029922485,,,,,,,
,,,,,17,629,,0.3468492329120636,0.017197206616401672,,,,,
0.48500001430511475,0.06666667014360428,0.7200000286102295,0.35385289788246155,0.25,18,664,0.6851851940155029,,,,,,,
,,,,,18,664,,0.3512190878391266,0.020160987973213196,,,,,
0.41499999165534973,0.0,0.8299999833106995,0.3435654044151306,0.0,19,699,0.7685185074806213,,,,,,,
,,,,,19,699,,0.35075321793556213,0.022362899035215378,,,,,
,,,,,20,700,,,,0.39170509576797485,0.4285714328289032,0.05325443670153618,0.35483869910240173,0.36059480905532837
,,,,,20,700,,,,0.5032641887664795,0.0952380895614624,0.0833333358168602,0.9112903475761414,0.8475836515426636
,,,,,20,700,,,,0.5032641887664795,0.0952380895614624,0.0833333358168602,0.9112903475761414,0.8475836515426636
