val_precision,step,val_sensitivity,val_auroc,val_accuracy,val_specificity,epoch,val_loss,train_loss,unlabeled_data_utilization,test_specificity,test_auroc,test_sensitivity,test_precision,test_accuracy
0.5862069129943848,34,0.4047619104385376,0.5891733765602112,0.6105263233184814,0.7735848426818848,0,0.7769633531570435,,,,,,,
,34,,,,,0,,0.6360460519790649,0.020769409835338593,,,,,
0.6666666865348816,69,0.2380952388048172,0.5718778371810913,0.6105263233184814,0.9056603908538818,1,0.6948754787445068,,,,,,,
,69,,,,,1,,0.6294979453086853,0.023771345615386963,,,,,
0.4545454680919647,104,0.1190476194024086,0.5029200315475464,0.5473684072494507,0.8867924809455872,2,0.9705936908721924,,,,,,,
,104,,,,,2,,0.6267852187156677,0.020186513662338257,,,,,
0.7105262875556946,139,0.6428571343421936,0.7176550030708313,0.7263157963752747,0.792452871799469,3,0.7392910718917847,,,,,,,
,139,,,,,3,,0.5974105596542358,0.03199688717722893,,,,,
0.8399999737739563,174,0.5,0.7122641205787659,0.7368420958518982,0.9245282411575317,4,0.6157854199409485,,,,,,,
,174,,,,,4,,0.5804181098937988,0.02957308106124401,,,,,
0.9259259104728699,209,0.5952380895614624,0.7787511944770813,0.800000011920929,0.9622642397880554,5,0.6449049711227417,,,,,,,
,209,,,,,5,,0.5508489608764648,0.040266092866659164,,,,,
0.78125,244,0.5952380895614624,0.7315813302993774,0.7473683953285217,0.8679245114326477,6,0.815857470035553,,,,,,,
,244,,,,,6,,0.548701822757721,0.07930105179548264,,,,,
0.7941176295280457,279,0.6428571343421936,0.7553907632827759,0.7684210538864136,0.8679245114326477,7,0.6908755898475647,,,,,,,
,279,,,,,7,,0.546561062335968,0.10747461766004562,,,,,
0.84375,314,0.6428571343421936,0.7742587327957153,0.7894737124443054,0.9056603908538818,8,0.49448293447494507,,,,,,,
,314,,,,,8,,0.5001217126846313,0.17980720102787018,,,,,
0.8529411554336548,349,0.6904761791229248,0.7980683445930481,0.8105263113975525,0.9056603908538818,9,0.5760287642478943,,,,,,,
,349,,,,,9,,0.5304943323135376,0.2735207974910736,,,,,
0.931034505367279,384,0.6428571343421936,0.8025606870651245,0.821052610874176,0.9622642397880554,10,0.4912410080432892,,,,,,,
,384,,,,,10,,0.55265212059021,0.29687201976776123,,,,,
0.84375,419,0.6428571343421936,0.7742587327957153,0.7894737124443054,0.9056603908538818,11,0.48513057827949524,,,,,,,
,419,,,,,11,,0.5142546892166138,0.31278306245803833,,,,,
0.84375,454,0.6428571343421936,0.7742587327957153,0.7894737124443054,0.9056603908538818,12,0.5020109415054321,,,,,,,
,454,,,,,12,,0.5361130833625793,0.353661447763443,,,,,
0.8620689511299133,489,0.5952380895614624,0.7598832249641418,0.7789473533630371,0.9245282411575317,13,0.449898362159729,,,,,,,
,489,,,,,13,,0.4838939905166626,0.39736998081207275,,,,,
0.8484848737716675,524,0.6666666865348816,0.7861635684967041,0.800000011920929,0.9056603908538818,14,0.46402454376220703,,,,,,,
,524,,,,,14,,0.5119306445121765,0.42920276522636414,,,,,
0.8787878751754761,559,0.6904761791229248,0.8075022101402283,0.821052610874176,0.9245282411575317,15,0.49758872389793396,,,,,,,
,559,,,,,15,,0.5000558495521545,0.4696982204914093,,,,,
0.875,594,0.6666666865348816,0.795597493648529,0.8105263113975525,0.9245282411575317,16,0.44108301401138306,,,,,,,
,594,,,,,16,,0.5031095147132874,0.4887044131755829,,,,,
0.8571428656578064,629,0.7142857313156128,0.8099730610847473,0.821052610874176,0.9056603908538818,17,0.7717243432998657,,,,,,,
,629,,,,,17,,0.5117770433425903,0.5226882696151733,,,,,
0.8888888955116272,664,0.5714285969734192,0.7574123740196228,0.7789473533630371,0.9433962106704712,18,0.4319760501384735,,,,,,,
,664,,,,,18,,0.5014204978942871,0.5270683765411377,,,,,
0.800000011920929,699,0.6666666865348816,0.7672956585884094,0.7789473533630371,0.8679245114326477,19,0.4974050521850586,,,,,,,
,699,,,,,19,,0.4846665859222412,0.5353039503097534,,,,,
0.800000011920929,734,0.6666666865348816,0.7672956585884094,0.7789473533630371,0.8679245114326477,20,0.4953746497631073,,,,,,,
,734,,,,,20,,0.5082403421401978,0.5592176914215088,,,,,
0.8787878751754761,769,0.6904761791229248,0.8075022101402283,0.821052610874176,0.9245282411575317,21,0.501637876033783,,,,,,,
,769,,,,,21,,0.4922308921813965,0.5831567645072937,,,,,
0.90625,804,0.6904761791229248,0.816936194896698,0.8315789699554443,0.9433962106704712,22,0.43431389331817627,,,,,,,
,804,,,,,22,,0.49671998620033264,0.5637345314025879,,,,,
0.8529411554336548,839,0.6904761791229248,0.7980683445930481,0.8105263113975525,0.9056603908538818,23,0.44197431206703186,,,,,,,
,839,,,,,23,,0.4834313988685608,0.5660858750343323,,,,,
0.875,874,0.6666666865348816,0.795597493648529,0.8105263113975525,0.9245282411575317,24,0.4910524785518646,,,,,,,
,874,,,,,24,,0.4864266514778137,0.5660538673400879,,,,,
0.8108107447624207,909,0.7142857313156128,0.7911050915718079,0.800000011920929,0.8679245114326477,25,0.3812980353832245,,,,,,,
,909,,,,,25,,0.48414692282676697,0.5909605026245117,,,,,
0.8709677457809448,944,0.6428571343421936,0.7836927175521851,0.800000011920929,0.9245282411575317,26,0.47842565178871155,,,,,,,
,944,,,,,26,,0.5088111162185669,0.5903079509735107,,,,,
0.90625,979,0.6904761791229248,0.816936194896698,0.8315789699554443,0.9433962106704712,27,0.4381396770477295,,,,,,,
,979,,,,,27,,0.46414151787757874,0.5963077545166016,,,,,
0.84375,1014,0.6428571343421936,0.7742587327957153,0.7894737124443054,0.9056603908538818,28,0.4767119288444519,,,,,,,
,1014,,,,,28,,0.4753047525882721,0.6284821629524231,,,,,
0.8055555820465088,1049,0.6904761791229248,0.7792003154754639,0.7894737124443054,0.8679245114326477,29,0.5040123462677002,,,,,,,
,1049,,,,,29,,0.4864254593849182,0.6134784817695618,,,,,
0.90625,1084,0.6904761791229248,0.816936194896698,0.8315789699554443,0.9433962106704712,30,0.4259403944015503,,,,,,,
,1084,,,,,30,,0.4809490144252777,0.6098756790161133,,,,,
0.875,1119,0.6666666865348816,0.795597493648529,0.8105263113975525,0.9245282411575317,31,0.4791778028011322,,,,,,,
