val_auroc,epoch,val_accuracy,val_specificity,val_loss,step,val_sensitivity,val_precision,train_loss,unlabeled_data_utilization,test_auroc,test_specificity,test_precision,test_accuracy,test_sensitivity
0.5,0,0.557894766330719,1.0,0.07826147228479385,26,0.0,0.0,,,,,,,
,0,,,,26,,,0.19999997317790985,0.0,,,,,
0.5148248076438904,1,0.557894766330719,0.8867924809455872,0.21541957557201385,53,0.1428571492433548,0.5,,,,,,,
,1,,,,53,,,0.19999997317790985,0.0,,,,,
0.5390835404396057,2,0.5684210658073425,0.792452871799469,0.3993009328842163,80,0.2857142984867096,0.52173912525177,,,,,,,
,2,,,,80,,,0.19999997317790985,0.0,,,,,
0.49393531680107117,3,0.5263158082962036,0.7735848426818848,0.3990379869937897,107,0.2142857164144516,0.4285714328289032,,,,,,,
,3,,,,107,,,0.19999997317790985,0.0,,,,,
0.5509883165359497,4,0.5789473652839661,0.792452871799469,0.27601268887519836,134,0.3095238208770752,0.5416666865348816,,,,,,,
,4,,,,134,,,0.19999997317790985,0.0,,,,,
0.48450136184692383,5,0.5157894492149353,0.7547169923782349,0.1705183982849121,161,0.2142857164144516,0.40909090638160706,,,,,,,
,5,,,,161,,,0.19999997317790985,0.0,,,,,
0.5058401226997375,6,0.5368421077728271,0.7735848426818848,0.3010900020599365,188,0.2380952388048172,0.4545454680919647,,,,,,,
,6,,,,188,,,0.19999997317790985,0.0,,,,,
0.5366127490997314,7,0.5684210658073425,0.8113208413124084,0.15970703959465027,215,0.261904776096344,0.523809552192688,,,,,,,
,7,,,,215,,,0.19999997317790985,0.0,,,,,
0.522237241268158,8,0.557894766330719,0.8301886916160583,0.13988037407398224,242,0.2142857164144516,0.5,,,,,,,
,8,,,,242,,,0.19999997317790985,0.0,,,,,
0.4964061677455902,9,0.5263158082962036,0.7547169923782349,0.3130194842815399,269,0.2380952388048172,0.43478262424468994,,,,,,,
,9,,,,269,,,0.19999997317790985,0.0,,,,,
0.48450136184692383,10,0.5157894492149353,0.7547169923782349,0.12279191613197327,296,0.2142857164144516,0.40909090638160706,,,,,,,
,10,,,,296,,,0.19999997317790985,0.0,,,,,
0.522237241268158,11,0.557894766330719,0.8301886916160583,0.22338880598545074,323,0.2142857164144516,0.5,,,,,,,
,11,,,,323,,,0.19999997317790985,0.0,,,,,
0.5033692717552185,12,0.5368421077728271,0.792452871799469,0.3101271390914917,350,0.2142857164144516,0.44999998807907104,,,,,,,
,12,,,,350,,,0.19999997317790985,0.0,,,,,
0.4964061677455902,13,0.5263158082962036,0.7547169923782349,0.2528337836265564,377,0.2380952388048172,0.43478262424468994,,,,,,,
,13,,,,377,,,0.19999997317790985,0.0,,,,,
0.5435759425163269,14,0.5789473652839661,0.849056601524353,0.2059844583272934,404,0.2380952388048172,0.5555555820465088,,,,,,,
,14,,,,404,,,0.19999997317790985,0.0,,,,,
0.5058401226997375,15,0.5368421077728271,0.7735848426818848,0.2502940595149994,431,0.2380952388048172,0.4545454680919647,,,,,,,
,15,,,,431,,,0.19999997317790985,0.0,,,,,
0.5008984804153442,16,0.5368421077728271,0.8113208413124084,0.2746770977973938,458,0.190476194024086,0.4444444477558136,,,,,,,
,16,,,,458,,,0.19999997317790985,0.0,,,,,
0.5341419577598572,17,0.5684210658073425,0.8301886916160583,0.41500285267829895,485,0.2380952388048172,0.5263158082962036,,,,,,,
,17,,,,485,,,0.19999997317790985,0.0,,,,,
0.5152740478515625,18,0.5473684072494507,0.792452871799469,0.30616408586502075,512,0.2380952388048172,0.4761904776096344,,,,,,,
,18,,,,512,,,0.19999997317790985,0.0,,,,,
0.5152740478515625,19,0.5473684072494507,0.792452871799469,0.33923840522766113,539,0.2380952388048172,0.4761904776096344,,,,,,,
,19,,,,539,,,0.19999997317790985,0.0,,,,,
0.4914645254611969,20,0.5263158082962036,0.792452871799469,0.2669673264026642,566,0.190476194024086,0.42105263471603394,,,,,,,
,20,,,,566,,,0.19999997317790985,0.0,,,,,
0.5128032565116882,21,0.5473684072494507,0.8113208413124084,0.18101292848587036,593,0.2142857164144516,0.4736842215061188,,,,,,,
,21,,,,593,,,0.19999997317790985,0.0,,,,,
0.5058401226997375,22,0.5368421077728271,0.7735848426818848,0.2652021646499634,620,0.2380952388048172,0.4545454680919647,,,,,,,
,22,,,,620,,,0.19999997317790985,0.0,,,,,
0.5128032565116882,23,0.5473684072494507,0.8113208413124084,0.13075131177902222,647,0.2142857164144516,0.4736842215061188,,,,,,,
,23,,,,647,,,0.19999997317790985,0.0,,,,,
0.5152740478515625,24,0.5473684072494507,0.792452871799469,0.323629230260849,674,0.2380952388048172,0.4761904776096344,,,,,,,
,24,,,,674,,,0.19999997317790985,0.0,,,,,
0.5008984804153442,25,0.5368421077728271,0.8113208413124084,0.16059288382530212,701,0.190476194024086,0.4444444477558136,,,,,,,
,25,,,,701,,,0.19999997317790985,0.0,,,,,
0.5058401226997375,26,0.5368421077728271,0.7735848426818848,0.2241804450750351,728,0.2380952388048172,0.4545454680919647,,,,,,,
,26,,,,728,,,0.19999997317790985,0.0,,,,,
0.49393531680107117,27,0.5263158082962036,0.7735848426818848,0.27038469910621643,755,0.2142857164144516,0.4285714328289032,,,,,,,
,27,,,,755,,,0.19999997317790985,0.0,,,,,
0.5247080326080322,28,0.557894766330719,0.8113208413124084,0.433623731136322,782,0.2380952388048172,0.5,,,,,,,
,28,,,,782,,,0.19999997317790985,0.0,,,,,
0.5316711664199829,29,0.5684210658073425,0.849056601524353,0.19069328904151917,809,0.2142857164144516,0.529411792755127,,,,,,,
,29,,,,809,,,0.19999997317790985,0.0,,,,,
0.5271787643432617,30,0.557894766330719,0.792452871799469,0.43301498889923096,836,0.261904776096344,0.5,,,,,,,
,30,,,,836,,,0.19999997317790985,0.0,,,,,
0.5649146437644958,31,0.6000000238418579,0.8679245114326477,0.3341299593448639,863,0.261904776096344,0.6111111044883728,,,,,,,
,31,,,,863,,,0.19999997317790985,0.0,,,,,
