val_loss,val_specificity,val_sensitivity,val_auroc,val_precision,val_accuracy,epoch,step,train_loss,unlabeled_data_utilization,test_sensitivity,test_specificity,test_precision,test_accuracy,test_auroc
0.6201897859573364,1.0,0.0,0.5,0.0,0.557894766330719,0,26,,,,,,,
,,,,,,0,26,0.6289477348327637,0.0,,,,,
2.6843276023864746,0.792452871799469,0.2857142984867096,0.5390835404396057,0.52173912525177,0.5684210658073425,1,53,,,,,,,
,,,,,,1,53,0.6234328746795654,0.0,,,,,
2.025933027267456,0.8867924809455872,0.4047619104385376,0.64577716588974,0.739130437374115,0.6736842393875122,2,80,,,,,,,
,,,,,,2,80,0.614209771156311,0.0,,,,,
1.3038052320480347,0.9245282411575317,0.3571428656578064,0.6408355832099915,0.7894737124443054,0.6736842393875122,3,107,,,,,,,
,,,,,,3,107,0.5928605198860168,0.0,,,,,
0.8585602045059204,0.9622642397880554,0.3571428656578064,0.6597035527229309,0.8823529481887817,0.6947368383407593,4,134,,,,,,,
,,,,,,4,134,0.5665305256843567,0.0,,,,,
0.6743385195732117,0.8867924809455872,0.4761904776096344,0.6814914345741272,0.7692307829856873,0.7052631378173828,5,161,,,,,,,
,,,,,,5,161,0.538172721862793,0.0,,,,,
1.3152309656143188,0.9056603908538818,0.6428571343421936,0.7742587327957153,0.84375,0.7894737124443054,6,188,,,,,,,
,,,,,,6,188,0.5242546796798706,0.0,,,,,
0.5192506909370422,0.9622642397880554,0.4523809850215912,0.7073225378990173,0.9047619700431824,0.7368420958518982,7,215,,,,,,,
,,,,,,7,215,0.5082302093505859,0.0,,,,,
0.5586807131767273,0.9811320900917053,0.5,0.740566074848175,0.9545454382896423,0.7684210538864136,8,242,,,,,,,
,,,,,,8,242,0.5087151527404785,0.0,,,,,
0.7038305997848511,0.9433962106704712,0.523809552192688,0.7336028814315796,0.8799999952316284,0.75789475440979,9,269,,,,,,,
,,,,,,9,269,0.4947057366371155,0.0,,,,,
1.2406466007232666,0.9622642397880554,0.5,0.7311322093009949,0.9130435585975647,0.75789475440979,10,296,,,,,,,
,,,,,,10,296,0.5060078501701355,0.0,,,,,
0.5755163431167603,0.9245282411575317,0.5,0.7122641205787659,0.8399999737739563,0.7368420958518982,11,323,,,,,,,
,,,,,,11,323,0.5027076005935669,0.0,,,,,
