val_precision,epoch,val_sensitivity,val_auroc,val_accuracy,step,val_specificity,val_loss,train_loss,unlabeled_data_utilization,test_sensitivity,test_precision,test_auroc,test_accuracy,test_specificity
0.0,0,0.0,0.49056604504585266,0.5473684072494507,34,0.9811320900917053,0.6918542385101318,,,,,,,
,0,,,,34,,,0.6388095617294312,0.012534056790173054,,,,,
0.6000000238418579,1,0.0714285746216774,0.5168463587760925,0.5684210658073425,69,0.9622642397880554,0.6554526090621948,,,,,,,
,1,,,,69,,,0.6256502270698547,0.01651478186249733,,,,,
0.5555555820465088,2,0.1190476194024086,0.5217879414558411,0.5684210658073425,104,0.9245282411575317,0.6161631941795349,,,,,,,
,2,,,,104,,,0.618675708770752,0.012549640610814095,,,,,
0.695652186870575,3,0.380952388048172,0.6244384050369263,0.6526315808296204,139,0.8679245114326477,0.9705352187156677,,,,,,,
,3,,,,139,,,0.5958431959152222,0.017270630225539207,,,,,
0.6829268336296082,4,0.6666666865348816,0.7106918096542358,0.7157894968986511,174,0.7547169923782349,0.6959031224250793,,,,,,,
,4,,,,174,,,0.577364444732666,0.03776462376117706,,,,,
0.6829268336296082,5,0.6666666865348816,0.7106918096542358,0.7157894968986511,209,0.7547169923782349,0.5877377986907959,,,,,,,
,5,,,,209,,,0.5683807730674744,0.04191266745328903,,,,,
0.8571428656578064,6,0.7142857313156128,0.8099730610847473,0.821052610874176,244,0.9056603908538818,0.5422260761260986,,,,,,,
,6,,,,244,,,0.5424017310142517,0.05030864477157593,,,,,
0.7142857313156128,7,0.7142857313156128,0.7439352869987488,0.7473683953285217,279,0.7735848426818848,0.5450973510742188,,,,,,,
,7,,,,279,,,0.5340914726257324,0.08905067294836044,,,,,
0.738095223903656,8,0.738095223903656,0.7652739882469177,0.7684210538864136,314,0.792452871799469,0.5457507371902466,,,,,,,
,8,,,,314,,,0.5258438587188721,0.12453664094209671,,,,,
0.7435897588729858,9,0.6904761791229248,0.7508984804153442,0.75789475440979,349,0.8113208413124084,0.4828929603099823,,,,,,,
,9,,,,349,,,0.5082389116287231,0.15648040175437927,,,,,
0.7179487347602844,10,0.6666666865348816,0.7295597791671753,0.7368420958518982,384,0.792452871799469,0.5217788815498352,,,,,,,
,10,,,,384,,,0.522167980670929,0.19850826263427734,,,,,
0.8055555820465088,11,0.6904761791229248,0.7792003154754639,0.7894737124443054,419,0.8679245114326477,0.4480406641960144,,,,,,,
,11,,,,419,,,0.5320597290992737,0.2301570624113083,,,,,
0.7894737124443054,12,0.7142857313156128,0.7816711664199829,0.7894737124443054,454,0.849056601524353,0.43826210498809814,,,,,,,
,12,,,,454,,,0.5146952271461487,0.2839159667491913,,,,,
0.7435897588729858,13,0.6904761791229248,0.7508984804153442,0.75789475440979,489,0.8113208413124084,0.4725227653980255,,,,,,,
,13,,,,489,,,0.5345315337181091,0.31240105628967285,,,,,
0.8108107447624207,14,0.7142857313156128,0.7911050915718079,0.800000011920929,524,0.8679245114326477,0.41233983635902405,,,,,,,
,14,,,,524,,,0.4998883903026581,0.3460541069507599,,,,,
0.7560975551605225,15,0.738095223903656,0.7747079730033875,0.7789473533630371,559,0.8113208413124084,0.44087979197502136,,,,,,,
,15,,,,559,,,0.529691219329834,0.3789929151535034,,,,,
0.8048780560493469,16,0.7857142686843872,0.8173854351043701,0.821052610874176,594,0.849056601524353,0.4476698338985443,,,,,,,
,16,,,,594,,,0.5324181914329529,0.37584975361824036,,,,,
0.8157894611358643,17,0.738095223903656,0.8030098080635071,0.8105263113975525,629,0.8679245114326477,0.4543672800064087,,,,,,,
,17,,,,629,,,0.5013650059700012,0.36469313502311707,,,,,
0.8285714387893677,18,0.6904761791229248,0.7886343002319336,0.800000011920929,664,0.8867924809455872,0.4071767032146454,,,,,,,
,18,,,,664,,,0.5047730803489685,0.392698734998703,,,,,
0.8108107447624207,19,0.7142857313156128,0.7911050915718079,0.800000011920929,699,0.8679245114326477,0.4247837960720062,,,,,,,
,19,,,,699,,,0.5211233496665955,0.40829044580459595,,,,,
0.7894737124443054,20,0.7142857313156128,0.7816711664199829,0.7894737124443054,734,0.849056601524353,0.4202917516231537,,,,,,,
,20,,,,734,,,0.5088613629341125,0.43927276134490967,,,,,
0.7948718667030334,21,0.738095223903656,0.7935759425163269,0.800000011920929,769,0.849056601524353,0.4423196613788605,,,,,,,
,21,,,,769,,,0.5084348917007446,0.44936779141426086,,,,,
0.8205127716064453,22,0.761904776096344,0.8149146437644958,0.821052610874176,804,0.8679245114326477,0.42665717005729675,,,,,,,
,22,,,,804,,,0.5236215591430664,0.4436613917350769,,,,,
0.8421052694320679,23,0.761904776096344,0.824348509311676,0.8315789699554443,839,0.8867924809455872,0.45756134390830994,,,,,,,
,23,,,,839,,,0.498919814825058,0.45024412870407104,,,,,
0.8421052694320679,24,0.761904776096344,0.824348509311676,0.8315789699554443,874,0.8867924809455872,0.42532825469970703,,,,,,,
,24,,,,874,,,0.495742529630661,0.4579700231552124,,,,,
,25,,,,875,,,,,0.7142857313156128,0.8426966071128845,0.8041125535964966,0.8143460154533386,0.8939393758773804
,25,,,,875,,,,,0.6761904358863831,0.8658536076545715,0.7964285016059875,0.810126543045044,0.9166666269302368
,25,,,,875,,,,,0.7047619223594666,0.8604651093482971,0.8069263696670532,0.8185653686523438,0.9090909361839294
