val_sensitivity,step,val_precision,val_specificity,val_auroc,val_accuracy,epoch,val_loss,train_loss,unlabeled_data_utilization,test_auroc,test_specificity,test_precision,test_sensitivity,test_accuracy
0.0,26,0.0,1.0,0.5,0.557894766330719,0,0.621193528175354,,,,,,,
,26,,,,,0,,0.6281682252883911,0.0,,,,,
0.6904761791229248,53,0.5272727012634277,0.5094339847564697,0.5999550819396973,0.5894736647605896,1,2.920372486114502,,,,,,,
,53,,,,,1,,0.6162242293357849,0.0,,,,,
0.1666666716337204,80,0.699999988079071,0.9433962106704712,0.555031418800354,0.6000000238418579,2,1.96743643283844,,,,,,,
,80,,,,,2,,0.6217724680900574,0.0,,,,,
0.4285714328289032,107,0.782608687877655,0.9056603908538818,0.6671159267425537,0.6947368383407593,3,1.1684240102767944,,,,,,,
,107,,,,,3,,0.6073798537254333,0.0,,,,,
0.5476190447807312,134,0.8518518805503845,0.9245282411575317,0.7360737323760986,0.75789475440979,4,0.6882383823394775,,,,,,,
,134,,,,,4,,0.5852742791175842,0.0,,,,,
0.7142857313156128,161,0.6818181872367859,0.7358490824699402,0.7250673770904541,0.7263157963752747,5,0.6906147003173828,,,,,,,
,161,,,,,5,,0.5475385785102844,0.0,,,,,
0.5952380895614624,188,0.6578947305679321,0.7547169923782349,0.6749775409698486,0.6842105388641357,6,1.3502451181411743,,,,,,,
,188,,,,,6,,0.5388588309288025,0.0,,,,,
0.5714285969734192,215,0.75,0.849056601524353,0.7102425694465637,0.7263157963752747,7,0.803644061088562,,,,,,,
,215,,,,,7,,0.5251362919807434,0.0,,,,,
0.523809552192688,242,0.7096773386001587,0.8301886916160583,0.6769991517066956,0.6947368383407593,8,1.0914325714111328,,,,,,,
,242,,,,,8,,0.501468300819397,0.0,,,,,
0.5714285969734192,269,0.774193525314331,0.8679245114326477,0.7196765542030334,0.7368420958518982,9,1.2151784896850586,,,,,,,
,269,,,,,9,,0.4961293041706085,0.0,,,,,
0.5714285969734192,296,0.75,0.849056601524353,0.7102425694465637,0.7263157963752747,10,0.7410885691642761,,,,,,,
,296,,,,,10,,0.4986022710800171,0.0,,,,,
0.5,323,0.75,0.8679245114326477,0.6839622855186462,0.7052631378173828,11,0.7619646787643433,,,,,,,
,323,,,,,11,,0.4976971447467804,0.0,,,,,
0.5714285969734192,350,0.800000011920929,0.8867924809455872,0.7291104793548584,0.7473683953285217,12,0.6562326550483704,,,,,,,
,350,,,,,12,,0.5005055069923401,0.0,,,,,
0.523809552192688,377,0.8799999952316284,0.9433962106704712,0.7336028814315796,0.75789475440979,13,0.5061621069908142,,,,,,,
,377,,,,,13,,0.4717263877391815,0.0,,,,,
0.5952380895614624,404,0.8333333134651184,0.9056603908538818,0.7504492402076721,0.7684210538864136,14,0.5855815410614014,,,,,,,
,404,,,,,14,,0.4732411503791809,0.0,,,,,
0.6190476417541504,431,0.8387095928192139,0.9056603908538818,0.7623540163040161,0.7789473533630371,15,0.8506811261177063,,,,,,,
,431,,,,,15,,0.45423293113708496,0.0,,,,,
0.6428571343421936,458,0.8709677457809448,0.9245282411575317,0.7836927175521851,0.800000011920929,16,0.539167582988739,,,,,,,
,458,,,,,16,,0.4563579261302948,0.0,,,,,
0.6666666865348816,485,0.7777778506278992,0.849056601524353,0.7578616738319397,0.7684210538864136,17,0.6754071712493896,,,,,,,
,485,,,,,17,,0.4393284320831299,0.0,,,,,
0.6190476417541504,512,0.8666666746139526,0.9245282411575317,0.7717880010604858,0.7894737124443054,18,0.7178160548210144,,,,,,,
,512,,,,,18,,0.4439542889595032,0.0,,,,,
0.6666666865348816,539,0.8235294818878174,0.8867924809455872,0.7767295241355896,0.7894737124443054,19,0.5989140272140503,,,,,,,
,539,,,,,19,,0.45787081122398376,0.0,,,,,
0.5714285969734192,566,0.8571428656578064,0.9245282411575317,0.7479784488677979,0.7684210538864136,20,1.3049395084381104,,,,,,,
,566,,,,,20,,0.44493600726127625,0.0,,,,,
0.6428571343421936,593,0.75,0.8301886916160583,0.7365228533744812,0.7473683953285217,21,0.6462119817733765,,,,,,,
,593,,,,,21,,0.46025994420051575,0.0,,,,,
0.5952380895614624,620,0.8620689511299133,0.9245282411575317,0.7598832249641418,0.7789473533630371,22,0.4273224174976349,,,,,,,
,620,,,,,22,,0.44201716780662537,0.0,,,,,
0.5952380895614624,647,0.8333333134651184,0.9056603908538818,0.7504492402076721,0.7684210538864136,23,0.7255111932754517,,,,,,,
,647,,,,,23,,0.4390697181224823,0.0,,,,,
0.6428571343421936,674,0.84375,0.9056603908538818,0.7742587327957153,0.7894737124443054,24,1.0297998189926147,,,,,,,
,674,,,,,24,,0.4432685077190399,0.0,,,,,
0.6666666865348816,701,0.7777778506278992,0.849056601524353,0.7578616738319397,0.7684210538864136,25,1.697740912437439,,,,,,,
,701,,,,,25,,0.44069695472717285,0.0,,,,,
0.6666666865348816,728,0.7567567229270935,0.8301886916160583,0.7484278082847595,0.75789475440979,26,0.6104288697242737,,,,,,,
,728,,,,,26,,0.4371391534805298,0.0,,,,,
0.6428571343421936,755,0.84375,0.9056603908538818,0.7742587327957153,0.7894737124443054,27,0.6311888098716736,,,,,,,
,755,,,,,27,,0.4344010055065155,0.0,,,,,
0.5714285969734192,782,0.774193525314331,0.8679245114326477,0.7196765542030334,0.7368420958518982,28,0.7827246189117432,,,,,,,
,782,,,,,28,,0.42870670557022095,0.0,,,,,
0.5952380895614624,809,0.806451678276062,0.8867924809455872,0.7410151958465576,0.75789475440979,29,0.5419448018074036,,,,,,,
,809,,,,,29,,0.43941372632980347,0.0,,,,,
0.5952380895614624,836,0.78125,0.8679245114326477,0.7315813302993774,0.7473683953285217,30,0.4812789261341095,,,,,,,
,836,,,,,30,,0.4260942041873932,0.0,,,,,
0.5952380895614624,863,0.8333333134651184,0.9056603908538818,0.7504492402076721,0.7684210538864136,31,0.5802080035209656,,,,,,,
,863,,,,,31,,0.41027766466140747,0.0,,,,,
0.5952380895614624,890,0.8333333134651184,0.9056603908538818,0.7504492402076721,0.7684210538864136,32,0.5427249670028687,,,,,,,
,890,,,,,32,,0.4172075092792511,0.0,,,,,
0.5714285969734192,917,0.800000011920929,0.8867924809455872,0.7291104793548584,0.7473683953285217,33,0.4425835907459259,,,,,,,
,917,,,,,33,,0.4289543926715851,0.0,,,,,
0.6428571343421936,944,0.84375,0.9056603908538818,0.7742587327957153,0.7894737124443054,34,0.529025673866272,,,,,,,
,944,,,,,34,,0.4046954810619354,0.0,,,,,
0.6190476417541504,971,0.8965517282485962,0.9433962106704712,0.781221866607666,0.800000011920929,35,0.5756529569625854,,,,,,,
,971,,,,,35,,0.4157588481903076,0.0,,,,,
0.5476190447807312,998,0.7419354915618896,0.849056601524353,0.6983378529548645,0.7157894968986511,36,0.7659589052200317,,,,,,,
,998,,,,,36,,0.4237731099128723,0.0,,,,,
0.5714285969734192,1025,0.8571428656578064,0.9245282411575317,0.7479784488677979,0.7684210538864136,37,0.8152754306793213,,,,,,,
,1025,,,,,37,,0.42232638597488403,0.0,,,,,
0.5952380895614624,1052,0.7142857313156128,0.8113208413124084,0.703279435634613,0.7157894968986511,38,0.5759734511375427,,,,,,,
,1052,,,,,38,,0.40540844202041626,0.0,,,,,
0.5952380895614624,1079,0.7142857313156128,0.8113208413124084,0.703279435634613,0.7157894968986511,39,0.5488471984863281,,,,,,,
,1079,,,,,39,,0.414210706949234,0.0,,,,,
0.5952380895614624,1106,0.78125,0.8679245114326477,0.7315813302993774,0.7473683953285217,40,1.1710985898971558,,,,,,,
,1106,,,,,40,,0.3975626528263092,0.0,,,,,
0.5952380895614624,1133,0.806451678276062,0.8867924809455872,0.7410151958465576,0.75789475440979,41,0.4593866169452667,,,,,,,
,1133,,,,,41,,0.40339526534080505,0.0,,,,,
0.5952380895614624,1160,0.8333333134651184,0.9056603908538818,0.7504492402076721,0.7684210538864136,42,0.4046236574649811,,,,,,,
,1160,,,,,42,,0.37789788842201233,0.0,,,,,
0.5714285969734192,1187,0.8275862336158752,0.9056603908538818,0.7385445237159729,0.75789475440979,43,0.5667572021484375,,,,,,,
,1187,,,,,43,,0.3927459418773651,0.0,,,,,
0.5952380895614624,1214,0.8928571343421936,0.9433962106704712,0.7693171501159668,0.7894737124443054,44,0.44248461723327637,,,,,,,
,1214,,,,,44,,0.3715459704399109,0.0,,,,,
0.6190476417541504,1241,0.8666666746139526,0.9245282411575317,0.7717880010604858,0.7894737124443054,45,0.6027363538742065,,,,,,,
,1241,,,,,45,,0.4113214910030365,0.0,,,,,
